well id,Lease Name,Well Number,Operator compnay,County,Landing Zone,Surf Lat,Surf Long,BH Lat,BH Long,Date Spud,Lateral Len (ft),Date Completed,Total Fluid (bbl),Total Proppant (lb),"Well Spacing, ft",Well Name,Fluid (bbl/ft),Prop (lb/ft),Avg PPG,"Oil EUR, Mbbl","Gas EUR, MMcf"
4.23294E+13,BRADFORD TRUST A UNIT 3,1513AH,XTO ENERGY INC,MIDLAND,WCMP A,31.73841,-102.00904,31.71565,-102.00382,8/17/2017,7654,10/5/2018,17406252,10804000,,BRADFORD TRUST A UNIT 3 1513AH,54,1412,0.62,208,3005
4.23294E+13,WARFIELD EAST C,103LS,DIAMONDBACK EXPLORATION & PROD LLC,MIDLAND,SPBYL SH,31.92223333,-102.2245139,31.89218611,-102.21475,2/3/2018,10358,6/5/2018,,,,WARFIELD EAST C 103LS,,,,758,932
4.23294E+13,ST,4043WA,DIAMONDBACK EXPLORATION & PROD LLC,MIDLAND,WCMP A,31.98251389,-102.2119389,31.95509444,-102.2053361,1/4/2018,10150,5/25/2018,15855777,16090000,,ST 4043WA,37,1585,1.01,456,1758
4.23294E+13,MUSTANG,H120UH,PERMIAN DEEP ROCK OIL CO LLC,MIDLAND,WCMP D,31.972125,-102.0679472,31.99783333,-102.0765361,5/29/2018,9233,9/5/2018,16382508,20288000,,MUSTANG H120UH,42,2197,1.24,858,1556
4.23294E+13,GBG 41/38 UNIT,0032LS,CHEVRON U S A INC,MIDLAND,SPBYL SH,31.85316,-102.1298256,31.87951667,-102.1406453,9/28/2017,9798,6/26/2018,21463544,20104000,,GBG 41/38 UNIT 0032LS,52,2052,0.94,759,1338
4.23294E+13,GBG 41/38 UNIT,0033WB,CHEVRON U S A INC,MIDLAND,WCMP A,31.85317861,-102.1297481,31.88020181,-102.1376241,1/18/2018,9975,6/23/2018,25829358,16740000,,GBG 41/38 UNIT 0033WB,62,1678,0.65,827,2430
4.23294E+13,GWENDOLYN,2622LA,HENRY RESOURCES LLC,MIDLAND,SPBYL SD,31.87575,-102.244552,31.89846057,-102.2509733,8/27/2017,7704,2/3/2018,16910512,14114000,,GWENDOLYN 2622LA,52,1832,0.83,353,109
4.23294E+13,HOGAN 1-13-D,2808H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,SPBYL SH,32.0533278,-102.0739283,32.0332099,-102.0666196,9/9/2019,7199,1/15/2020,15317421,14050200,,HOGAN 1-13-D 2808H,51,1952,0.92,,
4.23294E+13,BANAY BA,02WB,SUMMIT PETROLEUM LLC,MIDLAND,WCMP B,31.67244885,-102.2486208,31.70019065,-102.2562762,12/7/2017,9302,12/18/2018,,,,BANAY BA 02WB,,,,449,1039
4.23294E+13,RIO SAN MARCOS 36-45 UNIT 1,242,ENDEAVOR ENERGY RESOURCES LP,MIDLAND,,31.791895,-102.005341,,,1/11/2018,,1/29/2018,,,,RIO SAN MARCOS 36-45 UNIT 1 242,,,,,
4.23294E+13,BLACKFOOT WEST UNIT,704LS,DIAMONDBACK EXPLORATION & PROD LLC,MIDLAND,SPBYL SH,32.06873056,-102.1679333,32.04162222,-102.1595306,5/25/2018,10012,11/2/2018,,,,BLACKFOOT WEST UNIT 704LS,,,,1155,3275
4.23294E+13,SOA SCHARBAUER SOUTHEAST,0082LS,CHEVRON U S A INC,MIDLAND,SPBYL SH,31.90211778,-102.1642111,31.93242667,-102.1726614,1/10/2018,10312,7/25/2018,21658816,20512000,,SOA SCHARBAUER SOUTHEAST 0082LS,50,1989,0.95,1318,2530
4.23294E+13,FR UNOBTANIUM 1411,2BB,CROWNQUEST OPERATING LLC,MIDLAND,WCMP B,31.87056,-101.825582,31.90439693,-101.8376086,5/15/2018,12170,9/12/2018,24699748,24188000,,FR UNOBTANIUM 1411 2BB,48,1988,0.98,742,1464
4.23294E+13,GWENDOLYN,2525LA,HENRY RESOURCES LLC,MIDLAND,SPBYL SD,31.87881,-102.232714,31.90810026,-102.2425433,10/7/2017,10288,6/29/2018,21477314,18908000,,GWENDOLYN 2525LA,50,1838,0.88,490,400
4.23294E+13,HALEY J F D1,1001LH,COG OPERATING LLC,MIDLAND,SPBYL SH,31.84749968,-102.1610399,31.87308717,-102.1678825,12/22/2017,8790,5/18/2018,19425634,16486000,,HALEY J F D1 1001LH,53,1876,0.85,1028,1179
4.23294E+13,FASKEN `A` 16-21,212,ENDEAVOR ENERGY RESOURCES LP,MIDLAND,WCMP B,32.02360667,-101.7889492,31.99407222,-101.77998,2/5/2018,10385,5/18/2018,17130242,16576000,,FASKEN `A` 16-21 212,39,1596,0.97,607,1627
4.23294E+13,JOHN BRAUN C UNIT 2,0806BH,XTO ENERGY INC,MIDLAND,WCMP B,31.70556686,-102.0302412,31.73733512,-102.0403072,12/1/2020,,,,,,JOHN BRAUN C UNIT 2 0806BH,,,,,
4.23294E+13,JOHN BRAUN C UNIT 2,0805BH,XTO ENERGY INC,MIDLAND,WCMP B,31.703173,-102.03156,31.73669374,-102.0430438,12/3/2020,,,,,,JOHN BRAUN C UNIT 2 0805BH,,,,,
4.23294E+13,TEXAS TEN Y PU,4022H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,SPBYU SD,31.88986838,-102.0802372,31.86672055,-102.0677735,4/24/2018,9878,9/29/2018,19272228,27002000,,TEXAS TEN Y PU 4022H,46,2734,1.4,399,1117
4.23294E+13,SCHARBAUER C,0032LS,CHEVRON U S A INC,MIDLAND,SPBYL SH,31.90959194,-102.1469942,31.87964639,-102.1406403,2/26/2018,10276,12/7/2018,22907288,21206000,,SCHARBAUER C 0032LS,53,2064,0.93,1119,2683
4.23294E+13,SCHARBAUER C,0033WB,CHEVRON U S A INC,MIDLAND,WCMP A,31.90961056,-102.1469164,31.88024944,-102.1380694,2/26/2018,10321,12/7/2018,34126080,31552000,,SCHARBAUER C 0033WB,79,3057,0.92,595,2018
4.23294E+13,LINE DRIVE D,2WB,DIAMONDBACK EXPLORATION & PROD LLC,MIDLAND,WCMP B,31.97281194,-102.15342,32.00030278,-102.1610333,2/18/2018,9260,7/11/2018,21112896,17718000,,LINE DRIVE D 2WB,54,1913,0.84,381,1427
4.23294E+13,FR UNOBTANIUM 1411 CC,6HB,CROWNQUEST OPERATING LLC,MIDLAND,WCMP B,31.870806,-101.824485,31.90516972,-101.8345917,3/24/2018,12220,10/1/2018,25690596,24352000,,FR UNOBTANIUM 1411 CC 6HB,50,1993,0.95,605,2326
4.23294E+13,FR CATALYST A 94,1BB,CROWNQUEST OPERATING LLC,MIDLAND,WCMP B,31.910953,-101.872946,31.88727313,-101.8652049,12/7/2018,,12/27/2018,,,,FR CATALYST A 94 1BB,,,,,
4.23294E+13,BRD WRIGLEY UNIT,0181WB,CHEVRON U S A INC,MIDLAND,WCMP B,31.84697889,-102.0121639,31.86220417,-102.0198018,1/27/2018,,4/19/2018,,,,BRD WRIGLEY UNIT 0181WB,,,,,
4.23294E+13,WINDHAM TXL C10,5316LH,COG OPERATING LLC,MIDLAND,SPBYL SH,31.71153889,-102.12315,31.68923056,-102.1151722,3/31/2018,7711,10/18/2018,16882450,15554000,,WINDHAM TXL C10 5316LH,52,2017,0.92,545,1138
4.23294E+13,BULLDOG,H140UX,PERMIAN DEEP ROCK OIL CO LLC,MIDLAND,,31.97558333,-102.0472139,31.99808056,-102.05465,12/3/2017,7510,10/3/2018,15399133,15390000,,BULLDOG H140UX,49,2049,1,581,1400
4.23294E+13,WINDHAM TXL C4,5307LH,COG OPERATING LLC,MIDLAND,SPBYL SH,31.71173611,-102.1198333,31.689925,-102.1121972,6/22/2018,7742,10/17/2018,12376250,14328000,,WINDHAM TXL C4 5307LH,38,1851,1.16,420,1127
4.23294E+13,WINDHAM TXL C3,5308BH,COG OPERATING LLC,MIDLAND,WCMP B,31.71234722,-102.1174278,31.69071944,-102.1100528,5/24/2018,7629,10/10/2018,15507320,15178000,,WINDHAM TXL C3 5308BH,48,1990,0.98,362,1930
4.23294E+13,CASSELMAN 16,8UL,CALLON PETROLEUM OPERATING CO,MIDLAND,SPBYL SH,32.04019722,-102.2232028,32.02815278,-102.2173361,3/27/2018,162,,,,,CASSELMAN 16 8UL,,,,,
4.23294E+13,CASSELMAN4,12UL,CALLON PETROLEUM OPERATING,MIDLAND,SPBYL SH,32.066725,-102.2403389,32.05391111,-102.2363611,6/28/2018,4585,10/4/2018,11274438,7164000,,CASSELMAN4 12UL,59,1562,0.64,264,1049
4.23294E+13,TIPPETT JUNE 1213 HZ UNIT,11HM,APACHE CORP,MIDLAND,WCMP B,31.70709194,-102.1720981,31.68473306,-102.1657689,4/12/2018,7668,11/17/2018,18459568,12606000,,TIPPETT JUNE 1213 HZ UNIT 11HM,57,1644,0.68,334,5784
4.23294E+13,TIPPETT JUNE 1213 HZ UNIT,16HS,APACHE CORP,MIDLAND,SPBYL SH,31.70650936,-102.1744875,31.68437167,-102.1669908,3/13/2018,7531,11/23/2018,14966616,11298000,,TIPPETT JUNE 1213 HZ UNIT 16HS,47,1500,0.75,299,2931
4.23294E+13,MASK HZ UNIT,1016H,COG OPERATING LLC,MIDLAND,SPBYL SD,32.06538929,-102.1194527,32.03818421,-102.1098919,10/25/2018,9840,4/13/2019,17585680,18698000,,MASK HZ UNIT 1016H,43,1900,1.06,866,1133
4.23294E+13,LHS RANCH 27-22 ALLOCATION 2201,2201BH,XTO ENERGY INC,MIDLAND,WCMP B,31.70770667,-101.9004969,31.73758,-101.90839,3/22/2018,10328,9/21/2018,26132840,17680000,,LHS RANCH 27-22 ALLOCATION 2201 2201BH,60,1712,0.68,758,7326
4.23294E+13,BRD ASTRODOME UNIT,0126WA,CHEVRON U S A INC,MIDLAND,WCMP A,31.84893833,-101.9956028,31.82565611,-101.9832864,5/13/2018,7641,3/11/2019,23829012,23402000,,BRD ASTRODOME UNIT 0126WA,74,3063,0.98,516,111
4.23294E+13,WINDHAM 11G,15HC,OVINTIV USA INC,MIDLAND,SPBYU SD,31.71571667,-102.0850472,31.74019722,-102.0927556,4/1/2018,8780,7/3/2018,16797472,17312000,,WINDHAM 11G 15HC,46,1972,1.03,404,984
4.23294E+13,DWIGHT-MIDKIFF 25Q,17H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP B,31.89663313,-102.0097085,31.92321503,-102.0176654,7/22/2018,10062,1/10/2019,22773584,19848000,,DWIGHT-MIDKIFF 25Q 17H,54,1973,0.87,616,561
4.23294E+13,BRD ASTRODOME UNIT,0133WB,CHEVRON U S A INC,MIDLAND,WCMP B,31.84952111,-101.98944,31.82649706,-101.9792431,7/11/2018,7641,2/14/2019,24250272,22432000,,BRD ASTRODOME UNIT 0133WB,76,2936,0.93,364,1438
4.23294E+13,SALLY 26GG,107H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP A,31.93170998,-102.0032525,31.90569148,-101.9978196,5/13/2018,9572,10/26/2018,20528702,18480000,,SALLY 26GG 107H,51,1931,0.9,891,1700
4.23294E+13,TRAILAND B UNIT,3902LS,DIAMONDBACK EXPLORATION & PROD LLC,MIDLAND,SPBYL SH,31.97279167,-102.1913422,31.99460278,-102.1979194,5/21/2018,7723,9/5/2018,14290574,13378000,,TRAILAND B UNIT 3902LS,44,1732,0.94,467,925
4.23294E+13,FR CATALYST F 94,6BB,CROWNQUEST OPERATING LLC,MIDLAND,WCMP B,31.883268,-101.861794,31.89218585,-101.8647658,12/2/2018,,12/15/2018,,,,FR CATALYST F 94 6BB,,,,,
4.23294E+13,TXL 35 UNIT 1,3801BH,XTO ENERGY INC,MIDLAND,WCMP B,31.69544,-101.98189,31.66237,-101.97347,3/11/2018,10264,9/20/2018,23075786,14530000,,TXL 35 UNIT 1 3801BH,54,1416,0.63,488,2245
4.23294E+13,TEXAS TEN Y PU,3940H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.89681345,-102.0534504,31.8714452,-102.0473893,7/31/2018,9872,1/6/2019,19692792,18948000,,TEXAS TEN Y PU 3940H,47,1919,0.96,798,1224
4.23294E+13,TXL 35 UNIT 1,3821SH,XTO ENERGY INC,MIDLAND,SPBYL SH,31.69539,-101.98207,31.66228,-101.97352,5/13/2018,10442,10/3/2018,23812768,14674000,,TXL 35 UNIT 1 3821SH,54,1405,0.62,340,1133
4.23294E+13,FR CATALYST AA 94,9HB,CROWNQUEST OPERATING LLC,MIDLAND,WCMP B,31.91118444,-101.8719389,31.88384556,-101.8629744,1/12/2019,9777,6/12/2019,22758436,20632000,,FR CATALYST AA 94 9HB,55,2110,0.91,278,1833
4.23294E+13,BANKHEAD 4-33 UNIT 2,252,ENDEAVOR ENERGY RESOURCES LP,MIDLAND,WCMP A,31.97302111,-102.0992011,31.99311167,-102.1079731,3/17/2018,7078,6/12/2018,11743783,11296000,,BANKHEAD 4-33 UNIT 2 252,40,1596,0.96,751,854
4.23294E+13,CRAWFORD TANK FARM NW7Q,17H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP B,31.9743146,-102.0341532,32.0075863,-102.0442366,1/4/2019,12572,1/6/2020,27326096,21474000,,CRAWFORD TANK FARM NW7Q 17H,52,1708,0.79,869,2283
4.23294E+13,EPLEY LB NS 39-46 08,208H,DIAMONDBACK EXPLORATION & PROD LLC,MIDLAND,WCMP B,32.05767083,-101.8881992,32.031244,-101.879908,5/28/2018,9722,11/21/2018,21432080,17296000,,EPLEY LB NS 39-46 08 208H,52,1779,0.81,566,2061
4.23294E+13,MUSTANG,H150UH,PERMIAN DEEP ROCK OIL CO LLC,MIDLAND,WCMP C,31.96991111,-102.0757139,32.00546944,-102.0858889,9/17/2019,7505,12/11/2019,13961949,14642000,,MUSTANG H150UH,44,1951,1.05,647,661
4.23294E+13,DONALD L HUTT FEE W20M,13H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP A,31.82244599,-101.9496321,31.8454698,-101.9613667,6/18/2019,9872,1/9/2020,20101270,16814000,,DONALD L HUTT FEE W20M 13H,48,1703,0.84,1114,1249
4.23294E+13,CRAWFORD TANK FARM NE7R,118H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP B,31.97442892,-102.0253206,32.01016326,-102.03382,3/23/2019,12572,1/24/2020,27288866,21410000,,CRAWFORD TANK FARM NE7R 118H,52,1703,0.78,670,3098
4.23294E+13,FAYTH 38E,2HE,OVINTIV USA INC,MIDLAND,SPBYL SH,31.73280556,-102.1290667,31.75950278,-102.1380556,5/30/2018,9721,8/18/2018,19065812,18446000,,FAYTH 38E 2HE,47,1898,0.97,560,970
4.23294E+13,FAYTH 38F,4HF,OVINTIV USA INC,MIDLAND,SPBYL SH,31.73341389,-102.1264556,31.75977222,-102.1369472,6/20/2018,9862,8/29/2018,19462170,19224000,,FAYTH 38F 4HF,47,1949,0.99,346,1660
4.23294E+13,SHACKELFORD W31E,5H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.79502404,-101.9251855,31.76666923,-101.9143253,1/20/2020,10182,10/15/2020,19227474,17311200,,SHACKELFORD W31E 5H,45,1700,0.9,,
4.23294E+13,BENGE MARION V ESTATE A1,2501LH,COG OPERATING LLC,MIDLAND,SPBYL SH,31.795547,-102.1098895,31.82520001,-102.1183092,9/19/2018,10395,5/8/2019,23103844,22952000,,BENGE MARION V ESTATE A1 2501LH,53,2208,0.99,945,1026
4.23294E+13,BRD WRIGLEY UNIT,0211WA,CHEVRON U S A INC,MIDLAND,WOLFCAMP,31.84826639,-102.0018639,31.87885194,-102.0142175,11/17/2018,10335,10/3/2019,31722712,31066000,,BRD WRIGLEY UNIT 0211WA,73,3006,0.98,783,3978
4.23294E+13,BRD WRIGLEY UNIT,0212WA,CHEVRON U S A INC,MIDLAND,WOLFCAMP,31.84828361,-102.0017861,31.87954028,-102.0112672,11/8/2018,10339,10/3/2019,31801656,31080000,,BRD WRIGLEY UNIT 0212WA,73,3006,0.98,1205,3519
4.23294E+13,WAFFLE IRON,H230MS,PERMIAN DEEP ROCK OIL CO LLC,MIDLAND,SPBYU SD,32.00658833,-102.0471211,32.02853611,-102.053,11/20/2018,7508,5/25/2019,14812412,15998000,,WAFFLE IRON H230MS,47,2131,1.08,277,976
4.23294E+13,BENGE MARION V ESTATE A9,2504BH,COG OPERATING LLC,MIDLAND,WCMP B,31.79473333,-102.1146333,31.82380998,-102.1237034,9/27/2018,10386,5/15/2019,18548682,19930000,,BENGE MARION V ESTATE A9 2504BH,43,1919,1.07,254,2348
4.23294E+13,COMANCHEROS 19-31 3102,3102BH,XTO ENERGY INC,MIDLAND,WCMP B,31.86377,-101.89323,31.82712,-101.88082,7/8/2018,12938,1/12/2019,32125712,22016000,,COMANCHEROS 19-31 3102 3102BH,59,1702,0.69,545,3699
4.23294E+13,COMANCHEROS 19-31 3102,3112AH,XTO ENERGY INC,MIDLAND,WOLFCAMP,31.86382,-101.89308,31.82738,-101.8798,6/2/2018,12921,1/12/2019,32320602,22066000,,COMANCHEROS 19-31 3102 3112AH,60,1708,0.68,595,6193
4.23294E+13,COMANCHEROS 19-31 3103,3113AH,XTO ENERGY INC,MIDLAND,WOLFCAMP,31.86438,-101.89109,31.82788,-101.87767,7/29/2018,12910,1/7/2019,26621792,21916000,,COMANCHEROS 19-31 3103 3113AH,49,1698,0.82,579,562
4.23294E+13,RANCHLAND C UNIT,4205H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP A,32.00294573,-102.0555392,32.03221192,-102.0696846,12/8/2018,9825,5/21/2019,20189200,19248000,,RANCHLAND C UNIT 4205H,49,1959,0.95,,
4.23294E+13,CUNNINGHAM 37A,1H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP B,31.78903717,-101.9387437,31.7623482,-101.9325829,8/17/2018,9882,4/10/2019,17919488,24992000,,CUNNINGHAM 37A 1H,43,2529,1.39,437,3136
4.23294E+13,GOLLADAY,2HB,MURCHISON OIL & GAS LLC,MIDLAND,WCMP B,31.97874519,-101.9384543,31.96081149,-101.9328711,7/20/2018,6687,10/2/2018,18518034,13384000,,GOLLADAY 2HB,66,2001,0.72,347,1369
4.23294E+13,RIO SAN GABRIEL 28-29 UNIT 1,141,ENDEAVOR ENERGY RESOURCES LP,MIDLAND,SPBYL SH,31.80470639,-102.0827847,31.77531,-102.0733375,7/23/2018,10369,3/12/2019,18227202,16582000,,RIO SAN GABRIEL 28-29 UNIT 1 141,42,1599,0.91,1270,1664
4.23294E+13,BOONE-COFFEE 50,105HB,HUNT OIL CO,MIDLAND,WOLFCAMP,31.91008944,-101.7768789,31.93195278,-101.7828833,7/24/2018,7562,11/21/2018,12010251,11606000,,BOONE-COFFEE 50 105HB,38,1535,0.97,155,1793
4.23294E+13,TXL-SHACKELFORD 37J,10H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP B,31.79125849,-101.9332134,31.76435716,-101.9240609,10/11/2018,9782,4/24/2019,17742318,22494000,,TXL-SHACKELFORD 37J 10H,43,2300,1.27,366,4953
4.23294E+13,TXL-SHACKELFORD 37G,7H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.79121428,-101.9333997,31.76407367,-101.9252722,9/15/2018,9782,4/22/2019,19465318,16178000,,TXL-SHACKELFORD 37G 7H,47,1654,0.83,722,2274
4.23294E+13,TXL-SHACKELFORD 37H,8H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.79122906,-101.9333368,31.76462153,-101.9229399,9/24/2018,9782,4/20/2019,19411848,16136000,,TXL-SHACKELFORD 37H 8H,47,1650,0.83,584,516
4.23294E+13,SHACKELFORD,3422H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP D,31.83197317,-101.8291069,31.85840169,-101.8399945,11/11/2018,9863,4/6/2019,22289010,18436000,,SHACKELFORD 3422H,54,1869,0.83,589,1657
4.23294E+13,PARKS,0417AH,XTO ENERGY INC,MIDLAND,WCMP A,31.86461472,-102.2198597,31.83276373,-102.2107341,7/27/2018,10327,3/28/2019,24413672,17530000,,PARKS 0417AH,56,1697,0.72,466,568
4.23294E+13,PRESTON E13G,107H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.75912589,-101.8671338,31.73380433,-101.8621393,2/6/2019,9872,5/19/2019,19801532,19694000,,PRESTON E13G 107H,48,1995,0.99,793,4148
4.23294E+13,PRESTON E13I,109H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.7591554,-101.8670096,31.73491172,-101.856861,12/27/2018,9872,5/26/2019,19919544,19748000,,PRESTON E13I 109H,48,2000,0.99,795,4684
4.23294E+13,BOONE-COFFEE 50,205HL,HUNT OIL CO,MIDLAND,SPBYL SH,31.91012417,-101.7767217,31.93171111,-101.7839278,8/25/2018,7518,11/22/2018,11707122,10572000,,BOONE-COFFEE 50 205HL,37,1406,0.9,173,1430
4.23294E+13,WTH 10-3 A,215,ENDEAVOR ENERGY RESOURCES LP,MIDLAND,WCMP D,31.88833583,-101.8344342,31.91807528,-101.8434378,7/2/2018,10276,2/1/2019,20257676,16574000,,WTH 10-3 A 215,47,1613,0.82,704,2759
4.23294E+13,SCHARBAUER C,0022LS,CHEVRON U S A INC,MIDLAND,SPBYL SH,31.90757833,-102.1551006,31.877665,-102.1490017,11/10/2018,10309,7/24/2019,21368752,20396000,,SCHARBAUER C 0022LS,49,1978,0.95,755,2782
4.23294E+13,SCHARBAUER C,0071LS,CHEVRON U S A INC,MIDLAND,SPBYL SH,31.90662778,-102.1654975,31.88202167,-102.1609103,11/7/2018,7768,8/28/2019,12111834,11234600,,SCHARBAUER C 0071LS,37,1446,0.93,531,493
4.23294E+13,RIO SAN GABRIEL 28-29 UNIT 2,183,ENDEAVOR ENERGY RESOURCES LP,MIDLAND,SPBYU SD,31.80322861,-102.0893992,31.77365556,-102.0812442,9/19/2018,10277,3/22/2019,17723474,16328400,,RIO SAN GABRIEL 28-29 UNIT 2 183,41,1589,0.92,556,284
4.23294E+13,FR CATALYST A 94,20HA,CROWNQUEST OPERATING LLC,MIDLAND,WCMP A,31.882809,-101.863804,31.91111861,-101.8731433,12/26/2018,10027,6/9/2019,24107590,21208000,,FR CATALYST A 94 20HA,57,2115,0.88,395,2185
4.23294E+13,FR CATALYST F 94,17HA,CROWNQUEST OPERATING LLC,MIDLAND,WCMP A,31.911416,-101.870932,31.88415843,-101.8621067,2/1/2019,9561,6/20/2019,,,,FR CATALYST F 94 17HA,,,,473,1703
4.23294E+13,GERMANIA 45,22H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,32.06312125,-101.8040369,32.09147833,-101.8169443,8/19/2018,10487,1/20/2019,18434120,19706000,,GERMANIA 45 22H,42,1879,1.07,949,992
4.23294E+13,GERMANIA 45,10H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WCMP A,32.0600979,-101.8115646,32.0897466,-101.8245241,8/21/2018,10487,1/25/2019,17670172,20000000,,GERMANIA 45 10H,40,1907,1.13,731,1166
4.23294E+13,PEARL JAM,13LS,EARTHSTONE OPERATING LLC,MIDLAND,SPBYL SH,31.99716291,-102.2662934,32.0155503,-102.2694209,8/10/2018,5054,3/14/2020,9959812,9128000,,PEARL JAM 13LS,47,1806,0.92,334,1562
4.23294E+13,NOBLES,3112AH,XTO ENERGY INC,MIDLAND,WCMP A,32.00445,-102.25834,31.97486,-102.24957,10/22/2018,10203,10/6/2019,,,,NOBLES 3112AH,,,,559,830
4.23294E+13,TXL 9 UNIT 1,0401BH,XTO ENERGY INC,MIDLAND,WCMP B,31.72173,-102.02705,31.75282,-102.0386,8/24/2018,10354,4/17/2019,31175366,21874000,,TXL 9 UNIT 1 0401BH,72,2113,0.7,1086,2361
4.23294E+13,TXL 9 UNIT 1,0423SH,XTO ENERGY INC,MIDLAND,SPBYL SH,31.72274,-102.023888,31.73686818,-102.0282865,10/5/2018,,10/22/2018,,,,TXL 9 UNIT 1 0423SH,,,,,
4.23294E+13,TXL 9 UNIT 1,0414AH,XTO ENERGY INC,MIDLAND,WCMP A,31.72476,-102.02257,31.75437,-102.03188,10/4/2018,10353,4/26/2019,27512732,17498000,,TXL 9 UNIT 1 0414AH,63,1690,0.64,387,1030
4.23294E+13,DWIGHT-MIDKIFF 25N,14H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.89659002,-102.0098953,31.92299349,-102.0185916,3/15/2019,9872,7/17/2019,20042296,16920000,,DWIGHT-MIDKIFF 25N 14H,48,1714,0.84,1224,1731
4.23294E+13,DWIGHT-MIDKIFF 25O,15H,PIONEER NATURAL RESOURCES USA INC,MIDLAND,WOLFCAMP,31.89660417,-102.0098332,31.92356143,-102.0161138,4/1/2019,9872,7/17/2019,20128292,16900000,,DWIGHT-MIDKIFF 25O 15H,49,1712,0.84,763,621
4.23294E+13,KYLA C,21JM,HENRY RESOURCES LLC,MIDLAND,SPBYL SD,31.971406,-101.969964,31.944263,-101.960844,12/13/2018,9948,9/25/2019,20614996,20008000,,KYLA C 21JM,49,2011,0.97,590,863
4.23294E+13,TXL 33 UNIT 1,3301BH,XTO ENERGY INC,MIDLAND,WOLFCAMP,31.69771056,-102.0211189,31.66858232,-102.0113615,12/7/2018,10241,7/11/2019,26694004,17484000,,TXL 33 UNIT 1 3301BH,62,1707,0.65,1083,2527
4.23294E+13,TXL 33 UNIT 1,3321SH,XTO ENERGY INC,MIDLAND,SPBYL SH,31.69775028,-102.020965,31.66865,-102.01138,11/4/2018,10251,7/31/2019,20910400,3004000,,TXL 33 UNIT 1 3321SH,49,293,0.14,811,2964
4.23294E+13,KYLA E,32LB,HENRY RESOURCES LLC,MIDLAND,SPBYL SH,31.970988,-101.973042,31.943525,-101.96411,12/13/2018,10013,2/6/2019,19724884,20196000,,KYLA E 32LB,47,2017,1.02,,
4.23294E+13,WTH 10-3 B,221R,ENDEAVOR ENERGY RESOURCES LP,MIDLAND,WCMP A,31.88825417,-101.8344061,31.91779874,-101.8451602,9/17/2018,10323,2/1/2019,19504396,16570000,,WTH 10-3 B 221R,45,1605,0.85,671,1979
4.23294E+13,TRAILAND B UNIT,3907WA,DIAMONDBACK EXPLORATION & PROD LLC,MIDLAND,WCMP A,31.97186944,-102.1951694,31.99338611,-102.2026,12/4/2018,7758,7/18/2019,20256530,14110000,,TRAILAND B UNIT 3907WA,62,1819,0.7,333,537
4.23294E+13,DRIVER-SCHROCK 1423 A,1HS,APACHE CORP,MIDLAND,SPBYL SH,31.77782528,-101.7944072,31.75729361,-101.7897186,12/21/2018,7380,6/26/2019,20008824,17318000,,DRIVER-SCHROCK 1423 A 1HS,65,2347,0.87,124,414
4.23294E+13,JW (SA) Q,740LS,DISCOVERY OPERATING INC,MIDLAND,SPBYL SH,31.8211225,-102.079415,31.84728889,-102.0861,9/28/2018,9355,3/19/2019,20539954,17496000,,JW (SA) Q 740LS,52,1870,0.85,789,845
4.23294E+13,DRIVER-SCHROCK 1423 C,8HA,APACHE CORP,MIDLAND,WCMP A,31.77863306,-101.7907465,31.75835966,-101.785092,12/4/2018,7387,7/9/2019,15987322,12268000,,DRIVER-SCHROCK 1423 C 8HA,52,1661,0.77,262,2688
4.23294E+13,ORGANIC CC,6HB,CROWNQUEST OPERATING LLC,MIDLAND,WCMP B,31.849745,-101.817066,31.87126861,-101.8236542,3/9/2019,7636,8/19/2019,17422856,15458000,,ORGANIC CC 6HB,54,2024,0.89,193,1016
4.23294E+13,TXL 9 UNIT 2,0425SH,XTO ENERGY INC,MIDLAND,SPBYL SH,31.72524444,-102.0204389,31.75459185,-102.0306477,11/4/2018,10333,4/17/2019,21878310,14424000,,TXL 9 UNIT 2 0425SH,50,1396,0.66,446,2338
