Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF,toc,rock_type,clay_vol,GOR
42-461407130000,RAY REED 32 118H,PIONEER,UPTON,WOLFCAMP B,5/22/2019,12782,926818,25817465,816.0713646,72.5,2020,0.7,806,2464,448.2,0.081,0.353426455,9601.4,1.934357425,1.415879289,,0.268157856,1406.582867
42-317411060000,UL COMANCHE UNIT A4144 4,DIAMONDBACK,MARTIN,WOLFCAMP A,5/23/2018,7814,510939,15808690,667.1782677,65.4,2023,0.7,664,410,233.7,0.058,0.157923287,9779.6,,1.530218058,,0.227107052,426.8664461
42-461406790000,LHS RANCH 4-40 ALLOC 4014 4014AH,EXXON,UPTON,WOLFCAMP A,8/10/2018,15596,970918,26484382,1102.795132,62.3,1698,0.7,932,2372,336.2,0.08,0.084019534,9321,1.643166672,1.902603791,,0.251960979,984.9284639
42-317411380000,NORTHEAST SCHARBAUER 1127H,PIONEER,MARTIN,UPPER SPRABERRY,7/17/2018,7478,340131,18675299,761.5699747,45.5,2497,1.3,329,332,289.6,0.061,0.338503367,8480,1.418866827,1.526146844,,0.261226271,630.5445268
42-173377630000,FUCHS F 46-34 (ALLOC-C) 3NM,LAREDO,GLASSCOCK,WOLFCAMP B,6/3/2018,10820,635966,19657942,,58.8,1817,0.7,131,1701,348.2,0.075,0.232517715,8000.6,1.884428995,2.089308322,,0.299754676,1329.080447
42-227393910000,BEESLY B 0749WA,SM ENERGY,HOWARD,WOLFCAMP A,10/25/2018,10435,537878,19371339,,51.5,1856,0.9,490,1046,243.9,0.07,0.051115565,7966.1,1.537419884,1.913542609,,0.302930994,823.6556892
42-329421610000,CASSELMAN 16 11LL,CALLON,MIDLAND,LOWER SPRABERRY,7/12/2018,4404,236444,6970654,424.8258002,53.7,1583,0.7,232,1165,349.3,0.054,0.185686756,9314.3,2.257984655,1.620739336,,0.315598348,1826.128796
42-227394030000,COUGAR A 0344WA,SM ENERGY,HOWARD,WOLFCAMP A,5/23/2018,12975,753118,24359896,644.8232285,58,1877,0.8,555,445,274.7,0.057,0.099685655,7065.3,1.567102104,1.4710165,,0.26738322,870.0058786
42-461407440000,LATZEL 3946 A 1HM,APACHE,UPTON,WOLFCAMP B,6/25/2018,11585,505529,14830476,818.4245851,43.6,1280,0.7,573,,230.3,0.089,0.251700385,9450.8,1.713815591,2.493758835,,0.302733537,1091.067666
42-329422540000,WINDHAM 11X 12HC,OVINTIV,MIDLAND,MIDDLE SPRABERRY,7/3/2018,8929,410239,17321028,629.7845965,45.9,1940,1,722,2414,309.4,0.058,0.163007261,8296.5,1.526530963,1.58811196,,0.323083943,805.8883349
42-383401340000,HICKMAN 206-223 ALLOC D3 7HA,FDL,REAGAN,WOLFCAMP A,8/6/2018,9875,199112,17816487,660.5587344,20.2,1804,2.1,105,2267,348.8,0.07,0.175608109,7345.8,,2.389404723,,0.29739842,2375.076187
42-383401360000,HICKMAN 206-223 ALLOC C4 12HA,FDL,REAGAN,WOLFCAMP B,8/7/2018,9917,195825,17821941,355.2515952,19.7,1797,2.2,108,1788,373.3,0.066,0.268297763,7330,,2.207726013,,0.317394514,2226.203763
42-329422650000,BRD ASTRODOME UNIT 0132WA,CHEVRON,MIDLAND,WOLFCAMP A,2/1/2019,7641,575589,22245005,860.8608799,75.3,2911,0.9,451,518,372.2,0.069,0.132430343,9398.3,1.528267519,1.660513971,,0.243915266,805.5409275
42-003477190000,MABEE 240A X6 4407MH,CONOCOPHILLIPS,ANDREWS,MIDDLE SPRABERRY,3/7/2019,10680,505872,22728503,614.4811526,47.4,2128,1.1,432,,265.6,0.066,0.170747809,8655.3,1.441381574,1.562744652,,0.28180003,667.1780669
42-227395200000,MARION RAVENWOOD A 0744WA,SM ENERGY,HOWARD,WOLFCAMP A,11/15/2018,9042,468354,16898039,650.6095458,51.8,1869,0.9,432,420,337.8,0.061,0.160097179,7391.2,1.511259106,1.020081436,,0.172803076,783.4895345
42-317412870000,HN 249F 2HC,OVINTIV,MARTIN,MIDDLE SPRABERRY,8/10/2018,7394,384979,15599860,1634.775239,52.1,2110,1,297,1037,234.3,0.054,0.183812504,8699,1.534408505,1.515574147,,0.298645438,817.3713775
42-227395320000,TOP GUN 0848WA,SM ENERGY,HOWARD,WOLFCAMP A,6/7/2019,10230,527504,18417280,1395.404422,51.6,1800,0.8,187,958,270.9,0.068,0.137292717,8261.9,1.426164869,1.856956571,,0.277291439,643.605725
42-173378230000,HARRIS-COOK 60 306HB,"VENCER ENERGY, LLC",GLASSCOCK,WOLFCAMP B,10/18/2018,10032,394588,15434789,624.7271807,39.3,1539,0.9,121,734,271.9,0.079,0.277005077,9018.3,2.300144402,1.843527922,,0.273228544,1873.342656
42-227395440000,CHEVRON 3-38 WOLFCAMP UNIT 1H,SURGE OPERATING,HOWARD,WOLFCAMP B,7/22/2018,9763,508569,20198830,,52.1,2069,1,455,838,262.3,0.035,0.329860319,7149.3,1.497508172,1.690704004,,0.20697631,762.1719959
42-227395580000,LILLY 49 UNIT 4WA,DIAMONDBACK,HOWARD,WOLFCAMP A,4/9/2019,10349,0,0,,,,,806,2147,276.7,0.068,0.079054579,8218.8,1.365584907,2.306138557,,0.293934288,541.7006964
42-329424090000,FAYTH 38G 7HE,OVINTIV,MIDLAND,LOWER SPRABERRY,8/28/2018,9927,0,19244879,351.5578928,,,,384,1229,366.1,0.095,0.182342608,8881.6,1.611150409,1.815600577,,0.324415774,936.5494642
42-329423940000,CRAWFORD-TANK FARM NE7P 116H,PIONEER,MIDLAND,WOLFCAMP B,1/24/2020,12572,648024,21393402,1256.739888,51.5,1702,0.8,500,566,171.7,0.094,0.189036425,9702.4,1.784507218,2.173023456,,0.284909816,1194.973518
42-317414050000,SHAW 13-8 183,ENDEAVOR,MARTIN,LOWER SPRABERRY,10/6/2018,9601,410271,15606462,,42.7,1626,0.9,657,952,436.5,0.064,0.19535777,8221,1.44048084,2.03974,,0.30004466,667.4162856
42-329424960000,GOLLADAY 4HB,"MURCHISON OIL AND GAS, LLC",MIDLAND,WOLFCAMP B,12/9/2018,6700,536458,13363990,628.0953392,80.1,1995,0.6,289,318,184.8,0.079,0.265460653,9390.5,,2.017575343,,0.284699689,
42-461408600000,BROOK D-31I 9H,PIONEER,UPTON,WOLFCAMP B,2/20/2019,7472,499123,17200190,884.6473592,66.8,2302,0.8,704,2178,230,0.067,0.259460185,9247.9,1.685516766,1.28143355,,0.269375336,1048.920666
42-227396290000,WILKINSON RANCH 34-1-C 4205H,PIONEER,HOWARD,WOLFCAMP A,9/1/2018,10324,551257,25231871,1319.230487,53.4,2444,1.1,702,570,360.3,0.066,0.271528399,7800.9,1.358522058,1.6203944,,0.268652601,531.665674
42-173378970000,POWELL 1004 1WA,OCCIDENTAL,GLASSCOCK,WOLFCAMP A,11/3/2018,9550,333680,0,1058.035168,34.9,0,0,219,407,219.8,0.058,0.0906473,7883.5,1.720345452,1.538329833,,0.280712665,1098.559621
42-461408660000,POWELL 33B 6HJ,OVINTIV,UPTON,WOLFCAMP A,10/18/2018,10414,482456,20176461,,46.3,1937,1,198,889,328.6,0.07,0.066851107,9290.5,1.677989588,1.457482848,,0.255670057,1037.617758
42-461409120000,CC 33 8HM,APACHE,UPTON,WOLFCAMP B,2/4/2019,5078,260108,8318089,719.1560047,51.2,1638,0.8,206,,243.4,0.083,0.252168082,9557.3,1.973422958,2.302396475,,0.303307301,1459.799678
42-317415440000,LADY BIRD 22-14 1WA,PETROLEGACY ENERGY II,MARTIN,WOLFCAMP A,12/22/2018,9886,598594,25098112,449.9019179,60.5,2539,1,401,774,253.6,0.067,0.166437054,8827.2,1.404679836,2.375816214,,0.335486274,605.1532841
42-317415240000,MERRICK UNIT 2 1116AH,EXXON,MARTIN,WOLFCAMP A,2/20/2019,10291,182931,17608431,943.3132012,17.8,1711,2.3,247,652,246.8,0.075,0.183740893,8831.3,,2.23740647,,0.295105597,4960.420135
42-317415650000,SCHARBAUER 107HM,"VENCER ENERGY, LLC",MARTIN,MIDDLE SPRABERRY,8/30/2019,10982,409656,17028254,621.9875487,37.3,1551,1,220,323,245.6,0.051,0.094297028,8469.3,,1.132519313,,0.285730691,2282.40718
42-383403470000,HARTGROVE 4H,HIBERNIA RESOURCES III,REAGAN,WOLFCAMP B,2/25/2019,9096,725697,26269735,1929.175677,79.8,2888,0.9,334,,278.6,0.067,0.280068513,8977.5,,1.530504485,,0.286313248,4151.743588
42-317416160000,DICKENSON D 4SH,LEGACY,MARTIN,LOWER SPRABERRY,10/26/2019,6713,308932,13095976,1215.624965,46,1951,1,271,331,452.5,0.094,0.235890048,8553.6,1.585214331,1.458886163,,0.264345385,897.0709209
42-329426880000,WTH 10-3 G 271,ENDEAVOR,MIDLAND,WOLFCAMP B,1/26/2019,10279,441324,16379039,,42.9,1593,0.9,331,739,231,0.073,0.282682692,9021,2.107733756,1.994793825,,0.290104213,1633.238713
42-329426330000,CASS-ERNEST E20N 14H,PIONEER,MIDLAND,WOLFCAMP B,2/9/2019,7662,404518,18314185,804.7930031,52.8,2390,1.1,453,1081,178.5,0.081,0.132392567,9795.5,1.560329561,1.748587789,,0.245277486,855.254382
42-317416270000,DOVE-SCHARBAUER E10D 104H,PIONEER,MARTIN,WOLFCAMP B,9/6/2019,9137,376700,15585642,1812.998415,41.2,1706,1,405,704,161.4,0.067,0.486057822,9855.9,1.550116312,2.177083042,,0.369631367,838.8518776
42-383403580000,WELCH TRUST 8-7-E 4209H,PIONEER,REAGAN,WOLFCAMP A,3/6/2019,10342,523855,19695044,,50.7,1904,0.9,529,1404,430,0.069,0.047945643,8662.3,2.202794576,1.474500043,,0.27650727,1748.797696
42-461408880000,BROOK D-E3A 101H,PIONEER,UPTON,WOLFCAMP B,11/22/2019,10172,687003,20385740,1431.219399,67.5,2004,0.7,920,1779,288.8,0.075,0.316005998,9265.7,1.772009621,1.247522209,,0.257121764,1176.308181
42-317416730000,DUPREE B 15SC,DIAMONDBACK,MARTIN,LOWER SPRABERRY,7/28/2019,9995,336185,18121489,576.8128318,33.6,1813,1.3,269,1212,431,0.047,0.204145551,8904.3,1.355679755,1.365695368,,0.293623334,521.0024193
42-329427480000,PRESTON 5 26H,PIONEER,MIDLAND,WOLFCAMP A,3/12/2019,13309,647020,23573729,758.8186992,48.6,1771,0.9,305,1066,263.5,0.08,0.084434257,8750.1,1.514579368,1.977669768,,0.272157146,785.7121986
42-383403630000,HOLT 112-110 (ALLOC-A) S011MB,LAREDO,REAGAN,WOLFCAMP B,1/30/2019,12988,715683,23551986,421.1701226,55.1,1813,0.8,313,4540,340.9,0.052,0.25543237,7745.4,2.001345469,1.818272067,,0.288341029,1481.854097
42-317417670000,LIBERTY BELLE 23-18 UNIT 2 251,ENDEAVOR,MARTIN,WOLFCAMP A,8/10/2019,9739,409861,15619298,350.015751,42.1,1604,0.9,367,1227,266.3,0.08,0.173279514,8625.9,2.214889518,2.455090148,,0.293870874,1763.197365
42-329427770000,TRAILAND B UNIT 3907LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,7/21/2019,7737,342171,12566128,616.0820758,44.2,1624,0.9,109,,376.1,0.065,0.176722561,9309,,1.434829588,,0.309055556,3139.400217
42-383404050000,SUGG B 163-162 (ALLOC-E) N051MA,LAREDO,REAGAN,WOLFCAMP B,3/17/2019,9936,543499,17875699,640.229861,54.7,1799,0.8,247,2258,295,0.061,0.25571012,7576.7,2.068339496,1.899644762,,0.274296431,1565.183969
42-317418220000,SCHARBAUER 205HL,"VENCER ENERGY, LLC",MARTIN,LOWER SPRABERRY,10/29/2019,11047,417787,17083956,541.1302402,37.8,1546,1,1338,737,408.1,0.059,0.216633043,9272.6,,1.246975688,,0.283981418,2220.595011
42-317418610000,AMOCO-HOLT 24JM,DIAMONDBACK,MARTIN,JO MILL,8/14/2019,8213,414296,16559380,,50.4,2016,1,156,409,402.9,0.069,0.320875836,8995.5,1.500568663,1.634186244,,0.260292382,762.4478012
42-461410290000,PEMBROOK UNIT 1203H,PIONEER,UPTON,JO MILL,6/5/2019,7382,282214,16695680,1293.875617,38.2,2262,1.4,383,1441,304.9,0.062,0.44061671,8197.8,,1.38507635,,0.265833159,1916.471938
42-317419350000,BLISSARD 20-29 2028LS,SM ENERGY,MARTIN,LOWER SPRABERRY,1/12/2020,9863,434075,18621571,629.4559121,44,1888,1,547,609,359.9,0.07,0.287028353,7940.2,1.814997453,2.074954664,,0.323167112,1233.117002
42-383404780000,UNIVERSITY 9-31 0628HK,FDL,REAGAN,WOLFCAMP C,6/15/2019,15321,172614,7932380,650.0294113,11.3,518,1.1,559,228,1123.5,0.056,0.423212127,8645.5,1.592710653,1.482677336,,0.33081677,908.5095435
42-227398800000,BLACK PEARL 11-14 UNIT 1 132,ENDEAVOR,HOWARD,LOWER SPRABERRY,6/30/2019,7029,289248,11265023,768.2128016,41.2,1603,0.9,306,742,344.9,0.056,0.203900298,7894.7,1.447051656,1.874859356,,0.302941034,679.3624676
42-329430890000,WINDHAM 14EE 21HC,OVINTIV,MIDLAND,MIDDLE SPRABERRY,6/27/2019,7727,386558,14003151,948.64694,50,1812,0.9,92,207,350.2,0.06,0.210055789,8336.2,1.827785546,1.679348794,,0.323945946,1252.961672
42-317421540000,UL 0312 W10 13SB,DIAMONDBACK,MARTIN,LOWER SPRABERRY,2/24/2020,9803,256764,13581730,314.2746967,26.2,1385,1.3,352,1303,347.7,0.069,0.175780552,9363.2,1.594179701,1.667162436,,0.290341553,909.5015357
42-317420660000,BRADLEY 101,LARIO OIL & GAS,MARTIN,WOLFCAMP B,8/2/2019,9758,483351,16803405,,49.5,1722,0.8,349,513,257.1,0.068,0.264590338,9092.9,,1.3647788,,0.282914,432.1586433
42-173381300000,ZANT HURT 3801BH,EXXON,GLASSCOCK,WOLFCAMP A,3/5/2020,10504,519588,17914435,590.3969991,49.5,1705,0.8,233,1144,362.7,0.066,0.137231997,8700.1,1.71092757,2.261993909,,0.295373717,1086.427085
42-383405930000,WASHINGTON WEST A 23-14 4401H,PIONEER,REAGAN,WOLFCAMP B,11/24/2019,7736,558272,23392689,,72.2,3024,1,425,1410,280.7,0.07,0.375292066,9166.8,2.234405309,1.159891082,,0.264337518,1794.961668
42-383406020000,WASHINGTON WEST B 23-14 4602H,PIONEER,REAGAN,WOLFCAMP C,11/24/2019,7116,526706,21928100,,74,3082,1,133,1267,796.3,0.071,0.612992968,9546.9,,1.720073056,,0.340971824,3672.767682
42-227401200000,TRAVELER 18-30 A 1WA,BIRCH OPERATIONS,HOWARD,WOLFCAMP A,2/4/2020,10219,457421,0,434.39449,44.8,0,0,415,791,364.5,0.068,0.311796967,8096.8,,2.309609331,,0.280628597,
42-329432900000,PARKS-COYOTE 1506 B 2HM,APACHE,MIDLAND,WOLFCAMP B,2/10/2020,10348,532189,17649135,660.174007,51.4,1706,0.8,411,,171.4,0.061,0.046348618,9974.4,1.628274284,1.7181811,,0.258789488,960.9610364
42-227400950000,WRIGHT 39-46 1WA 1,SURGE OPERATING,HOWARD,WOLFCAMP A,11/27/2019,14755,372413,14996200,832.2121634,25.2,1016,1,239,181,335,0.077,0.238381239,8174.3,,2.455723563,,0.299084727,400.1974923
42-329431380000,MIDKIFF NEN11E 105H,PIONEER,MIDLAND,WOLFCAMP B,2/23/2020,11972,518344,23998893,965.3315468,43.3,2005,1.1,354,5902,445.9,0.08,0.353534887,9539.4,2.504227154,1.2817941,,0.261053507,2123.786827
42-317421900000,STRAIN RANCH 13B-24B-AZ 2701H,PIONEER,MARTIN,LOWER SPRABERRY,8/31/2019,10426,0,20105156,,,,,977,1661,395.6,0.056,0.257243664,8211.4,1.648983685,1.857247339,,0.304979198,994.1736074
42-227401110000,WAYMORE 18-19-D 4207H,PIONEER,HOWARD,WOLFCAMP A,8/12/2019,7227,477774,18360020,,66.1,2540,0.9,442,538,377.6,0.063,0.407765736,7576.5,1.473309144,1.458480147,,0.259123146,722.835166
42-461411260000,BIG TREE A 1H,DRIFTWOOD ENERGY OPERATING,UPTON,WOLFCAMP C,9/20/2019,11057,757963,28854151,643.2066399,68.6,2610,0.9,580,2330,491.1,0.044,0.215614225,8814.4,1.443136013,1.3248152,,0.286226155,669.4130421
42-383406010000,WASHINGTON WEST B 23-14 4302H,PIONEER,REAGAN,WOLFCAMP B,11/27/2019,7583,546203,23355420,,72,3080,1,555,1994,254.9,0.082,0.287595924,8887.9,1.962381961,1.906241394,,0.299984134,1440.77839
42-317422850000,BIGTOOTH MAPLE G 12AA,CROWNQUEST,MARTIN,WOLFCAMP A,3/28/2020,7135,296162,14480532,,41.5,2030,1.2,159,3179,302.2,0.076,0.150069756,8452.7,1.930508564,2.395656824,,0.287365295,1394.758594
42-461412180000,WARHEAD 0405 C 7HM,APACHE,UPTON,WOLFCAMP B,4/10/2020,7216,492654,18486281,1522.231564,68.3,2562,0.9,468,862,222.9,0.063,0.171139278,8796.3,1.663745674,1.504196819,,0.311890826,1016.397606
42-317423380000,UL 1125 E2 03SB,DIAMONDBACK,MARTIN,LOWER SPRABERRY,5/13/2020,12455,315781,16421595,630.7491881,25.4,1318,1.2,,,342.3,0.065,0.178359984,9439.7,1.645782083,1.619345425,,0.280902836,988.7605207
42-461412910000,RATLIFF 9-7 D 6BU,EARTHSTONE,UPTON,WOLFCAMP B,12/14/2020,8286,307084,17759956,640.2141381,37.1,2143,1.4,,,262.9,0.076,0.276673916,8585.1,1.67812191,2.125706167,,0.336855268,1037.826269
42-003481650000,UNIVERSITY 6E 5H,PIONEER,ANDREWS,MIDDLE SPRABERRY,5/22/2020,10336,464857,12756032,,45,1234,0.7,,,241.1,0.07,0.083056072,9014.8,1.465775636,1.828439529,,0.299594009,705.8453011
42-329436840000,JOHN BRAUN A UNIT 3 1322SH,EXXON,MIDLAND,LOWER SPRABERRY,9/22/2020,7442,316246,12977181,654.6800558,42.5,1744,1,,,462.6,0.058,0.235095144,8970.7,2.013030883,1.671966589,,0.290359408,1509.075534
42-461413030000,DAVIDSON UNIT 1 0145SH,EXXON,UPTON,LOWER SPRABERRY,10/6/2020,10317,492776,14550355,320.5252842,47.8,1410,0.7,,,469.5,0.066,0.126125676,8790.6,,1.726010328,,0.306450817,4081.994418
42-227403140000,EVANS-ANTELL UNIT B 46-03 8MH,SURGE OPERATING,HOWARD,MIDDLE SPRABERRY,4/20/2020,6970,270579,15064721,753.2868748,38.8,2161,1.3,212,,235.6,0.121,0.201072291,6926.7,1.344180084,1.841225775,,0.242522981,511.1736286
42-227403260000,ABEL 18G 4HJ,OVINTIV,HOWARD,WOLFCAMP A,12/9/2019,8655,450696,15576481,538.852942,52.1,1800,0.8,496,685,311.8,0.067,0.133283051,7854.9,1.570393974,1.417686258,,0.263768848,874.9704316
42-227403270000,ADAMS 43-6 C 503LS,DIAMONDBACK,HOWARD,LOWER SPRABERRY,11/5/2020,10076,364510,16187011,,36.2,1606,1.1,,,337.7,0.057,0.178434023,7932.3,1.435288837,1.894065964,,0.333346576,659.9472583
42-383408270000,SUGG B 137-25 (ALLOC-H) 8SU,LAREDO,REAGAN,WOLFCAMP A,3/23/2020,5669,320366,1388238,,56.5,245,0.1,111,1069,255,0.058,0.076655587,7278.7,,2.120562558,,0.305374211,
42-461409590100,RENEGADE 2H,HEADINGTON ENERGY PARTNERS,UPTON,WOLFCAMP B,6/20/2019,4618,299513,12948327,952.8893258,64.9,2804,1,149,482,278.4,0.072,0.31850382,9277,2.022043986,1.160213964,,0.255512762,1523.378852
42-317429010000,HAMMITT-GLYNN 8L 12H,PIONEER,MARTIN,WOLFCAMP A,1/26/2021,10187,382749,17354529,,37.6,1704,1.1,,,250.5,0.057,0.178775559,9397.5,1.755827772,1.591124961,,0.312834541,1152.915606
42-227406210000,PASSOW 25-24 (ALLOC-D) 4NA,LAREDO,HOWARD,WOLFCAMP A,12/10/2020,10051,515723,24197900,443.7025699,51.3,2408,1.1,,,388,0.053,0.220220205,7210.4,,1.30424379,,0.221911136,385.1739053
42-329443020000,COLONIAL J 1-12 4310H,PIONEER,MIDLAND,WOLFCAMP B,1/7/2021,7288,361511,14647453,,49.6,2010,1,,,162.5,0.087,0.277249339,9436.4,1.78681908,1.928269275,,0.275549816,1197.992966
42-317431250000,WOODY 38A 1H,PIONEER,MARTIN,WOLFCAMP B,5/25/2021,7636,316951,13008741,,41.5,1704,1,,,192.6,0.058,0.54183323,9580.1,,1.621148675,,0.362071309,
42-329428690000,HALEY JF M1 1003LH,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,8/23/2019,9814,0,0,336.1631118,,,,783,1159,388.9,0.05,0.145485237,9084.1,1.509212274,2.086216148,,0.286516381,776.0553384
42-329444610000,RIO LLANO 11-10 A 111,ENDEAVOR,MIDLAND,WOLFCAMP A,6/7/2021,10325,537456,20680846,,52.1,2003,0.9,,,311.9,0.068,0.123904531,9149.2,,0.813227239,,0.17255026,
42-317401000000,JONES-HOLTON 113H,DIAMONDBACK,MARTIN,WOLFCAMP A,7/19/2016,6890,248393,9380936,801.0785388,36.1,1362,0.9,126,201,199,0.065,0.242039964,9582.5,1.66688873,2.020626588,,0.290030198,1020.640343
42-329409060000,"WINDHAM ""A"" 104BH",CONOCOPHILLIPS,MIDLAND,WOLFCAMP B,10/21/2016,9514,570010,21027743,1187.056699,59.9,2210,0.9,290,4034,192.6,0.064,0.073757174,9691.1,2.077511076,1.472245261,,0.243885929,1599.87742
42-329409830000,TUBB 21 L UNIT 1H,PIONEER,MIDLAND,WOLFCAMP B,7/3/2017,10057,551544,16913970,890.4363572,54.8,1682,0.7,513,1103,180.9,0.064,0.095386564,9803,1.7379724,1.574231318,,0.255023063,1126.840859
42-317404670000,CAMPBELL WEST SN 134-321 01 101H,DIAMONDBACK,MARTIN,WOLFCAMP A,4/12/2017,10472,524348,18796507,398.0848573,50.1,1795,0.9,465,1586,199.4,0.069,0.17526836,9706.1,1.596469271,1.959941673,,0.287458408,912.2664312
42-329408520000,MIDLAND AC/WYLIE B 1306 1313HA,CHEVRON,MIDLAND,WOLFCAMP A,10/20/2016,7382,224344,9357115,781.181629,30.4,1268,1,,,331.6,0.07,0.11995285,9558.8,1.439956066,1.469457138,,0.236455791,660.789204
42-329409490000,CASSELMAN40 6LL,CALLON,MIDLAND,LOWER SPRABERRY,10/8/2016,4473,217791,8732750,389.9618259,48.7,1952,1,148,578,390,0.06,0.24495575,9253.2,,1.1229888,,0.22112215,2117.087565
42-317405230000,UNIVERSITY 7-0213 N 03SC,DIAMONDBACK,MARTIN,LOWER SPRABERRY,3/19/2017,10049,254240,25942757,315.0370245,25.3,2582,2.4,810,1454,345.7,0.061,0.167332243,9515.9,,1.995226277,,0.317813625,498.8934942
42-329409880000,TUBB 21 U UNIT 6H,PIONEER,MIDLAND,WOLFCAMP A,8/29/2017,9758,487730,17110070,877.4536337,50,1753,0.8,854,1022,260.5,0.06,0.094725755,9472.5,1.567349707,1.947662632,,0.279383973,867.2841467
42-329411320000,ABBIE LAINE 30G 12H,OVINTIV,MIDLAND,WOLFCAMP B,2/8/2017,7664,390667,15046624,457.9013274,51,1963,0.9,120,1455,126.7,0.068,0.065861062,9860.7,1.856154687,1.925995376,,0.285329998,1298.087917
42-329389910000,SHACKELFORD SPRABERRY UNIT 3001H,PIONEER,MIDLAND,LOWER SPRABERRY,8/14/2014,4874,138447,5990062,732.8812836,28.4,1229,1,177,227,369.4,0.056,0.178445138,8267.9,,2.362689873,,0.339125875,2353.573771
42-317388790000,SOUTH CURTIS RANCH 2319H,OCCIDENTAL,MARTIN,WOLFCAMP B,1/19/2014,6388,138525,6483132,1047.682432,21.7,1015,1.1,242,,128.7,0.078,0.19323449,9763,1.418824139,2.501410171,,0.332696241,624.3493143
42-383389650000,DIVIDE DRAW 1252SH,DISCOVERY,REAGAN,WOLFCAMP B,10/5/2014,7672,0,12569638,,,,,206,945,344.1,0.067,0.276070893,7438,,2.105124021,,0.350489224,1973.12887
42-461386600000,CC 3626HM,APACHE,UPTON,WOLFCAMP B,9/19/2013,4959,143325,6009463,786.2496369,28.9,1212,1,149,228,198.3,0.085,0.190817629,9547.9,1.814930551,2.528637446,,0.330233475,1238.641705
42-383396120000,SUGG A 171-173 (ALLOC-C) 3NU,LAREDO,REAGAN,WOLFCAMP A,9/21/2016,13146,929341,30960657,843.4975464,70.7,2355,0.8,417,8448,349.6,0.054,0.06480336,7768,1.618898973,1.947657777,,0.310608695,948.7979012
42-329433410000,MIDKIFF 43-06 0667 0657CH,EXXON,MIDLAND,WOLFCAMP C,4/1/2020,8403,463964,39879136,386.2284531,55.2,4746,2.1,164,555,593.2,0.046,0.556368432,10077.5,1.804689438,1.642011967,,0.386222218,1224.597501
42-329433520000,"PARKS, ROY 316CH",CONOCOPHILLIPS,MIDLAND,WOLFCAMP B,5/8/2020,10288,465082,18963,,45.2,2,0,,,107.8,0.065,0.212221078,9973.1,1.605490982,1.627766855,,0.305992718,925.6450784
42-461412010000,ADELY 10 20WC,SUMMIT PETROLEUM,UPTON,WOLFCAMP B,3/17/2021,10061,0,0,901.8621626,,,,,,197,0.046,0.215884888,9536.7,1.765810379,0.696348865,,0.141570461,1167.609644
42-317422550000,BESSIE 44-41 (ALLOC-2NH) 3JM,DIAMONDBACK,MARTIN,JO MILL,1/12/2020,10263,528192,20425871,316.2453359,51.5,1990,0.9,449,1742,321.9,0.097,0.542484551,8073.8,,1.462449214,,0.221290578,343.0482172
42-461411650000,XBC-CAROLINE 3B 302H,PIONEER,UPTON,WOLFCAMP B,11/27/2019,11822,613696,23694680,1761.815587,51.9,2004,0.9,622,981,222.3,0.053,0.192532426,9552.5,1.758104713,0.78869706,,0.180240866,1156.367453
42-227402210000,MILLER 44E 1HK,OVINTIV,HOWARD,WOLFCAMP A,10/16/2019,10109,0,0,851.5451745,,,,268,2281,411.2,0.071,0.091814646,7621.2,1.531374529,1.582101232,,0.239917958,814.7022265
42-329433480000,BOONE-DIXON E42C 3H,PIONEER,MIDLAND,WOLFCAMP B,1/21/2020,11372,485736,19371843,762.0964566,42.7,1703,1,400,1975,332.2,0.079,0.32947842,9012.2,2.124203152,2.12647962,,0.294920784,1654.278998
42-329434530000,RIO PECOS 27-18SL UNIT 2 283,ENDEAVOR,MIDLAND,WOLFCAMP B,11/26/2019,7696,349802,12148248,774.6684746,45.5,1579,0.8,458,1395,210.4,0.079,0.136417618,9768.7,1.694798444,1.829678935,,0.318760769,1062.535862
42-317423690000,UL 2631 W8 13SA,DIAMONDBACK,MARTIN,LOWER SPRABERRY,2/12/2020,7302,0,10976315,,,,,,,354,0.059,0.203695079,9382.7,1.610307801,1.738542462,,0.296167564,934.4440213
42-317423740000,UL 2631 W13 16SB,DIAMONDBACK,MARTIN,LOWER SPRABERRY,2/11/2021,7380,192880,10780469,,26.1,1461,1.3,,,363.3,0.059,0.20677438,9498,1.59853343,1.659947,,0.2788711,915.9686188
42-329435180000,AVOGADRO 2BB,CROWNQUEST,MIDLAND,WOLFCAMP A,10/17/2020,10287,467169,20808989,,45.4,2023,1.1,,,482.1,0.078,0.155116774,8995.9,2.191564809,2.484271774,,0.269214084,1739.347698
42-317423760000,STEUBEN 7 104,LARIO OIL & GAS,MARTIN,LOWER SPRABERRY,3/21/2020,9981,0,0,,,,,355,246,356.6,0.058,0.24610243,7955.9,1.413194902,1.864221782,,0.304335085,623.3009276
42-227402800000,EVANS-ANTELL UNIT B 46-03 7BH,SURGE OPERATING,HOWARD,WOLFCAMP A,4/15/2020,7038,268405,14555918,588.6747951,38.1,2068,1.3,208,2399,270.5,0.081,0.264843913,8161.8,,2.427380156,,0.282324416,3628.755257
