Well_UID,WellPadID
42-383392820000,42-383-39282
42-383390600000,42-383-39061
42-461400650000,42-461-40066
42-383377550000,42-383-37755
42-383394960000,42-383-39496
42-383380750000,42-383-38075
42-383384240000,42-383-38423
42-329400750000,42-329-40075
42-383396700000,42-383-39670
42-383388850000,42-383-38885
42-383388590000,42-383-38850
42-235358310000,42-235-35831
42-383392970000,42-383-39298
42-329415270000,42-329-41528
42-461405450000,42-461-40544
42-317407230000,42-317-40692
42-227390440000,42-227-37906
42-317407330000,42-317-40733
42-227390520000,42-227-38141
42-317407560000,42-317-40521
42-317407550000,42-317-40751
42-329416910000,42-329-41067
42-461405920000,42-461-40582
42-383398880000,42-383-39895
42-383399030000,42-383-39906
42-173376440000,42-173-37532
42-329418440000,42-329-41567
42-329418760000,42-329-41876
42-317409430000,42-317-41448
42-329419340000,42-329-41958
42-227392780000,42-227-39278
42-329419770000,42-329-41839
42-329419820000,42-329-41982
42-227394190000,42-227-39126
42-461407450000,42-461-40744
42-235362390000,42-235-36210
42-317412170000,42-317-41219
42-317412520000,42-317-41251
42-173378200000,42-173-37820
42-235362560000,42-235-36255
42-329424050000,42-329-41928
42-329422970000,42-329-42011
42-173378900000,42-173-37889
42-329425600000,42-329-42548
42-317416430000,42-317-41640
42-227397200000,42-227-39718
42-329427510000,42-329-42651
42-173379770000,42-173-37947
42-317419290000,42-317-41931
42-227398820000,42-227-39881
42-173380580000,42-173-38058
42-227399510000,42-227-39952
42-317419630000,42-317-41964
42-227399780000,42-227-39979
42-317421060000,42-317-42101
42-317421250000,42-317-42126
42-329432210000,42-329-43217
42-329432320000,42-329-43230
42-329433290000,42-329-42097
42-329434090000,42-329-43409
42-317423710000,42-317-42374
42-317424020000,42-317-42400
42-317424210000,42-317-39319
42-227402650000,42-227-40259
42-003481540000,42-003-48155
42-317425010000,42-317-42500
42-317425320000,42-317-42400
42-227403230000,42-227-39369
42-235364290000,42-235-36432
42-383407340000,42-383-40730
42-317425520000,42-317-40364
42-461413370000,42-461-41335
42-227404100000,42-227-40408
42-329439600000,42-329-40462
42-329440360000,42-329-43604
42-329440370000,42-329-43604
42-173383020000,42-173-38305
42-329411360000,42-329-41136
42-329412710000,42-329-41023
42-317404360000,42-317-40437
42-329414340000,42-329-41436
42-317406060000,42-317-40606
42-329409030000,42-329-40903
42-329441300000,42-329-44131
42-227406780000,42-227-40689
42-317430580000,42-317-43060
42-227406910000,42-227-40691
42-461415180000,42-461-41180
42-227407520000,42-227-39800
42-383409090000,42-383-40903
42-317432350000,42-317-43263
42-461415760000,42-461-40891
42-317432680000,42-317-43264
42-227408920000,42-227-40894
42-317387650000,42-317-38765
42-173349670000,42-173-34967
42-329395990000,42-329-39599
42-329388480000,42-329-38848
42-329400190000,42-329-40035
42-461403730000,42-461-40372
42-461403760000,42-461-40375
42-461404740000,42-461-40474
42-003472950000,42-003-47293
42-461396140000,42-461-39615
42-461391160000,42-461-39116
42-461393760000,42-461-39380
42-461387980000,42-461-38798
42-003465330000,42-003-46533
42-235353780000,42-235-35378
42-329387360000,42-329-38736
42-383388100000,42-383-38810
42-383383700000,42-383-38372
42-105417160000,42-105-41715
42-235360510000,42-235-36049
42-383390860000,42-383-39085
42-227378110000,42-227-37811
42-383382970000,42-383-38297
42-317393800000,42-317-39380
42-445323400000,42-445-32340
42-329400380000,42-329-40038
42-329396440000,42-329-39645
42-227389290000,42-227-38928
42-227389540000,42-227-38954
42-105422830000,42-105-42282
42-317405440000,42-317-40542
42-329411180000,42-329-41119
42-383396200000,42-383-39622
42-003465330001,42-003-46533
42-105373450100,42-105-37345
42-227388240000,42-227-38824
42-227387750000,42-227-38775
42-227388950000,42-227-38897
42-461347470000,42-461-34747
42-329391890000,42-329-39186
42-329402430000,42-329-40242
42-173368620000,42-173-36844
42-383395240000,42-383-39511
42-383385050000,42-383-38504
42-383387870000,42-383-38715
42-383397530000,42-383-39755
42-383396510000,42-383-39653
42-461402350000,42-461-40235
42-461402560000,42-461-40256
42-461403560000,42-461-40355
42-235353940000,42-235-35394
42-105415910000,42-105-41591
42-235358540000,42-235-35843
42-235356840000,42-235-35684
42-235356060000,42-235-35606
42-105413960000,42-105-41397
42-461343280000,42-461-34328
42-329395650000,42-329-39565
42-317392690000,42-317-39269
42-317402410000,42-317-40241
42-383392810000,42-383-39281
42-227385510000,42-227-38141
42-329401740000,42-329-40174
42-383383000000,42-383-38300
42-461405250000,42-461-40523
42-461405270000,42-461-40530
42-105423230000,42-105-42281
42-329408660000,42-329-40865
42-317403520000,42-317-40352
42-329408060000,42-329-40805
42-329415140000,42-329-41373
42-329415880000,42-329-41594
42-173375410000,42-173-37551
42-329416720000,42-329-41677
42-329417020000,42-329-41701
42-329417480000,42-329-41748
42-383398950000,42-383-39895
42-329417490000,42-329-41749
42-173376320000,42-173-37632
42-329417890000,42-329-41807
42-115337550000,42-115-33755
42-461406440000,42-461-40616
42-329418910000,42-329-41893
42-329419010000,42-329-41902
42-173377060000,42-173-37700
42-227392430000,42-227-39243
42-227392670000,42-227-39267
42-329419550000,42-329-41955
42-383400130000,42-383-40004
42-317409950000,42-317-40995
42-235362190000,42-235-36216
42-235362200000,42-235-36221
42-329420710000,42-329-42070
42-317411340000,42-317-41135
42-317412110000,42-317-41211
42-329422390000,42-329-41272
42-235362450000,42-235-35576
42-461407560000,42-461-40757
42-173378090000,42-173-37819
42-383401140000,42-383-40114
42-003477260000,42-003-47725
42-329423250000,42-329-41011
42-317413190000,42-317-40414
42-461407750000,42-461-40776
42-329424370000,42-329-42425
42-329424850000,42-329-42485
42-329425060000,42-329-42499
42-317413960000,42-317-41346
42-461408160000,42-461-40814
42-227396280000,42-227-39628
42-329425900000,42-329-42538
42-227396670000,42-227-39193
42-317415350000,42-317-41511
42-383403260000,42-383-40327
42-033324770000,42-033-32414
42-329425890000,42-329-42589
42-317415670000,42-317-41567
42-383403520000,42-383-40356
42-329426860000,42-329-41681
42-329427420000,42-329-41090
42-173379400000,42-173-37209
42-383403730000,42-383-40372
42-383403720000,42-383-40372
42-329427980000,42-329-41590
42-227397580000,42-227-39758
42-329428050000,42-329-42797
42-317417530000,42-317-41752
42-329428300000,42-329-42826
42-329427610000,42-329-42797
42-317417690000,42-317-41768
42-227397850000,42-227-39785
42-227397950000,42-227-39797
42-317418230000,42-317-41819
42-173380000000,42-173-37669
42-173380020000,42-173-37620
42-227398230000,42-227-39655
42-227398400000,42-227-39522
42-317418960000,42-317-41328
42-317419180000,42-317-41915
42-317419310000,42-317-41931
42-329429850000,42-329-42983
42-317419550000,42-317-41957
42-383405050000,42-383-40502
42-461410980000,42-461-41098
42-329431500000,42-329-43150
42-173381170000,42-173-38116
42-329432060000,42-329-43207
42-383405600000,42-383-40559
42-235364140000,42-235-36414
42-329432680000,42-329-42701
42-329432810000,42-329-43287
42-227401370000,42-227-40135
42-317421940000,42-317-39274
42-329433300000,42-329-42097
42-461411620000,42-461-41161
42-317423000000,42-317-42275
42-317422980000,42-317-42296
42-461412160000,42-461-41212
42-003481020000,42-003-48101
42-227402350000,42-227-40228
42-317423530000,42-317-42357
42-317424090000,42-317-42407
42-329435210000,42-329-41885
42-329435360000,42-329-43538
42-317424660000,42-317-42462
42-173381890000,42-173-38188
42-227402960000,42-227-40296
42-329436520000,42-329-43651
42-329436330000,42-329-43630
42-227403380000,42-227-39192
42-317425390000,42-317-42538
42-317425810000,42-317-42584
42-329437480000,42-329-43566
42-317426380000,42-317-42560
42-329437660000,42-329-41212
42-227404010000,42-227-40402
42-383407970000,42-383-40799
42-383408100000,42-383-39384
42-227404770000,42-227-40477
42-383408250000,42-383-40825
42-329439920000,42-329-43989
42-461414220000,42-461-41417
42-235357070100,42-235-35707
42-461343860100,42-461-34386
42-317428420000,42-317-42842
42-461414530000,42-461-41453
42-383408470000,42-383-40846
42-461414590000,42-461-41460
42-461414560000,42-461-41453
42-173383080000,42-173-38305
42-173383050000,42-173-38305
42-317428790000,42-317-42560
42-227405790000,42-227-40579
42-329440660000,42-329-42070
42-317429060000,42-317-42897
42-329440970000,42-329-44099
42-227406220000,42-227-40621
42-227406460000,42-227-40628
42-317430550000,42-317-43042
42-317430510000,42-317-43052
42-329442790000,42-329-42988
42-329442960000,42-329-44293
42-317431220000,42-317-43123
42-329443380000,42-329-44335
42-003482670000,42-003-48267
42-227407800000,42-227-40779
42-227408150000,42-227-40816
42-329444740000,42-329-44461
42-317432690000,42-317-43269
42-227408740000,42-227-39410
42-317433210000,42-317-43318
42-033325410000,42-033-32537
42-461416400000,42-461-41641
42-227409010000,42-227-40902
42-227410590000,42-227-40507
42-003473700000,42-003-47368
42-235348920000,42-235-34892
42-105418340000,42-105-41834
42-329401120000,42-329-40045
42-329403140000,42-329-40313
42-383383450000,42-383-38343
42-383385080000,42-383-38506
42-235351730000,42-235-35153
42-317396100000,42-317-39606
42-329402320000,42-329-40232
42-173366900000,42-173-36690
42-383386190000,42-383-38619
42-227383490000,42-227-38349
42-461392390000,42-461-39239
42-173367020000,42-173-36701
42-329402210000,42-329-40221
42-461387030000,42-461-38703
42-383384770000,42-383-38475
42-033322020000,42-033-32202
42-235356180000,42-235-35618
42-383387220000,42-383-38347
42-317384650000,42-317-38465
42-317403490000,42-317-40349
42-461396840000,42-461-39684
42-105416820000,42-105-41303
42-173371530000,42-173-37153
42-383385960000,42-383-38597
42-431333700000,42-431-33358
42-235355780000,42-235-35578
42-383393420000,42-383-39342
42-461351750100,42-461-35175
42-461360800100,42-461-36080
42-317406040000,42-317-40204
42-317403630000,42-317-40363
42-317406360000,42-317-40631
42-329413790000,42-329-41368
42-383387140000,42-383-38715
42-461402390000,42-461-40239
42-461404440000,42-461-40445
42-317428460000,42-317-42848
42-317428470000,42-317-42848
42-235364410000,42-235-36444
42-227405620000,42-227-40560
42-227406320000,42-227-40631
42-329441400000,42-329-44138
42-317430390000,42-317-43035
42-173383500000,42-173-38350
42-317430810000,42-317-43081
42-317430910000,42-317-43090
42-003481780000,42-003-48177
42-227407920000,42-227-40791
42-383409110000,42-383-40799
42-227408330000,42-227-40832
42-461415890000,42-461-41589
42-461416080000,42-461-41606
42-227408600000,42-227-40863
42-317432840000,42-317-43284
42-317433100000,42-317-43317
42-173383910000,42-173-37620
42-173383950000,42-173-38395
42-173383990000,42-173-37804
42-173384320000,42-173-38432
42-317433840000,42-317-43386
42-317434010000,42-317-43400
42-383409620000,42-383-40962
42-227410890000,42-227-41089
42-329448960000,42-329-44896
42-317421790000,42-317-42176
42-235364150000,42-235-36414
42-329432720000,42-329-42701
42-317421950000,42-317-39274
42-033325180000,42-033-32517
42-227401640000,42-227-40164
42-173381600000,42-173-38160
42-329433910000,42-329-43390
42-329433880000,42-329-43390
42-227401780000,42-227-40168
42-317423140000,42-317-42313
42-329433230000,42-329-43321
42-227402070000,42-227-40205
42-227402370000,42-227-40237
42-317423520000,42-317-42357
42-003481150000,42-003-47568
42-461412370000,42-461-41239
42-227402880000,42-227-40145
42-317424740000,42-317-42477
42-329436240000,42-329-43624
42-383407150000,42-383-40716
42-003481600000,42-003-48159
42-227403020000,42-227-40301
42-329436730000,42-329-43681
42-329436750000,42-329-42008
42-227403300000,42-227-39369
42-235364320000,42-235-36432
42-317425970000,42-317-42596
42-329437890000,42-329-43136
42-461413660000,42-461-41367
42-227404580000,42-227-40455
42-317427110000,42-317-40738
42-329439240000,42-329-43923
42-317427730000,42-317-42773
42-317427830000,42-317-42783
42-329440070000,42-329-43162
42-165385030100,42-165-38503
42-165384220100,42-165-38422
42-461350860100,42-461-35086
42-317428490000,42-317-42848
42-329440800000,42-329-44079
42-227406190000,42-227-40618
42-329441740000,42-329-44163
42-227406960000,42-227-40086
42-329443560000,42-329-44356
42-003482820000,42-003-48281
42-317431880000,42-317-43188
42-317416450000,42-317-41648
42-329444170000,42-329-44415
42-227408310000,42-227-40832
42-461416020000,42-461-41574
42-329445220000,42-329-44521
42-227408570000,42-227-40855
42-227409350000,42-227-40932
42-173384680000,42-173-38467
42-235357780000,42-235-35778
42-105415210000,42-105-41521
42-329385340000,42-329-38534
42-135430500000,42-135-42667
42-329390620000,42-329-39063
42-003470420000,42-003-45312
42-173350420000,42-173-35042
42-317380770000,42-317-38077
42-461396310000,42-461-39638
42-003469550000,42-003-46955
42-235353830000,42-235-35382
42-383387210000,42-383-38347
42-173363750000,42-173-36375
42-235352920000,42-235-35292
42-461396150000,42-461-39615
42-235359640000,42-235-35964
42-461389710000,42-461-38978
42-317392520000,42-317-39252
42-317402020000,42-317-38982
42-329359690000,42-329-35969
42-383384730000,42-383-37669
42-383393380000,42-383-39338
42-165378950000,42-165-37895
42-173371820000,42-173-37182
42-317403390000,42-317-40336
42-105417150000,42-105-41715
42-383393900000,42-383-39390
42-235356670000,42-235-35667
42-461347400000,42-461-34740
42-317401380000,42-317-40138
42-317393810000,42-317-38876
42-383378120000,42-383-37812
42-227382350000,42-227-38235
42-115336710000,42-115-33708
42-317404400000,42-317-40440
42-317404730000,42-317-40472
42-329398210000,42-329-39821
42-329409390000,42-329-40935
42-329410340000,42-329-41028
42-329410410000,42-329-41041
42-329413250000,42-329-41307
42-329413590000,42-329-41367
42-383383280000,42-383-38327
42-317396550000,42-317-39655
42-383386080000,42-383-38606
42-461403160000,42-461-39587
42-461404990000,42-461-40498
42-461402030000,42-461-40203
42-105415530000,42-105-41552
42-329402690000,42-329-40269
42-329394110000,42-329-39417
42-383382110000,42-383-38211
42-105418500000,42-105-41677
42-383394170000,42-383-39367
42-329400090000,42-329-40009
42-173359410000,42-173-35941
42-383394100000,42-383-39410
42-461402220000,42-461-40223
42-329402700000,42-329-40269
42-173372020000,42-173-37201
42-461396160000,42-461-39616
42-317402980000,42-317-39618
42-235356640000,42-235-35664
42-317390510001,42-317-39051
42-235362280001,42-235-36228
42-033004960100,42-033-00496
42-329384140000,42-329-38414
42-461400660000,42-461-40066
42-329388510000,42-329-38851
42-105412730000,42-105-41273
42-105421100000,42-105-42110
42-173371960000,42-173-37194
42-383393450000,42-383-39345
42-105420270000,42-105-42027
42-461377220000,42-461-37722
42-105419200000,42-105-41919
42-235359290000,42-235-35925
42-383386000000,42-383-38600
42-173347030000,42-173-34703
42-227389850000,42-227-38985
42-227389870000,42-227-38987
42-383396900000,42-383-38500
42-105416830000,42-105-41714
42-383394900000,42-383-39468
42-003462280000,42-003-46228
42-227386210000,42-227-38621
42-383387580000,42-383-38758
42-105415190000,42-105-41519
42-105417950000,42-105-41795
42-105418970000,42-105-41663
42-235359940000,42-235-36000
42-173371080000,42-173-36738
42-329414990000,42-329-41498
42-105423560000,42-105-42359
42-383398170000,42-383-39817
42-317407130000,42-317-40709
42-033324140000,42-033-32414
42-461405780000,42-461-40579
42-329416450000,42-329-41643
42-317407710000,42-317-40759
42-235361950000,42-235-36194
42-227390920000,42-227-39092
42-461406020000,42-461-40604
42-329417130000,42-329-41703
42-235361990000,42-235-35898
42-329417460000,42-329-41742
42-173376250000,42-173-37465
42-173376270000,42-173-37465
42-227391560000,42-227-39157
42-317408960000,42-317-40894
42-461406250000,42-461-40625
42-105424230000,42-105-42423
42-383399510000,42-383-39942
42-329418580000,42-329-40503
42-173376840000,42-173-37684
42-173376930000,42-173-37693
42-461406490000,42-461-40647
42-227392460000,42-227-39246
42-173377030000,42-173-37699
42-317410330000,42-317-41034
42-173377410000,42-173-37744
42-173377600000,42-173-37758
