API_UID,ClayVolume_PCT
42-317424110000,0.297725431
42-317424600000,0.302767166
42-227402570000,0.292598035
42-227402600000,0.280712066
42-317424930000,0.293637608
42-135437160000,0.327916947
42-227403050000,0.294991413
42-227403180000,0.264141348
42-329437210000,0.295943089
42-329437540000,0.29748092
42-227404090000,0.292379265
42-329438480000,0.210081681
42-317427260000,0.275426317
42-317427480000,0.257511766
42-235352590000,0.355496378
42-317405020000,0.309245757
42-329406180000,0.245973719
42-329407460000,0.276325703
42-329410530000,0.320653468
42-329411340000,0.174252973
42-329414180000,0.319989183
42-329408250000,0.246688086
42-329414440000,0.304211575
42-329403640000,0.248231831
42-329403710000,0.332322098
42-329404800000,0.268337877
42-329405500000,0.293116442
42-329408100000,0.292692639
42-329410590000,0.313860178
42-329413630000,0.266733146
42-329414410000,0.310534736
42-461401680000,0.306845014
42-461404920000,0.188669353
42-461402120000,0.333201058
42-461402340000,0.305507128
42-461403960000,0.213593572
42-461403300000,0.249169871
42-461405140000,0.184661873
42-461414460000,0.27437386
42-003482280000,0.290612883
42-227406100000,0.222644641
42-329441440000,0.283935032
42-461414950000,0.319597827
42-317431180000,0.277836952
42-329443470000,0.300786248
42-317431640000,0.30462117
42-317431800000,0.321263305
42-383409180000,0.219636652
42-317432700000,0.180483811
42-317396920000,0.298256319
42-329399300000,0.258037417
42-173357610000,0.310021035
42-461391650000,0.319690532
42-329386950000,0.292003531
42-105422080000,0.349924141
42-173371890000,0.340555918
42-105418690000,0.34114155
42-105418820000,0.339350903
42-461395830000,0.305819264
42-383394140000,0.307952367
42-235356350000,0.288547688
42-461402320000,0.260514311
42-383391170000,0.320237806
42-383381950000,0.342684522
42-329402110000,0.269039851
42-329400140000,0.270342508
42-227384550000,0.293718288
42-329404450000,0.281128102
42-383394670000,0.320548391
42-317398930000,0.398707507
42-227382570000,0.21991994
42-235352240000,0.355656987
42-173367250000,0.309368817
42-383381120000,0.323906106
42-329402360000,0.246719902
42-383397950000,0.253378564
42-173373740000,0.342653479
42-235358780000,0.326162556
42-383398020000,0.313896513
42-329414930000,0.285234036
42-003474900000,0.242838254
42-329415190000,0.22316623
42-227390050000,0.299314249
42-173375360000,0.331847907
42-317407100000,0.30145339
42-329415540000,0.264911487
42-003475160000,0.257994308
42-329415670000,0.26085702
42-329415660000,0.300566182
42-317407030000,0.31374646
42-173375650000,0.309106028
42-329416520000,0.278103609
42-227391140000,0.267474967
42-383398680000,0.305450721
42-173376030000,0.32655281
42-329417400000,0.301621501
42-003475680000,0.249194274
42-461406140000,0.262931135
42-227391870000,0.266107178
42-003476040000,0.287511662
42-317409400000,0.31115697
42-461406430000,0.254435069
42-329419250000,0.282905543
42-173377070000,0.274574703
42-383399780000,0.311515765
42-329419360000,0.233956697
42-329419560000,0.211319247
42-173377180000,0.292914825
42-317409210000,0.287427661
42-235362150000,0.329037965
42-173377020000,0.302634975
42-317409960000,0.314103303
42-461406930000,0.300957042
42-329419660000,0.346698784
42-227393360000,0.284262084
42-329420630000,0.256790426
42-317411180000,0.293843908
42-227393750000,0.308224383
42-235362360000,0.265987606
42-227394490000,0.201218661
42-383401290000,0.299281964
42-317412500000,0.268533489
42-329422770000,0.337783405
42-383401490000,0.34256094
42-329422990000,0.269295784
42-383401550000,0.346483663
42-317413510000,0.29034865
42-227395610000,0.254033863
42-329423960000,0.285435877
42-317414090000,0.28934539
42-461408060000,0.252548299
42-383402550000,0.27776146
42-227395190000,0.284832452
42-329425290000,0.321928696
42-317414450000,0.282087241
42-317414440000,0.302936102
42-227396340000,0.238685884
42-227396360000,0.276522551
42-235362830000,0.291235818
42-329424920000,0.252219058
42-317415390000,0.282111451
42-317415500000,0.310429368
42-235363060000,0.312873084
42-383403220000,0.311339231
42-329425730000,0.258132802
42-329427030000,0.209719373
42-329426490000,0.264327602
42-317416500000,0.314659556
42-329427180000,0.227204217
42-317416480000,0.271946335
42-383385490000,0.300185262
42-329391920000,0.284455801
42-329393660000,0.288305706
42-317402900000,0.291093425
42-461397870000,0.265991141
42-173368450000,0.321144537
42-173365560000,
42-317416420000,0.233691132
42-317416710000,0.30609661
42-329427550000,0.301085797
42-329427680000,0.279858927
42-329427900000,0.29180552
42-383403690000,0.288710928
42-329427640000,0.251916501
42-173379680000,0.3407711
42-329428850000,0.293065694
42-227397970000,0.293741358
42-461410010000,0.320466392
42-461410300000,0.26581367
42-461410340000,0.268308711
42-329429930000,0.262312113
42-227399190000,0.252994515
42-329429430000,0.240529189
42-033325040000,0.296664579
42-317420250000,0.307209901
42-329430410000,0.25001033
42-329430620000,0.317681023
42-383405020000,0.309213443
42-227399930000,0.251707955
42-329431030000,0.354221619
42-235363840000,0.314168248
42-329431150000,0.325874459
42-173381100000,0.305488033
42-461410690000,0.249148073
42-329431550000,0.325485707
42-235363980000,0.287652713
42-317421560000,0.289650951
42-329431850000,0.302226087
42-461411230000,0.258744796
42-329432280000,0.290728491
42-461411440000,0.200594456
42-317422420000,0.283581631
42-227401510000,0.319576934
42-227401500000,0.245281304
42-383406180000,0.300787395
42-329433450000,0.269566657
42-329433030000,0.276887829
42-461412140000,0.313121154
42-383406570000,0.348887803
42-329434640000,0.313286136
42-461412230000,0.304994932
42-317423580000,0.373676255
42-329434120000,0.334754851
42-227402520000,0.276023135
42-317424130000,0.297540906
42-227402310000,0.289511836
42-317424650000,0.294386695
42-317424220000,0.311391987
42-173381870000,0.270609437
42-329436180000,0.315121756
42-329436120000,0.277013414
42-317424950000,0.237950193
42-227402980000,0.293974964
42-329436290000,0.270956557
42-461412980000,0.247761492
42-461412920000,0.316567909
42-227403210000,0.300151857
42-227403570000,0.296506089
42-173382260000,0.267044453
42-461413350000,0.307280481
42-003481860000,0.290199232
42-317426360000,0.315310556
42-317426220000,0.297000882
42-227404220000,0.169455551
42-461413760000,0.271654067
42-329439960000,0.313788359
42-317428280000,0.26342124
42-383395950000,0.364383155
42-383377040000,0.361005025
42-227386050000,0.254533068
42-383388490100,0.319523216
42-173357090000,0.3180445
42-383393330000,0.280685697
42-105420340000,0.299164319
42-383387020000,0.350119917
42-105419560000,0.33928494
42-227385420000,0.207449727
42-461402170000,0.281761296
42-105421850000,0.323351893
42-329414760000,0.191047189
42-461403420000,0.30217688
42-003474980000,0.303500345
42-317406890000,0.310662024
42-329415960000,0.303798452
42-329416460000,0.31074597
42-173375740000,0.328628125
42-329416570000,0.311957177
42-383398660000,0.294984227
42-317408200000,0.242091484
42-329417290000,0.248710189
42-227391390000,0.292729737
42-227391590000,0.251015774
42-383399210000,0.334620891
42-329417790000,0.264304282
42-227391890000,0.236651352
42-173376910000,0.33199355
42-227392200000,0.253638337
42-461406470000,0.270689606
42-317409180000,0.315818272
42-227392400000,0.285335812
42-461406590000,0.261435728
42-329419530000,0.286587068
42-317410300000,0.294327792
42-227393170000,0.309510535
42-383400440000,0.345980966
42-329420230000,0.391653475
42-329420990000,0.240353873
42-227393850000,0.306088057
42-329421480000,0.259129211
42-383400610000,0.296644471
42-329421470000,0.298378263
42-329421620000,0.316358965
42-227394090000,0.335778296
42-383400760000,0.337664257
42-003476970000,0.304892265
42-461407410000,0.303991017
42-235362440000,0.203772057
42-317412700000,0.315993691
42-227394930000,0.342589315
42-329423050000,0.314557693
42-227395230000,0.327261373
42-227395210000,0.17424864
42-383401750000,0.331280157
42-317413280000,0.277079846
42-173378310000,0.308870499
42-317413590000,0.293703199
42-317413810000,0.284369879
42-329423410000,0.266499882
42-235362690000,0.316732981
42-317413290000,0.291753371
42-173378770000,0.290444006
42-173378820000,0.286475925
42-383401570000,0.363645541
42-317414240000,0.293578253
42-383402770000,0.30654014
42-329424140000,0.251116362
42-317414000000,0.29070112
42-173379030000,0.333585528
42-329425540000,0.306265437
42-329425620000,0.241249814
42-329425790000,0.342599274
42-461408610000,0.328627145
42-317415060000,0.351204763
42-329426380000,0.299449387
42-317415410000,0.281938257
42-329425210000,0.276654073
42-227396500000,0.290492148
42-317416260000,0.369483384
42-329427390000,0.270284134
42-461409350000,0.300236271
42-461409320000,0.34568963
42-227397340000,0.296108947
42-329426820000,0.312569388
42-317417150000,0.303832725
42-227397570000,0.266751255
42-317416550000,0.277631011
42-383403940000,0.311414734
42-329428890000,0.288864312
42-461409970000,0.255093757
42-135436360000,0.193827679
42-227398610000,0.300463288
42-461410350000,0.3216099
42-383404720000,0.308917209
42-317418870000,0.246997551
42-227399000000,0.302380155
42-317419500000,0.298300964
42-317419560000,0.315056375
42-227399720000,0.278943788
42-461410620000,0.259800912
42-317420780000,0.288567495
42-461411060000,0.25996172
42-235363950000,0.287652713
42-329431730000,0.285445469
42-003480270000,0.263765605
42-227400860000,0.205296077
42-317421780000,0.291828483
42-227400880000,0.262664357
42-329432350000,0.220939953
42-329432730000,0.311545464
42-461411400000,0.182665597
42-317422370000,0.342329505
42-173381610000,0.256870604
42-329433660000,0.199656539
42-227401590000,0.296872365
42-461412120000,0.349435725
42-317422920000,0.296636112
42-227402010000,0.296724011
42-317423650000,0.323218019
42-383406980000,0.291123188
42-227402710000,0.243719301
42-317423750000,0.3020989
42-329435780000,0.281447481
42-317424550000,0.3030509
42-317425120000,0.312197777
42-227403160000,0.321830883
42-227403690000,0.337618778
42-227403810000,0.290545287
42-227403880000,0.226320859
42-383407540000,0.327739773
42-317425640000,0.283158721
42-317426530000,0.330530239
42-461413500000,0.310728011
42-329438360000,0.29700685
42-461413530000,0.262588501
42-317427540000,0.245472414
42-227405020000,0.293734242
42-317427590000,0.303041884
42-317427960000,0.296320858
42-317398520000,0.296348747
42-317392350000,0.293810546
42-461401350000,0.25817767
42-173372010000,0.301580338
42-235350810000,0.359717299
42-329394310000,0.160826315
42-383391280000,0.299688289
42-235353660000,0.353256207
42-235353920000,0.310714585
42-033323900000,0.3225191
42-173374930000,0.287931897
42-329411020000,0.262150733
42-317403830000,0.270927468
42-329413560000,0.295827205
42-329398520000,0.238850305
42-329403950000,0.255309543
42-329408940000,0.332568656
42-329413730000,0.252467399
42-383396830000,0.302689478
42-235353390000,0.336519424
42-383375550000,0.353580516
42-105420630000,0.300868462
42-383394180000,0.270203346
42-383393200000,0.293657781
42-317372210000,
42-235352480000,0.351148332
42-003455330000,0.250488939
42-227386680000,0.23692248
42-383383970000,0.349859509
42-105415830000,0.349988512
42-317393460000,0.33601293
42-317392050000,0.379053177
42-383385610000,0.295706222
42-383394240000,0.28301355
42-235350780000,0.3170845
42-383395510000,0.263551828
42-317401750000,0.280048177
42-317404030000,0.281795512
42-317405380000,0.277540208
42-317405470000,0.289806493
42-329408770000,0.247117019
42-461404680000,0.304573169
42-329391180000,0.237829455
42-461388600000,0.30089467
42-461390940000,0.25310233
42-461396220000,0.302181159
42-317401950000,0.347095371
42-173369430000,0.317300802
42-235352610000,0.35506181
42-329400520000,0.27547517
42-135433890000,0.238244261
42-383386280000,0.330394432
42-383378560000,0.30118656
42-235353840000,
42-383393750000,0.322637322
42-383390350000,0.329316027
42-329393340000,0.273533765
42-329403560000,0.318328068
42-173375270000,0.276500693
42-329408670000,0.273337048
42-383382260000,0.303760023
42-033322960000,0.417499904
42-105423190000,0.326279319
42-317407350000,0.278559002
42-227390490000,0.309428151
42-329415940000,0.302937391
42-329416320000,0.274825702
42-461405800000,0.301407872
42-329416240000,0.282454369
42-227390760000,0.291934438
42-227391080000,0.285122512
42-227391120000,0.295221308
42-003475420000,0.31534556
42-317408330000,0.296849325
42-461406040000,0.30813322
42-173376020000,0.333960672
42-227391670000,0.198375692
42-227391760000,0.285866293
42-105424100000,0.320235929
42-173376500000,0.373683506
42-317409260000,0.361096834
42-227392450000,0.299614379
42-227392700000,0.286640105
42-317409970000,0.314052128
42-317410520000,0.282468309
42-227392710000,0.27876774
42-329420310000,0.241273142
42-227392980000,0.275808245
42-317411420000,0.304186908
42-227393690000,0.299698546
42-235362350000,0.265987606
42-329422720000,0.245160373
42-235362460000,0.330425277
42-317412750000,0.281021311
42-383401500000,0.259372623
42-317412900000,0.30594185
42-317412430000,0.304141392
42-329422150000,0.195349431
42-317412890000,0.306007717
42-173378390000,0.27436678
42-317413240000,0.299002923
42-317413540000,0.291670309
42-317413670000,0.287816759
42-461407930000,0.314827262
42-227395660000,0.32883548
42-235362670000,0.316328167
42-329424400000,0.321279359
42-033324660000,0.295673133
42-227395600000,0.292905558
42-329423750000,0.247719353
42-329423800000,0.247149528
42-329425100000,0.316683932
42-461408810000,0.24404295
42-329425490000,
42-317415200000,0.335225108
42-329426350000,0.29060135
42-383403160000,0.289378847
42-461409140000,0.212362191
42-329426710000,0.268481037
42-173379410000,0.332635468
42-227397510000,0.305126402
42-227397690000,0.296860251
42-329428240000,0.224991804
42-317416200000,0.310349743
42-329428220000,0.329667134
42-383403840000,0.266887905
42-227397790000,0.255496121
42-329428880000,0.293968116
42-317417940000,0.297602523
42-227398100000,0.307904876
42-227398090000,0.307643677
42-383404260000,0.331076021
42-383404730000,0.292137226
42-329429980000,0.263579915
42-329429350000,0.256968101
42-227399260000,0.308782514
42-317419950000,0.313467698
42-003479560000,0.280729706
42-461410790000,0.257704084
42-173380890000,0.299345119
42-227400300000,0.284057945
42-003480280000,0.30218092
42-227400810000,0.28903141
42-329431710000,0.285179865
42-383405850000,0.352628978
42-461411640000,0.183491866
42-317423200000,0.30572706
42-461412020000,0.296240268
42-383406460000,0.336695899
42-461412210000,0.284095955
42-329434490000,0.320352688
42-317423990000,0.293017325
42-115338000000,0.296886788
42-173381800000,0.268500803
42-329435870000,0.23063829
42-003481400000,0.247727815
42-329436370000,0.220416512
42-461412780000,0.259247539
42-329436760000,0.241539063
42-383407320000,0.287632071
42-383408040000,0.305595196
42-227404400000,0.333886586
42-227404600000,0.292802447
42-227404920000,0.284696827
42-317427390000,0.276005974
42-173382630000,0.307192417
42-227405110000,0.286788034
42-329439370000,0.3735982
42-003482160000,0.13592977
42-317428230000,0.2789492
42-329440130000,0.240357514
42-033325130100,0.265534769
42-461414390000,0.246045761
42-227405410000,0.280572825
42-227405400000,0.2671146
42-461414570000,0.291010467
42-383408490000,0.289684858
42-317428980000,0.312726145
42-317429430000,
42-317430410000,0.334856681
42-461415210000,0.299563488
42-003481790000,0.256493532
42-383409140000,0.333572575
42-173383820000,0.289331465
42-227408630000,0.298123751
42-317433180000,0.304010294
42-461417240000,0.313880203
42-227410640000,0.178084228
42-033323930000,0.30933704
42-135434190000,0.245041804
42-135434590000,0.251639078
42-135434030000,0.27217884
42-173373680000,0.271160165
42-317385830000,0.237509013
42-329397260000,0.297514518
42-115336640000,0.314225195
42-317390390000,0.310355599
42-003457490000,0.28225714
42-105417600000,0.348082893
42-383385910000,0.288231927
42-329394440000,0.277134909
42-461402360000,0.26472137
42-383382390000,0.353735503
42-329403770000,0.279747236
42-461399770000,0.338932262
42-135418200000,0.261050256
42-135428610000,
42-461391020000,0.239975273
42-383395280000,0.342852389
42-173369630000,0.31217999
42-461397630000,0.27397133
42-173372280000,0.27396705
42-383389260000,0.280843156
42-173367280000,0.319268176
42-329403150000,0.262470962
42-383389270000,0.353067929
42-173369520000,0.328416083
42-105417890000,0.346427159
42-105420100000,0.346712867
42-383393800000,0.322139865
42-235360490000,0.337737804
42-329399080000,0.31146438
42-003432740000,0.18743528
42-329398150000,0.326271859
42-461390070000,0.31269776
42-329404230000,0.366992201
42-383385950000,0.355305068
42-383385500000,0.297366501
42-383391930000,0.284620826
42-383391990000,0.28521475
42-173363850000,0.313259485
42-383385000000,0.286673779
42-383379110000,0.321285445
42-461395350000,0.25450702
42-329396450000,0.275750929
42-317383170000,
42-383387040000,0.281891851
42-227386610000,0.28285884
42-135429710000,
42-317406690000,0.317854119
42-235351840000,0.310855305
42-173372390000,0.264942204
42-003472100000,0.302404873
42-003473800000,0.302833549
42-033324000000,0.307768943
42-105421950000,0.3304636
42-317393460001,
42-383385610001,
42-329394310001,
42-105420010000,0.309082632
42-105420960000,0.336662693
42-105421020000,0.352017205
42-227372410000,0.270921548
42-461389700000,0.302136516
42-461396230000,0.302080661
42-227372260000,0.260111691
42-003469570000,0.286012946
42-317392270000,0.31835827
42-383389620000,0.341292441
42-461400180000,0.303017552
42-461400800000,0.303736476
42-383385720000,0.290444126
42-383396030000,0.328864669
42-329391700000,0.224664896
42-235356370000,0.346401483
42-383394820000,0.28692192
42-329391650000,0.283652726
42-329389260000,0.16358593
42-173374790000,0.302009805
42-173375040000,0.395202641
42-227386750000,0.292567977
42-227389680000,0.254463394
42-227389440000,0.24627052
42-317404680000,0.348371407
42-329407110000,0.273347696
42-329408710000,0.340076848
42-329409110000,0.260756465
42-329412260000,0.22190632
42-317395730000,0.31500098
42-317404950000,0.369456365
42-329406310000,0.245033745
42-329409560000,0.297072425
42-329410200000,0.275519854
42-329410980000,0.292761969
42-329411600000,0.234855012
42-329412570000,0.25100654
42-329414290000,0.253876704
42-329405700000,0.270468468
42-329408400000,0.289238289
42-329412190000,0.237851144
42-317403750000,0.3188864
42-317405890000,0.293052499
42-329403470000,0.294403715
42-317402970000,0.293844433
42-383396910000,0.281046251
42-383396100000,0.335724997
42-461404290000,0.260033869
42-461403330000,0.198173283
42-461403410000,0.256430146
42-329399350001,
42-383377230001,
42-173364210000,0.309808281
42-329387710000,0.3394269
42-105415570000,0.327506398
42-173374690000,0.336408142
42-227389690000,0.270249137
42-227388460000,0.253010033
42-317404080000,0.289488416
42-173351800000,0.261365217
42-105420620000,0.315711994
42-003473390000,0.288912235
42-105418480000,0.316484166
42-329389570000,0.223411224
42-329394220000,0.195881504
42-461387820000,0.287668841
42-461394280000,0.10695815
42-329396350000,0.273735442
42-235348830000,0.303990379
42-383390660000,0.319850726
42-329399350000,0.271309076
42-105416040000,0.35270028
42-105418950000,0.324780606
42-105416060000,0.360558348
42-383387180000,0.352535294
42-105418910000,0.333596805
42-235359270000,0.346778795
42-317402890000,0.290667651
42-173369470000,0.324093427
42-235360780000,0.281005768
42-383398350000,0.328719735
42-227391180000,0.338460808
42-383398790000,0.318516852
42-173376210000,0.393447845
42-329417620000,0.22073093
42-383399200000,0.322005104
42-173376260000,
42-383399370000,0.295216588
42-329418710000,0.268142264
42-329418900000,0.27787662
42-383399870000,0.314533961
42-329419370000,0.352181826
42-329419430000,0.311046652
42-329419500000,0.240536095
42-461407120000,0.268630992
42-461406780000,0.295736731
42-317411540000,0.286580162
42-329421270000,0.328781947
42-317411600000,0.401705055
42-227394570000,0.316794
42-383401640000,0.311026442
42-329423910000,0.385174182
42-329424120000,0.387337745
42-329424220000,0.309168932
42-165387080000,
42-003459690000,
42-173363840000,0.318834292
42-461398470000,0.314046297
42-173378780000,0.32531304
42-383401580000,0.328478818
42-329424880000,0.219123919
42-329423880000,0.308934511
42-173378870000,0.290709131
42-317415150000,0.335277317
42-317415900000,0.297482358
42-227396610000,0.301511363
42-317416810000,0.287234052
42-173379500000,0.335456424
42-317417280000,0.30555711
42-173379860000,0.316670886
42-317417890000,0.290800025
42-227398200000,0.238544957
42-227398410000,0.248048072
42-383404880000,0.304811102
42-317418860000,0.29272708
42-173380310000,0.324376941
42-227399060000,0.248034335
42-461410580000,0.269228193
42-235363660000,0.206427162
42-317419720000,0.311194048
42-173380600000,0.348231315
42-173380800000,0.33641975
42-329431060000,0.27107895
42-329431070000,0.270941423
42-173380960000,0.361719565
42-329433760000,0.299919387
42-317422940000,0.288814243
42-329434630000,0.321185742
42-227402400000,0.289340965
42-383406960000,0.29144043
42-317424860000,0.28432227
42-329436830000,0.223903497
42-317425220000,0.326344313
42-165387940000,
42-383407280000,0.269628294
42-461388530000,0.318561068
42-383381530000,0.29642339
42-317426120000,0.27102367
42-317426180000,0.290991793
42-329437910000,0.244233558
42-235361290100,0.316388912
42-317405460000,0.347641628
42-329401340000,0.276911265
42-329407120000,0.25954777
42-329409920000,0.30287814
42-329410390000,0.312322862
42-329411350000,0.261211445
42-329412460000,0.238661484
42-329414070000,0.341701888
42-383390920000,0.341852236
42-383395060000,0.301350091
42-235354900000,0.284861322
42-105415930000,0.342424321
42-235355870000,0.305334717
42-383394810000,0.297912807
42-135425550000,0.182568483
42-235351200000,0.314918312
42-003472090000,0.300840229
42-105420300000,0.291644045
42-235355790000,0.305959165
42-105421200000,0.345009471
42-105417400000,0.342507992
42-003469140000,0.279669926
