API_UID,ClayVolume_PCT
42-329424850000,0.313414482
42-329425060000,0.316130662
42-317413960000,0.313330624
42-461408160000,0.254457376
42-227396280000,0.273527572
42-329425900000,0.274062089
42-227396670000,0.289656933
42-317415350000,0.300307254
42-383403260000,0.321357265
42-033324770000,0.295516689
42-329425890000,0.250681852
42-317415670000,0.30799362
42-383403520000,0.299283813
42-329426860000,0.308035562
42-329427420000,0.271072774
42-173379400000,0.333085023
42-383403730000,0.302233944
42-383403720000,0.286448807
42-329427980000,0.27119975
42-227397580000,0.269830719
42-329428050000,0.277969441
42-317417530000,0.315757707
42-329428300000,0.329916856
42-329427610000,0.253555958
42-317417690000,0.294206875
42-227397850000,0.224955071
42-227397950000,0.295320531
42-317418230000,0.284513492
42-173380000000,0.285396204
42-173380020000,0.282624241
42-227398230000,0.289805733
42-227398400000,0.310196056
42-317418960000,0.289417856
42-317419180000,0.283369537
42-317419310000,0.304950497
42-329429850000,0.27960244
42-317419550000,0.274179217
42-383405050000,0.310869705
42-461410980000,0.190362381
42-329431500000,0.319439682
42-173381170000,0.335031554
42-329432060000,0.170930759
42-383405600000,0.284240415
42-235364140000,0.240156068
42-329432680000,0.304377775
42-329432810000,0.277664621
42-227401370000,0.269559574
42-317421940000,0.291453555
42-329433300000,0.242049439
42-461411620000,0.255721421
42-317423000000,0.290439161
42-461412160000,0.285112493
42-003481020000,0.236420552
42-227402350000,0.300768809
42-317423530000,0.299876961
42-317424090000,0.296290091
42-329435210000,0.272833242
42-329435360000,0.310317221
42-317424660000,0.237123038
42-173381890000,0.327103613
42-227402960000,
42-329436520000,0.307853586
42-329436330000,0.276865576
42-227403380000,0.248655961
42-317425390000,0.315543915
42-317425810000,0.24652792
42-329437480000,0.290796012
42-317426380000,0.330875355
42-329437660000,0.239461386
42-227404010000,0.28234323
42-383407970000,0.273524478
42-383408100000,0.326829055
42-227404770000,0.251833498
42-383408250000,0.329552931
42-329439920000,0.31188086
42-461414220000,0.318755702
42-235357070100,0.338566008
42-317428420000,0.305866276
42-461414530000,0.291068303
42-383408470000,0.289057737
42-461414590000,0.289268192
42-461414560000,0.253741833
42-173383080000,0.307774426
42-173383050000,0.306273638
42-317428790000,0.292394872
42-227405790000,0.300445598
42-329440660000,0.276664022
42-317429060000,0.319277992
42-329440970000,0.301159892
42-227406220000,0.260752437
42-227406460000,0.167637135
42-317430550000,0.327766265
42-317430510000,0.333829549
42-329442790000,0.32315805
42-329442960000,0.276607842
42-317431220000,0.28478749
42-329443380000,0.3927829
42-003482670000,0.328581835
42-227407800000,0.342588712
42-227408150000,0.232409546
42-329444740000,0.17171319
42-317432690000,0.176928125
42-227408740000,0.314523504
42-317433210000,0.303189954
42-033325410000,0.305023087
42-227409010000,0.251783724
42-227410590000,0.248545978
42-317392000000,0.309505356
42-317396980000,0.294999453
42-461393310000,0.325257392
42-383385210000,0.383767697
42-383376940000,0.283595247
42-329402000000,0.285897513
42-461380860000,0.315601675
42-329391360000,0.29293815
42-235353010000,0.313666482
42-173368700000,0.350764204
42-383393040000,0.302045905
42-383393060000,0.36475776
42-105418120000,0.322006068
42-461391520000,0.343448766
42-105414790000,0.381551361
42-383386340000,0.313171583
42-329390560000,0.239772113
42-173373480000,0.311676364
42-173373170000,0.279623279
42-173373810000,0.290748896
42-173374080000,0.255618667
42-173375090000,0.342033871
42-227387500000,0.265423258
42-227387860000,0.264204055
42-227388960000,0.268186509
42-227388130000,0.167569768
42-235361650000,0.329270351
42-317404280000,0.285049807
42-329411570000,0.287116407
42-317403410000,0.309744501
42-329414060000,0.291700186
42-329414420000,0.309601722
42-329409600000,0.298152893
42-383385050000,0.3309466
42-383387870000,0.334890792
42-383397530000,0.337470392
42-383396510000,0.354741417
42-317419630000,0.2964361
42-227399780000,0.31136135
42-317421060000,0.286540363
42-317421250000,0.299334949
42-329432210000,0.273677977
42-329432320000,0.20051588
42-329433290000,0.242190119
42-329434090000,0.168000143
42-317423710000,0.2788711
42-317424020000,0.260939783
42-317424210000,0.306249022
42-227402650000,0.289466936
42-003481540000,0.336855466
42-317425010000,0.315833348
42-317425320000,0.296994291
42-227403230000,0.333228671
42-235364290000,0.317600956
42-383407340000,0.322832248
42-317425520000,0.299642261
42-461413370000,0.278062339
42-227404100000,0.30601067
42-329439600000,0.311462837
42-329440360000,0.333183676
42-329440370000,0.249926645
42-173383020000,0.304020858
42-227406780000,0.316795492
42-317430580000,0.283742559
42-227406910000,0.287680772
42-461415180000,0.171062273
42-227407520000,0.297472219
42-383409090000,0.353937323
42-317432350000,0.28812307
42-461415760000,0.271120244
42-317432680000,0.176928125
42-227408920000,0.240690939
42-227378110000,0.304518853
42-383382970000,0.31499926
42-317393800000,0.298495897
42-445323400000,0.131977394
42-329400380000,0.252208703
42-329396440000,0.370029458
42-329404610000,0.279451827
42-165384920000,0.295157879
42-227389630000,0.263150778
42-461401700000,0.3109881
42-461403020000,0.314675925
42-461403250000,0.315881551
42-461403730000,0.233323068
42-461403760000,0.266501798
42-461404740000,0.25944814
42-317387650000,0.372199521
42-173349670000,0.305970563
42-329395990000,0.339373291
42-329388480000,0.287428489
42-329400190000,0.315376395
42-003472950000,0.279961935
42-461396140000,0.245402151
42-461391160000,0.32364726
42-317400490000,0.311966886
42-317397380000,0.310279827
42-329397160000,0.298924824
42-329391890000,0.285015773
42-329402430000,0.249940074
42-173368620000,0.319529272
42-383395240000,0.314556099
42-173374650000,
42-173374920000,0.298131154
42-173373070000,0.264861016
42-173374850000,0.297644983
42-461401790001,
42-317404160001,
42-329390690000,0.300774772
42-105420050000,0.33487246
42-317394510000,0.23639011
42-105419150000,0.345463507
42-383387300000,0.332109182
42-461392010000,0.26581026
42-033322330000,
42-317398230000,0.260373216
42-461393420000,0.302964944
42-235358250000,0.30455515
42-383390230000,0.317981142
42-317395480000,0.39266224
42-329393180000,0.31359653
42-105413960000,0.338203405
42-329395650000,0.237272459
42-317392690000,0.392776367
42-317402410000,0.280517872
42-383392810000,0.328637177
42-227385510000,0.248852041
42-329401740000,0.309233815
42-383383000000,0.281476234
42-461405250000,0.265425766
42-461405270000,0.304946732
42-105423230000,0.383666068
42-329408660000,0.27048495
42-317403520000,0.276383407
42-329408060000,0.261755297
42-329415140000,0.250951103
42-329415880000,0.322890792
42-173375410000,0.308051114
42-329416720000,0.261413875
42-329417020000,0.219716032
42-329417480000,0.302257398
42-383398950000,0.355485051
42-329417490000,0.318958572
42-173376320000,0.213495677
42-329417890000,0.368789105
42-115337550000,0.332242038
42-461406440000,0.262700116
42-329418910000,0.31822653
42-329419010000,0.260799109
42-173377060000,0.27632304
42-227392430000,0.306502748
42-227392670000,0.296950922
42-329419550000,0.207721744
42-383400130000,0.340201617
42-317409950000,0.314806816
42-235362190000,0.353586085
42-235362200000,0.31757753
42-329420710000,0.301034633
42-317411340000,0.279891337
42-317412110000,0.27339266
42-329422390000,0.24816411
42-461393760000,0.3020609
42-461387980000,0.253600546
42-003465330000,0.187874052
42-235353780000,0.313104581
42-329387360000,0.226088225
42-383388100000,0.303020371
42-105420290000,0.301381215
42-383390390000,0.372297795
42-173366160000,0.385756117
42-235348890000,0.357106522
42-383389410000,0.314226376
42-383383550000,0.28645946
42-383393430000,0.318272673
42-173373200000,0.339896397
42-317397170000,0.324715942
42-235360540000,0.350363697
42-235356200000,0.269632359
42-105419160000,0.341343423
42-173366080000,0.310072396
42-235351970000,0.35057282
42-329402070000,0.279618344
42-461389510000,0.240225465
42-383391090000,0.300999065
42-235360070000,0.3392189
42-317403860000,0.271914675
42-317405310000,
42-329404200000,0.299461457
42-329412370000,0.293153384
42-329412450000,0.261210997
42-329411360000,0.172698044
42-329412710000,0.299964268
42-317404360000,0.294992272
42-329414340000,0.324900096
42-317406060000,0.282184991
42-329409030000,0.334256894
42-329400530000,0.26898906
42-235359180000,0.307088186
42-383384170000,0.302919174
42-329414700000,0.199429008
42-461402350000,0.303084072
42-461402560000,0.271308797
42-461403560000,0.196533382
42-235353080000,0.293090915
42-235355040000,0.271424525
42-235356660000,0.308430448
42-227390250000,0.314336321
42-383398110000,0.299283754
42-329415100000,0.335563882
42-317407410000,0.314671132
42-317407340000,0.278208087
42-115337460000,0.294451671
42-173375750000,0.329010787
42-329416100000,0.249955242
42-329416700000,0.311399895
42-317407930000,0.254954229
42-317408470000,0.311409669
42-431335080000,0.270456546
42-227391730000,0.297872592
42-317408940000,0.310985212
42-227391680000,0.255788283
42-329418030000,0.25175283
42-329418200000,0.263399544
42-329417870000,0.32021836
42-329418370000,0.237280731
42-329418780000,0.298308886
42-461406500000,0.309383464
42-329418890000,0.3158146
42-329419290000,0.258976194
42-329418830000,0.266104389
42-317410290000,0.29349912
42-317410440000,0.301270758
42-227393480000,0.291992802
42-317410890000,0.302256392
42-329420480000,0.345029969
42-317410690000,0.315625857
42-173377560000,0.311451473
42-383400670000,0.317394514
42-317411740000,0.283307779
42-329422040000,0.3133189
42-329422530000,0.248093502
42-033324470000,0.321727785
42-227394790000,0.315224403
42-317412730000,0.31486859
42-033324500000,0.295214476
42-329423400000,0.252553359
42-317413030000,0.264207421
42-329423320000,0.340206911
42-235362570000,0.301678497
42-461407830000,0.314056697
42-383401970000,0.304934423
42-329424060000,0.324433089
42-235362600000,0.286692765
42-329424190000,0.290418146
42-317414030000,0.287503439
42-461408420000,0.273286968
42-329425090000,0.296381053
42-317414260000,0.25371443
42-317414380000,0.308825787
42-329425330000,0.264641958
42-173379340000,0.319838904
42-235362860000,0.289071822
42-329426370000,0.297947072
42-317415460000,0.245582325
42-383403570000,0.318687436
42-329427260000,0.286025944
42-461408920000,0.256945688
42-317416760000,0.293691251
42-003473700000,0.286325749
42-461400430000,0.336294765
42-383403770000,0.313294293
42-329428670000,0.267151276
42-317417860000,0.281595825
42-317418490000,0.307501096
42-317418580000,0.260543664
42-329429590000,0.310438907
42-329429510000,0.325089361
42-235363470000,0.271324488
42-329430080000,0.304030914
42-329430130000,0.28268935
42-227399670000,0.221769638
42-227399700000,0.278912233
42-329430680000,0.316886876
42-383405120000,0.318810124
42-329431520000,0.318982189
42-461410680000,0.249576339
42-329438500000,0.249343594
42-461411090000,0.250139161
42-317421500000,0.276894545
42-227400380000,0.27882814
42-317421760000,0.322520606
42-329432270000,0.300015657
42-317422060000,0.286934844
42-317421970000,0.289939544
42-461411190000,0.176594345
42-383405870000,0.305931149
42-317422390000,0.288883467
42-329432950000,0.25138673
42-383406170000,0.308352293
42-317422650000,0.303814062
42-329433820000,0.306972237
42-317422990000,0.331705476
42-227402180000,0.226387241
42-227402280000,0.297159931
42-461411970000,0.25539294
42-383406830000,0.3340651
42-317423680000,0.30899373
42-317423430000,0.348170609
42-003480980000,0.305934373
42-227402720000,0.25106072
42-033325270000,0.301127361
42-003481330000,0.282306096
42-461412490000,0.297885732
42-227402560000,0.284223685
42-227402890000,0.24387011
42-329436040000,0.303532726
42-461412690000,0.316558266
42-329436710000,0.297243565
42-461413040000,0.30672521
42-227403150000,0.301035426
42-317425480000,0.315748046
42-317425950000,0.280851247
42-317426130000,0.2773706
42-329437810000,0.289844536
42-329438220000,0.319976191
42-461413510000,0.308408927
42-329438380000,0.352761542
42-383408160000,0.325998069
42-329438690000,0.324485758
42-317427400000,0.2816602
42-173382750000,0.288782948
42-329439000000,0.327250028
42-329439390000,0.241616774
42-317428050000,0.294620056
42-329440380000,0.32864207
42-317428430000,0.283618897
42-461414490000,0.342588604
42-317428700000,0.314142518
42-173383030000,0.304937352
42-227405880000,0.221331618
42-329441410000,0.341004437
42-227406440000,0.220276117
42-227406640000,0.278514751
42-173383520000,0.347408046
42-317405490000,0.295660774
42-329397440000,0.314309544
42-329407090000,0.245778194
42-317401300000,0.289469845
42-227387040000,0.187838482
42-227389210000,0.25757654
42-329444270000,0.303628705
42-461415840000,0.211715741
42-227408810000,0.16641887
42-383409370000,0.292340062
42-227409080000,0.275878251
42-227409360000,0.239414737
42-329397470000,0.313673629
42-329410900000,0.265192042
42-329411900000,0.176891515
42-329404100000,0.255795796
42-329407910000,0.260336457
42-329409230000,0.316405964
42-235353940000,0.320056902
42-105415910000,0.34368346
42-235358540000,0.299281143
42-235356840000,0.323937083
42-461404050000,0.299663029
42-115337340000,0.339636813
42-317404160000,0.296598372
42-329413770000,0.27937721
42-329413840000,0.235534991
42-235356060000,0.313092576
42-105419830000,0.317399589
42-105414150000,0.297873098
42-317401630000,0.287350744
42-003465330001,
42-383382940000,0.298265317
42-235351830000,0.310866486
42-105421400000,0.332405133
42-461394830000,0.257095425
42-461390910000,0.252694883
42-317390450000,0.353368734
42-383384520000,0.30711248
42-105418720000,0.33971842
42-105423110000,0.32707945
42-383390880000,0.305924914
42-235359880000,0.210952763
42-461401570000,0.306635082
42-461393610000,0.291145268
42-235348840000,0.324587047
42-329391050000,0.162726758
42-003470610000,0.264834743
42-383388850001,
42-235364290001,
42-105422830000,0.313704818
42-227388240000,0.295053327
42-227387750000,0.291164108
42-227388950000,0.264553492
42-461401500000,0.303443889
42-461390920000,0.301124103
42-461401770000,0.259819534
42-461389090000,0.246782974
42-461387680000,
42-003472940000,0.277123792
42-461401790000,0.275620477
42-105420550000,0.391068689
42-383379710000,0.302717992
42-461402470000,0.246281478
42-235355290000,0.306672977
42-329395160000,0.30513639
42-235353440000,0.336599066
42-383381270000,0.346227947
42-329391620000,0.28373582
42-317396800000,0.278634233
42-383393790000,0.279021051
42-317393870000,0.307636589
42-329401790000,0.27888475
42-383395940000,0.289800228
42-105419360000,0.329273262
42-105419190000,0.337001367
42-383383700000,0.312068044
42-105417160000,0.33693669
42-235360510000,0.327482108
42-383390860000,0.330410821
42-383384730000,0.290332045
42-383393380000,0.268440807
42-165378950000,
42-173371820000,0.272959512
42-317403390000,0.293961467
42-105417150000,0.335749797
42-383393900000,0.290292037
42-235356670000,0.294268158
42-317401380000,0.330067577
42-317393810000,0.29252331
42-461403160000,0.193276874
42-461404990000,0.277163281
42-461396160000,0.301907967
42-383383280000,0.309665127
42-317396550000,0.276532764
42-383386080000,0.325872818
42-383382110000,0.333417935
42-105418500000,0.316287409
42-383394170000,0.289066356
42-329400090000,0.215790873
42-173359410000,0.265111424
42-329384140000,0.197865614
42-461400660000,0.312534137
42-383386190000,0.364040915
42-227383490000,0.283326594
42-461392390000,0.246477851
42-173367020000,0.322240645
42-329402210000,0.35307326
42-461387030000,0.232973597
42-383384770000,0.324720087
42-227382350000,0.253038039
42-115336710000,0.336136388
42-105417950000,0.343574289
42-105418970000,0.324065663
42-235359940000,0.338490118
42-173371080000,0.278635254
42-383382960000,0.337832821
42-105414280000,0.34388171
42-235351000000,0.365035443
42-317404400000,0.2747279
42-317404730000,0.284474326
42-329398210000,0.286813325
42-329409390000,0.290887039
42-329410340000,0.268356169
42-329410410000,0.168946499
42-329413250000,0.302100562
42-329413590000,0.261407926
42-227385840000,0.26371253
42-317402840000,0.248938199
42-235348920000,0.321818985
42-105418340000,0.362602888
42-329401120000,0.300443161
42-329403140000,0.285846403
42-383383450000,0.282551723
42-383385080000,0.297401581
42-235351730000,0.300389138
42-317396100000,0.324965778
42-329402320000,0.323119715
42-173366900000,0.380624012
42-173366910000,0.320238742
42-105421770000,0.328972056
42-329404080000,0.257127982
42-329406090000,0.242013107
42-329413100000,0.24149382
42-329414450000,0.22505986
42-329410030000,0.255526215
42-329413410000,0.342792739
42-383395540000,0.281272441
42-105421870000,0.340177112
42-105422100000,0.323595071
42-383384670000,0.302061088
42-329396310000,0.2976429
42-235355050000,0.272421774
42-383392940000,0.330978729
42-329395370000,0.303077656
42-461397540000,0.31089794
42-461397670000,0.251195881
42-227382450000,0.270056616
42-105414070000,0.3457048
42-461403340000,0.247275599
42-461404770000,0.26691394
42-173373030000,0.273072949
42-461404070000,0.213150403
42-329405720000,0.307259345
42-329411030000,0.295547812
42-383394720000,0.297849099
42-235348990000,0.299865505
42-235352880000,0.317041488
42-227383510000,0.193971729
42-461384980000,0.35427009
42-033322020000,
42-235356180000,0.274173239
42-383387220000,
42-317384650000,0.267605
42-317406830000,0.287505703
42-383398160000,0.277316617
42-383398430000,0.307687835
42-173375880000,0.279712034
42-317408360000,0.295213163
42-033324240000,0.291658156
42-383399150000,0.325217357
42-003475920000,0.279828727
42-317409610000,0.312161357
42-317409740000,0.317322105
42-383399980000,0.306812486
42-227392840000,0.261737119
42-227393540000,0.22107176
42-227393520000,0.260688547
42-461407190000,0.311721004
42-329420930000,0.355425343
42-461407320000,0.242217282
42-329421870000,0.28911593
42-329421890000,0.264042252
42-227394450000,0.253953457
42-227394660000,0.251553152
42-317412560000,0.291431389
42-235362500000,0.313774314
42-317413210000,0.23425171
42-235362580000,0.301824705
42-227395360000,0.252905983
42-383401800000,0.324287658
42-329424000000,0.240288199
42-383401780000,0.340477768
42-173378530000,0.318046261
42-173378800000,0.325171766
42-317414950000,0.28795847
42-329426010000,0.313218073
42-317415170000,0.390359414
42-383403120000,0.346312852
42-461409230000,0.297239241
42-227396870000,0.315135053
42-227396590000,0.290169925
42-461408910000,0.257114387
42-317403490000,0.347865035
42-461396840000,0.326259446
42-105416820000,0.349639097
42-173371530000,0.297970713
42-329426670000,0.267620088
42-329426510000,0.277128052
42-329427570000,0.319653737
42-317418030000,0.343762548
42-227398390000,0.30438125
42-383404550000,0.327904302
42-329430500000,0.234298461
42-227399600000,0.277495035
42-383385960000,0.359290982
42-431333700000,
42-235355780000,0.280521181
42-383393420000,0.34554272
42-383394100000,0.299638991
42-461402220000,0.265184256
42-329402700000,0.261679056
42-173372020000,0.301060419
42-227387330000,0.276845259
42-227388180000,0.193669882
42-227388190000,0.258754651
42-227389080000,0.269059918
42-329408980000,0.191830849
42-317403400000,0.303841681
42-329411410000,0.295243631
42-329413160000,0.271211765
42-329406230000,0.249387079
42-329411930000,0.333590008
42-329413490000,0.329692323
42-329414350000,0.324290423
42-383396090000,0.331774497
42-383397210000,0.290735747
42-383395890000,0.331840029
42-383397180000,0.302849068
42-227399870000,0.266555994
42-317420710000,0.312518323
42-329431170000,0.32523833
42-317420090000,0.297732943
42-317421300000,0.283280181
42-227400920000,0.316765981
42-383405620000,0.281536059
42-383405800000,0.314380577
42-461411550000,0.335184662
42-235364200000,0.287858606
42-329433510000,0.286360136
42-329433540000,0.249644023
42-329434670000,0.285826579
42-317424010000,0.292115836
42-317424520000,0.308575336
42-329436270000,0.315027961
42-317425650000,0.282464227
42-329438200000,0.27629667
42-329438910000,0.277824233
42-383408290000,0.310197422
42-329439420000,0.289094141
42-329439680000,0.246654273
42-317428040000,0.271977488
42-461414210000,0.297672025
42-317428550000,0.295425788
42-461414370000,0.255546715
42-329440990000,0.280968954
42-461415020000,0.246086974
42-227406710000,0.283633231
42-227407510000,0.296115424
42-329443580000,0.353283638
42-003482750000,0.301095348
42-227407770000,
42-329444470000,0.173639159
42-329445150000,0.303036875
42-317390520001,
42-317401360001,
42-317390510001,
42-235362280001,
42-329388510000,0.243044498
42-105421100000,0.365368907
42-003462280000,0.341178847
42-227386210000,0.267517611
42-383387580000,0.333699906
42-317395650000,0.310644615
42-227383850000,0.29508106
42-317390520000,0.334793709
42-317399570000,0.338581047
42-235354270000,0.281767116
42-383382570000,0.382478338
42-317401500000,0.314319844
42-461399010000,0.324588214
42-461394240000,0.315049222
42-317401360000,0.304959468
42-329404460000,0.280694782
42-461384740000,0.25512984
42-461398770000,0.324661074
42-235359410000,0.270727809
42-235359420000,0.296939058
42-329383720000,0.257622474
42-105419410000,0.372936832
42-317390510000,0.322306661
42-383394220000,0.28301355
42-235355400000,0.22893963
42-173372310000,0.326484915
42-383388550000,0.362270362
42-235359310000,0.329560383
42-461391550000,0.343460771
42-461393270000,0.228160818
42-329415120000,0.270171143
42-227390060000,0.298094156
42-227390040000,0.274848712
42-105423620000,0.329363765
42-317407580000,0.28959727
42-329415790000,0.290871035
42-461405430000,0.299641538
42-329416170000,0.314031817
42-383398380000,0.324414061
42-173375660000,0.313158347
42-383398540000,0.282820822
42-461405870000,
42-329417720000,0.285690239
42-227391700000,0.288730385
42-383399180000,0.385960963
42-105424110000,0.345880926
42-227391770000,0.294128764
42-461406320000,0.267143594
42-329418650000,0.24379433
42-383399640000,0.28932236
42-227392030000,0.292679276
42-383399790000,0.31193459
42-173377110000,0.277189139
42-227392580000,0.292646779
42-383400000000,0.288260607
42-173377210000,0.310009983
42-173377010000,0.301549873
42-227393130000,0.267444443
42-317410640000,0.285781691
42-461406950000,0.271092769
42-227393570000,0.286235316
42-227393640000,0.273322968
42-003476650000,0.288017194
42-235362280000,0.282171911
42-317411490000,0.287953611
42-383400790000,0.332328304
42-317411760000,0.307947174
42-329422420000,0.281077914
42-329422370000,0.247954676
42-461407580000,0.199163949
42-329422790000,0.334805673
42-227394870000,0.245153988
42-329421570000,0.266655562
42-003477550000,0.2684636
42-329422830000,0.370049891
42-317413370000,0.286562577
42-383401940000,0.2906745
42-383402380000,0.325056865
42-317414080000,0.278755195
42-227395410000,0.309575444
42-227396000000,0.245805303
42-329425080000,0.281985675
42-173378910000,0.28270007
42-227396200000,0.260291936
42-461409000000,0.352218694
42-461409070000,0.303247266
42-317415030000,0.318507364
42-317415400000,0.303009877
42-033324760000,0.281829082
42-227396910000,0.21592678
42-329426910000,0.276390746
42-317416410000,0.282289758
42-329427400000,0.344013682
42-317416820000,0.286530606
42-033324860000,0.296606497
42-173379440000,0.263544462
42-173379540000,0.332095751
42-317417070000,0.358489251
42-383403830000,0.267630742
42-173379630000,0.292071737
42-173379890000,0.281949387
42-173380480000,0.322787733
42-317418840000,0.31621521
42-329430170000,0.172400053
42-317419640000,0.217003867
42-317419790000,0.315154782
42-317419890000,0.277025351
42-003479970000,0.291647469
42-173380560000,0.280063941
42-235363880000,0.326916494
42-227400110000,0.257773925
42-383405430000,0.303019889
42-235363930000,0.326916494
42-317421170000,0.299459531
42-003480150000,0.263966825
42-317421260000,0.284517858
42-329432100000,0.29838338
42-329432260000,0.22263204
42-329432310000,0.310789607
42-317421630000,0.289693687
42-329432560000,0.322037427
42-317421750000,0.306955932
42-033325150000,0.292964083
42-329432850000,0.15269124
42-329433320000,0.299967178
42-227401260000,0.282114607
42-003481310000,0.242009937
42-317424440000,0.285122449
42-317424450000,0.285251336
42-461412530000,0.297267773
42-317424290000,0.278147046
42-317424680000,0.302283658
42-317423920000,0.311899727
42-003481420000,0.198403431
42-461412940000,0.249958663
42-329436510000,0.285942425
42-003481710000,0.332271516
42-173382280000,0.319625227
42-227403550000,0.297086958
42-329437230000,0.29439652
42-329437200000,0.208041451
42-461413310000,0.309299997
42-173382390000,0.301941505
42-317426590000,0.283148166
42-329437850000,0.268861085
42-329438320000,0.321973294
42-173382540000,0.316380113
42-227404370000,0.255454465
42-227404180000,0.298692155
42-461413690000,0.28230651
42-461413620000,0.282351491
42-317427290000,0.247163753
42-329439230000,0.269032679
42-227405080000,0.273376796
42-329439360000,0.289269634
42-003482170000,0.27712907
42-317428100000,0.295541749
42-227387790100,0.296402013
42-317428360000,0.217780515
42-317428460000,0.307958556
42-317428470000,0.245122727
42-235364410000,0.26942616
42-227405620000,0.178683831
42-227406320000,0.282629931
42-329441400000,0.305012964
42-317430390000,0.294412561
42-173383500000,0.287762159
42-317430810000,0.310498781
42-317430910000,0.255968163
42-003481780000,0.222377687
42-227407920000,0.239356472
42-383409110000,0.270399974
42-227408330000,0.17330364
42-461415890000,0.276093003
42-461416080000,0.248097734
42-227408600000,0.30092048
42-317432840000,0.322348998
42-317433100000,0.303951182
42-173383910000,0.283688441
42-173383950000,0.309689126
42-173383990000,0.274915601
42-173384320000,0.28894144
42-317433840000,0.301745969
42-383409620000,0.317971082
42-227410890000,0.247615013
42-329448960000,0.188361769
42-383378120000,0.340656563
42-173347030000,0.274596666
42-227389850000,0.323149609
42-227389870000,0.248465526
42-383396900000,0.299173357
42-105416830000,0.349888542
42-383394900000,0.314824834
42-329414990000,0.299863858
42-105423560000,0.35061887
42-383398170000,0.340721279
42-317407130000,0.336354166
42-033324140000,0.295140889
42-461405780000,0.210763272
42-329416450000,0.310926415
42-317407710000,0.320176954
42-235361950000,0.304281239
42-227390920000,0.299255289
42-461406020000,0.261674463
42-329417130000,0.33188333
42-235361990000,0.278088956
42-329417460000,0.247430922
42-173376250000,0.27114183
42-173376270000,0.271365923
42-227391560000,0.263434738
42-317408960000,0.319320887
42-461406250000,0.337719243
42-105424230000,0.303413777
42-383399510000,0.336792638
42-329418580000,0.137387278
42-173376840000,0.321337061
42-173376930000,0.307064166
42-461406490000,0.252691149
42-227392460000,0.181278973
42-173377030000,0.305293814
42-317410330000,0.285096401
42-173377410000,0.331641027
42-173377600000,0.28406562
42-317411200000,0.293512666
42-329420640000,0.33293617
42-317411090000,0.226004433
42-173377540000,0.312819346
42-173377650000,0.300351714
42-329421540000,0.262652878
42-329421940000,0.28849216
42-383400990000,0.282302339
42-329422450000,0.29970192
42-329422560000,0.30396243
42-329422740000,0.172316248
42-329423160000,0.251007041
42-173378360000,0.322950523
42-383401810000,0.324655952
42-461408090000,0.351638444
42-329423370000,0.353675548
42-317413300000,0.29194635
42-329424760000,0.271587813
42-329424750000,0.24300894
42-329425190000,0.324059323
42-329425170000,0.325164236
42-227396250000,0.23347506
42-173378960000,0.280955005
42-329424660000,0.301659872
42-329425480000,0.310780282
42-227396370000,0.27655804
42-317414890000,0.285545792
42-461408790000,0.305188012
42-329426070000,0.324893377
42-461408360000,0.226516437
42-227396750000,0.224877157
42-235362880000,0.306600614
42-317415340000,0.330532886
42-329426250000,0.29111206
42-461409270000,0.283118467
42-317415980000,0.298281723
42-317416030000,0.294143761
42-135435730000,0.214967562
42-317416370000,0.314237949
42-105424620000,0.337700837
42-227397360000,0.30480872
42-329427890000,0.323957773
42-227397620000,0.322205453
42-317417100000,0.312136338
42-227397860000,0.296811885
42-227397930000,0.254514832
42-227398180000,0.36759748
42-317418390000,0.268312505
42-173380120000,0.288058112
42-383404460000,0.325770962
42-383404510000,0.292174766
42-383404800000,0.317709172
42-461410510000,0.274364145
42-461410570000,0.269585387
42-227399490000,0.270912614
42-173380840000,0.311098607
42-461410860000,0.252068676
42-329430630000,0.244079737
42-329431720000,0.296898766
42-227400470000,0.299619618
42-329431820000,0.275490007
42-461411240000,0.258606937
42-317421730000,0.323406839
42-317421790000,0.322375927
42-235364150000,0.239753955
42-329432720000,0.310456793
42-317421950000,0.290840619
42-033325180000,0.295074521
42-227401640000,0.29018021
42-173381600000,0.309630127
42-329433910000,0.30314614
42-329433880000,0.255214638
42-227401780000,0.31521473
42-317423140000,0.28537297
42-329433230000,0.408013525
42-227402070000,0.301168733
42-227402370000,0.31808415
42-317423520000,0.301279046
42-003481150000,0.235847627
42-461412370000,0.340858101
42-227402880000,0.246378284
42-317424740000,0.295858361
42-329436240000,0.288042056
42-383407150000,0.334508798
42-003481600000,0.30424862
42-227403020000,0.29445325
42-329436730000,0.325792123
42-329436750000,0.273630613
42-227403300000,0.320156326
42-235364320000,0.215784533
42-317425970000,0.311416316
42-329437890000,0.249888252
42-461413660000,0.275814222
42-227404580000,0.31193395
42-329439240000,0.270314823
42-317427730000,0.328909975
42-317427830000,0.293431951
42-329440070000,0.322711527
42-165385030100,
42-165384220100,0.298440942
42-317428490000,0.194126685
42-329440800000,0.29205942
42-227406190000,0.256904586
42-329441740000,0.313996757
42-227406960000,0.205430305
42-329443560000,0.331538607
42-003482820000,0.289663429
42-317431880000,0.293869125
42-317416450000,0.333015353
42-329444170000,0.298100464
42-227408310000,0.175008399
42-461416020000,0.189121203
42-329445220000,0.30454627
42-227408570000,0.298178683
42-227409350000,0.266359319
42-173384680000,
42-173370960000,0.2706177
42-235349820000,0.311870184
42-461400690000,0.107926341
42-329387490000,0.242701036
42-235351790000,0.313263107
42-383378700000,0.300205478
