Well_ID,TotalOrganicCarbon_WTPCT
42-329409390000,1.378823914
42-329410340000,1.773136404
42-329410410000,1.0009786
42-329413250000,1.596517438
42-329413590000,1.431708355
42-135413660000,1.5174335
42-227387330000,1.908194271
42-227388180000,0.910006643
42-227388190000,1.367292609
42-227389080000,1.562648235
42-329408980000,1.011504711
42-317403400000,2.0763341
42-329405370000,1.983571
42-329411410000,2.207638257
42-329413160000,1.733092248
42-329404180000,1.5298629
42-329406230000,1.241509792
42-329411110000,2.3838215
42-329411930000,1.501223569
42-329413490000,2.172975359
42-329414350000,1.48808923
42-383396090000,2.133014931
42-383397210000,1.882973713
42-105414410000,1.670946
42-105421960000,1.5948136
42-105417820000,1.537739
42-105423430000,2.543534327
42-135434510000,0.685263096
42-173371150000,1.5324602
42-173372430000,1.608423757
42-173374040000,1.169538333
42-173374980000,2.236779459
42-173374990000,2.502775886
42-227387480000,2.242525957
42-227386810000,1.0397378
42-227389070000,1.531872243
42-227388660000,1.748963336
42-235360060000,1.340535106
42-317403790000,1.635486775
42-317405330000,1.926152996
42-317405760000,2.023347363
42-329408550000,1.396684262
42-329411580000,2.414959695
42-173339990000,2.388485736
42-235348990000,2.100983094
42-383395890000,2.099286794
42-383397180000,2.016621745
42-461402730000,1.945227446
42-461403670000,2.279516389
42-461404020000,1.21255261
42-461397900000,2.1929524
42-461399550000,1.6846671
42-235352880000,2.164016069
42-227383510000,0.926755877
42-461384980000,1.864804206
42-235357780000,1.972990729
42-105415210000,1.858789194
42-329385340000,1.097888894
42-135430500000,0.695280106
42-329390620000,3.145774396
42-003470420000,1.757728981
42-173350420000,2.10170535
42-317406830000,1.834864844
42-383398160000,1.347433869
42-383398430000,1.85073433
42-173375880000,2.013498429
42-317408360000,2.181114152
42-033324240000,1.607115424
42-383399150000,1.939237882
42-003475920000,1.645747159
42-317409610000,1.988162182
42-317409740000,1.455391679
42-383399980000,2.2553973
42-227392840000,2.346410794
42-227393540000,1.030131476
42-227393520000,1.349711564
42-461407190000,2.183249048
42-329420930000,2.135257672
42-461407320000,1.62308183
42-329421870000,1.30362009
42-329421890000,1.891835057
42-227394450000,2.272669756
42-227394660000,1.202773642
42-317412560000,1.947047442
42-235362500000,2.168675777
42-317413210000,1.391822673
42-235362580000,1.677909505
42-227395360000,1.71312808
42-383401800000,2.470669843
42-329424000000,1.934600582
42-383401780000,1.372830421
42-173378530000,2.425735145
42-173378800000,1.836369717
42-317414950000,1.7266217
42-329426010000,1.8556941
42-317415170000,2.557978859
42-383403120000,2.063480086
42-461409230000,1.281379313
42-227396870000,1.812329955
42-227396590000,2.2778563
42-003474690000,0.755481843
42-003454940000,1.839214
42-105421430000,2.123246
42-317404700000,1.70555655
42-329404080000,2.301039753
42-329406090000,1.24049039
42-329413100000,1.3763845
42-329414450000,1.2633611
42-329410030000,1.570498591
42-329413410000,1.616938722
42-383395540000,2.063969731
42-383388960000,1.8483523
42-383390150000,1.701327546
42-383392430000,1.439802
42-383392940000,2.260356722
42-461403340000,1.273073055
42-461404770000,1.578826564
42-461404070000,0.90764912
42-173381770000,1.300387333
42-173347030000,1.560681013
42-227389850000,1.7173188
42-227389870000,2.052124775
42-383396900000,1.9912222
42-105416830000,2.0557302
42-383394900000,2.365557574
42-383380850000,1.740460018
42-329414990000,2.093773263
42-105423560000,2.2083004
42-383398170000,1.991192222
42-317407130000,1.930814287
42-033324140000,2.030769905
42-461405780000,1.042425522
42-329416450000,1.800527195
42-317407710000,2.389767569
42-235361950000,1.791715747
42-227390920000,2.084487524
42-461406020000,1.83282843
42-329417130000,2.307760261
42-235361990000,1.22456672
42-329417460000,1.642814035
42-173376250000,1.631091422
42-173376270000,1.627580409
42-227391560000,1.481487165
42-317408960000,2.102162113
42-461406250000,2.414503322
42-105424230000,1.742072583
42-383399510000,1.811691259
42-329418580000,0.727424616
42-173376840000,2.105443488
42-173376930000,2.488328145
42-461406490000,1.901283471
42-329419110000,2.1383853
42-227392460000,0.996986265
42-329419940000,0.870735455
42-173377030000,2.295803057
42-317410330000,1.23420534
42-173377410000,2.06761698
42-173377600000,2.516183914
42-317411200000,2.094815735
42-329420640000,1.8061771
42-317411090000,1.513229044
42-173377540000,2.639585076
42-173377650000,2.094980473
42-329421540000,1.605900617
42-329421940000,1.934608968
42-383400990000,1.913917421
42-329422450000,1.6058462
42-329422560000,1.6312287
42-329422740000,0.956298946
42-383401440000,1.5595045
42-329423160000,1.7818448
42-173378360000,1.9563371
42-383401810000,2.47232061
42-461408090000,1.935411539
42-329423370000,2.054819423
42-317413300000,1.958163775
42-329424760000,1.92280123
42-329424750000,2.119418096
42-329425190000,1.747742944
42-329425170000,1.768514553
42-227396250000,1.163145059
42-173378960000,1.563943038
42-329424660000,1.48498624
42-329425480000,3.275564491
42-227396370000,1.264811155
42-317414890000,1.268905833
42-461408790000,2.212266007
42-329426070000,1.938110659
42-461408360000,1.392240957
42-383403030000,2.2131424
42-227396750000,1.478649505
42-235362880000,1.697512386
42-317415340000,2.606857219
42-329426250000,1.960911432
42-461409270000,1.938951944
42-317415980000,1.821798239
42-317416030000,1.3895904
42-135435730000,1.150195218
42-317416370000,2.393757862
42-105424620000,2.285875077
42-227397360000,1.842406394
42-329427890000,1.975547817
42-227397620000,1.987724193
42-317417100000,2.005900496
42-227397860000,1.768077365
42-227397930000,1.542967362
42-227398180000,2.430420017
42-317418390000,1.456125291
42-173380060000,1.9678982
42-173380120000,1.914455117
42-383404460000,2.510617641
42-383404510000,2.218229429
42-329429680000,2.182562875
42-383404800000,2.276403214
42-461410510000,1.496952473
42-235363560000,2.1314328
42-461410570000,1.637915643
42-227399490000,1.315284763
42-173380840000,1.522727724
42-461410860000,1.17113906
42-329430630000,2.496663552
42-329431720000,2.05036052
42-227400470000,1.865998948
42-329431820000,1.494833121
42-461411240000,1.321239653
42-317421730000,2.07899296
42-461411350000,0.5616942
42-317421790000,1.831369565
42-235364150000,1.035031668
42-329432720000,1.5553321
42-317421950000,1.954535711
42-173381420000,1.5952296
42-033325180000,1.959183722
42-227401640000,1.441192293
42-173381600000,1.8806093
42-329433910000,1.338752171
42-329433880000,1.68021467
42-461411920000,1.8951899
42-227401780000,1.612043087
42-317423140000,2.37141505
42-329433230000,2.536554667
42-227402070000,1.630158046
42-227402370000,1.8882345
42-317423520000,1.794449571
42-003481150000,1.429644655
42-461412370000,2.3952455
42-227402700000,1.937136764
42-317424260000,1.6805099
42-227402880000,1.19910415
42-317424740000,1.72055696
42-329436240000,2.138520304
42-383407150000,2.090310654
42-003481600000,2.222461786
42-227403020000,2.010411
42-329436730000,2.051127538
42-329436750000,2.115926173
42-227403300000,1.746079041
42-235364320000,0.954401027
42-317425970000,2.222375253
42-329437890000,1.609099738
42-329438260000,2.3716013
42-461413660000,1.253623447
42-383407780000,1.1212542
42-227404580000,1.749490418
42-317427110000,2.080459863
42-329439240000,2.321156356
42-317427730000,2.185293414
42-317427830000,1.756256692
42-329440070000,1.524966646
42-165384220100,2.343481995
42-317428490000,1.166611251
42-329440800000,1.347327436
42-317429640000,2.380940061
42-227406190000,1.403883806
42-227406340000,0.4498424
42-329441740000,1.407341604
42-227406960000,1.027921428
42-329443560000,1.107864148
42-003482820000,1.730894812
42-317431880000,1.872596348
42-317416450000,1.463138967
42-227407650000,2.349030685
42-329444170000,1.874526183
42-227408310000,0.822553367
42-461416020000,0.907290532
42-329445220000,2.025447476
42-227408570000,1.991929804
42-003483110000,1.742721067
42-003483240000,1.061251476
42-173384110000,2.6822696
42-329446050000,1.722482376
42-227409350000,1.541302909
42-383409540000,1.905671367
42-383409580000,1.9707227
42-227409900000,1.324024004
42-317434170000,1.850597983
42-227409950000,1.591421104
42-227410290000,1.964328
42-317434240000,2.260380443
42-173384820000,2.988895
42-461417480000,1.010896091
42-329448340000,1.6446259
42-461417670000,1.8537886
42-173384930000,1.5458935
42-461417870000,0.826206622
42-461417970000,1.138441
42-461417910000,1.1047294
42-329449240000,1.89946
42-329449990000,1.7612638
42-317436950000,2.481499
42-317437260000,2.1946008
42-227412840000,2.0156999
42-461408910000,1.269031726
42-329426670000,1.17386556
42-329426510000,1.715442565
42-329427570000,1.756880871
42-317418030000,1.970425567
42-227398390000,2.2250266
42-383404550000,1.751893546
42-329430500000,1.33331973
42-329430480000,1.954334
42-227399600000,1.369058725
42-227399870000,1.720135112
42-329431000000,1.522334826
42-317420710000,1.53806182
42-329431170000,1.505259414
42-317420090000,2.139943865
42-317421300000,2.353142679
42-227400920000,1.8781616
42-383405620000,2.021339448
42-383405800000,1.810917136
42-317422130000,2.0875154
42-461411550000,1.736414004
42-235364200000,1.753693717
42-329433510000,2.065820674
42-329433540000,1.373232395
42-329434670000,2.310895913
42-317424010000,2.018272437
42-317424520000,2.520337227
42-329436270000,2.109651422
42-317425650000,1.393141735
42-329438200000,1.664989411
42-329438910000,1.357141481
42-383408290000,1.7900195
42-329439420000,2.022701823
42-329439680000,1.74869347
42-317428040000,1.832809706
42-461414210000,1.461047385
42-317428550000,2.164637855
42-461414370000,1.7439788
42-329388510000,1.33407891
42-105412730000,1.988352821
42-105421100000,1.717938682
42-329440990000,3.362072814
42-461415020000,1.93842267
42-227406710000,1.558564182
42-227407510000,2.020882107
42-329443580000,2.139905971
42-003482750000,1.577903122
42-329444070000,1.907471965
42-329444470000,0.806912984
42-329445150000,1.978031895
42-329446290000,1.729601954
42-003483500000,0.497761097
42-173384570000,2.7225523
42-317434350000,1.804532718
42-227410780000,2.180051
42-329449700000,1.9290425
42-461418190000,0.5598008
42-003484070000,2.3661141
42-227412420000,2.1135576
42-227412520000,2.1135576
42-003462280000,1.838261847
42-227386210000,1.557440273
42-383387580000,2.192848667
42-317395650000,2.151461747
42-227383850000,1.446103311
42-317390520000,1.622942986
42-317399570000,1.23254595
42-235354270000,1.332366441
42-383382570000,2.051526594
42-317401500000,1.737162719
42-461399010000,1.8259685
42-461394240000,1.867411275
42-317401360000,1.52625047
42-329404460000,2.249347243
42-461384740000,1.45600684
42-461398770000,1.824987511
42-235346750000,1.910430294
42-235359410000,1.236532294
42-235359420000,1.409956611
42-383374760000,1.8907422
42-461399090000,1.0438167
42-461403160000,0.939684933
42-461404990000,1.109974861
42-461396160000,2.62930998
42-383383280000,2.100341691
42-317396550000,1.685674111
42-383386080000,2.446750737
42-383378120000,2.15973725
42-383382110000,1.713019623
42-105418500000,1.388751571
42-173370960000,0.9476258
42-383394170000,1.9923208
42-329400090000,0.746142875
42-173359410000,1.246441625
42-329384140000,1.15496328
42-235349820000,2.104490644
42-235345910000,2.112863962
42-461400690000,0.267516322
42-461400660000,2.463186432
42-329387490000,1.303771458
42-235351790000,2.216595671
42-383378700000,1.906907717
42-383387210000,2.201950125
42-173363750000,1.675237747
42-235352920000,1.556510471
42-461396150000,1.8188503
42-235359640000,1.965035073
42-461389710000,1.5236488
42-317380770000,2.015982485
42-461396310000,2.61542999
42-003469550000,1.900327646
42-235353830000,1.567254224
42-461402030000,1.387939876
42-105415530000,2.106336109
42-329402690000,1.4225611
42-329394110000,1.747092982
42-317402980000,2.0720292
42-235356640000,1.657068309
42-317402020000,1.960383233
42-383384730000,1.745607427
42-383393380000,1.20292727
42-173371960000,2.20555676
42-383393450000,1.768999738
42-105420270000,1.706443687
42-461377220000,1.87271575
42-105419200000,1.774411621
42-235359290000,1.801900633
42-383386000000,1.840170804
42-173371820000,1.016097594
42-317403390000,2.107890687
42-105417150000,2.250747094
42-383393900000,1.52781351
42-235356670000,1.542203633
42-317401380000,1.761135991
42-317393810000,2.240428588
42-105414070000,2.1472154
42-173373030000,1.194922559
42-329405720000,1.405866145
42-329407660000,1.2787915
42-329411030000,1.457341847
42-383394720000,1.996803571
42-105415190000,2.367143575
42-105417950000,2.422444326
42-105418970000,1.33712435
42-235359940000,1.875814406
42-173371080000,1.335556821
42-383382960000,2.177482529
42-105414280000,1.919952363
42-235351000000,2.3038836
42-227385840000,1.513522744
42-317402840000,1.546940257
42-235348920000,2.036475642
42-105418340000,1.795289955
42-329401120000,2.058583739
42-329403140000,2.16360625
42-383383450000,1.568332106
42-383385080000,1.806823794
42-235351730000,2.186211843
42-317396100000,1.617873076
42-329402320000,1.907160947
42-173366900000,1.746486387
42-329383720000,0.850195048
42-173366910000,2.323684206
42-105421770000,1.515945129
42-105413030000,2.00477384
42-105421870000,2.485279594
42-105422100000,1.656280212
42-383384670000,2.185217032
42-329396310000,1.910711217
42-235355050000,1.271745681
42-329395370000,2.376188565
42-461397540000,1.9831864
42-461397670000,1.749846841
42-227382450000,1.482811867
42-105422950000,1.5716832
42-383395630000,2.269950296
42-329392490000,1.655642641
42-105419410000,1.75130198
42-317390510000,2.416958253
42-383394220000,1.909313668
42-235355400000,0.973000213
42-173372310000,1.883713571
42-383388550000,2.115366406
42-235359310000,2.233003411
42-461391550000,2.21274919
42-461393270000,1.2089756
42-329415120000,1.5346473
42-227390060000,1.889590817
42-227390040000,2.49760897
42-105423620000,1.60189
42-317407580000,1.8176306
42-329415790000,1.465425357
42-461405430000,1.762782888
42-329416170000,1.896900644
42-383398380000,1.94196896
42-317407790000,2.2831252
42-173375660000,2.211249943
42-383398540000,2.162934248
42-329417720000,1.210615797
42-227391700000,1.865292604
42-383399180000,2.069708194
42-105424110000,2.034728583
42-227391770000,1.719717919
42-461406320000,1.56359617
42-329418650000,1.276660568
42-383399640000,1.750308125
42-227392030000,2.568659253
42-329419070000,2.1383853
42-329419160000,2.1383853
42-383399790000,2.373381289
42-173377110000,2.290332491
42-227392580000,2.056793787
42-383400000000,1.572371033
42-317410230000,1.9534104
42-173377210000,2.353715429
42-173377010000,1.782801874
42-227393130000,2.419288876
42-317410640000,2.060901375
42-461406950000,1.914363592
42-227393570000,1.755199558
42-227393640000,1.815371205
42-003476650000,2.177879287
42-235362280000,1.803988918
42-317411490000,2.065641035
42-383400790000,2.121774125
42-317411760000,1.646509459
42-329422420000,1.919549078
42-329422370000,1.85843796
42-461407580000,1.196853482
42-329422790000,1.180382125
42-227394870000,1.337374065
42-329421570000,1.572032238
42-003477550000,1.6844425
42-227395110000,0.7444014
42-329422830000,1.755704971
42-317413370000,1.5847853
42-383401940000,2.18551
42-383402380000,2.259964832
42-317414080000,1.379957414
42-227395410000,1.858149086
42-227396000000,0.852831168
42-329425080000,2.451494122
42-173378910000,2.127412079
42-227396200000,1.89267875
42-461409000000,1.850901042
42-461409070000,2.29492
42-317415030000,2.084552425
42-317415400000,2.084570333
42-033324760000,1.532763474
42-227396910000,1.6152356
42-329426910000,1.980266846
42-317416410000,1.264853558
42-329427400000,1.763032435
42-317416820000,1.589910094
42-033324860000,1.663605474
42-173379440000,1.818855936
42-173379540000,1.862456159
42-317417070000,1.988949658
42-383403830000,1.218278636
42-329428330000,1.354436113
42-329428770000,1.9998868
42-173379630000,2.592943857
42-173379890000,1.397553261
42-173380480000,2.012833721
42-317418840000,2.005689475
42-329430170000,0.942223386
42-317419640000,1.284650809
42-317419790000,1.649278833
42-317419890000,1.318736583
42-003479970000,1.661655433
42-173380560000,1.587810956
42-235363880000,2.1345433
42-227400110000,2.323286244
42-383405430000,1.959553364
42-329430330000,2.2115967
42-235363930000,2.1345433
42-317421170000,2.252494904
42-003480150000,0.754887512
42-317421260000,2.350363429
42-329432100000,1.562562038
42-235364080000,2.0307808
42-329432260000,1.365465333
42-329432310000,1.80443829
42-003480300000,1.8052481
42-317421630000,1.668183709
42-383405770000,2.1893017
42-329432560000,1.62822973
42-317421750000,2.469067886
42-033325150000,2.512309724
42-329432850000,0.85560879
42-461411720000,1.0680234
42-329433320000,1.301640416
42-317422580000,1.7812573
42-227401260000,1.585005718
42-329434410000,2.2031815
42-329434800000,2.019062557
42-317423040000,1.930726823
42-003481310000,1.294813655
42-317424440000,1.664137561
42-317424450000,1.5476716
42-461412530000,2.038328841
42-317424290000,1.602231767
42-317424680000,2.0833186
42-317423920000,1.524928261
42-003481420000,1.09370785
42-461412940000,1.915069789
42-329436510000,2.154511359
42-003481710000,1.933927809
42-173382280000,1.846611446
42-227403550000,1.3935536
42-329437230000,1.545567786
42-329437200000,1.176546238
42-317425290000,2.1370933
42-461413310000,1.558517822
42-173382390000,2.057064695
42-317426590000,2.0012893
42-329437850000,1.576706165
42-329438320000,1.775200733
42-317426820000,2.318444403
42-317426790000,1.852974535
42-173382540000,1.961747591
42-227404370000,1.7575059
42-227404180000,2.02269805
42-461413690000,1.684421838
42-461413620000,1.685933852
42-317427290000,1.302113372
42-329438890000,2.1634004
42-329439230000,2.323294322
42-227405080000,1.430391436
42-329439360000,2.01780125
42-003482170000,1.63886003
42-317428100000,1.674207251
42-227405210000,1.6773628
42-227387790100,2.3969527
42-033320580100,1.466081871
42-317428360000,1.436011271
42-317428460000,1.571796017
42-329440530000,2.141574
42-227405360000,1.8008256
42-317428470000,0.884348304
42-235364410000,1.128441633
42-227405620000,0.955083063
42-317429340000,2.278043
42-317429590000,1.3291382
42-227406320000,1.767380424
42-329441400000,2.00213818
42-329441490000,3.014417
42-317430390000,1.595619079
42-173383360000,1.1983438
42-173383500000,2.67829775
42-317430810000,2.780551515
42-317430910000,1.108699508
42-003482800000,1.723853196
42-383408980000,1.283894071
42-135437680000,0.72031206
42-003481780000,0.836142521
42-227407920000,1.038593825
42-383409110000,1.657472925
42-173383740000,2.901368
42-317432380000,2.2826068
42-227408330000,0.811006551
42-461415890000,1.586574486
42-461416080000,1.720943757
42-227408600000,1.592625741
42-317432840000,1.483861548
42-317433070000,1.8652012
42-317433100000,1.906730441
42-173383910000,2.217967065
42-173383950000,2.518653391
42-003483010000,1.312434606
42-227408950000,2.234383357
42-317433520000,0.8895192
42-173383990000,1.882039695
42-461416490000,0.9501469
42-383409450000,1.8344009
42-173384320000,2.3989265
42-317433840000,1.962693335
42-003483470000,1.674831996
42-317434010000,2.4041408
42-329446570000,1.9210557
42-227409880000,0.770575866
42-383409620000,2.530784459
42-329447160000,1.437017075
42-329447110000,1.9910057
42-329447400000,1.437757119
42-317434300000,2.4450965
42-227410890000,1.073105565
42-329448960000,0.57530759
42-383410020000,1.6982362
42-461417900000,1.1365697
42-329449340000,1.8266393
42-227411520000,1.680504773
42-383410190000,1.6242808
42-003484160000,1.6003016
42-227412330000,2.0223458
42-329450780000,1.5693482
42-227412850000,1.6167127
42-227389180000,1.931245867
42-329411510000,1.5858687
42-329413470000,1.47878271
42-105413310000,1.4906814
42-105417460000,0.9391036
42-461404700000,1.512808973
42-173367550000,1.388317243
42-227360420000,2.034485622
42-329394800000,1.637476467
42-329405870000,1.817606778
42-383384410000,1.997156214
42-329396610000,1.946928478
42-235348910000,2.107034
42-227387440000,2.13810788
42-227388470000,1.5725993
42-235356180000,1.3745378
42-317384650000,2.2216678
42-317403490000,2.2399768
42-461396840000,2.272480996
42-105416820000,2.047768313
42-173371530000,1.872007559
42-003467230000,1.3833987
42-383385960000,2.1233045
42-235355780000,1.5701277
42-383393420000,2.245876206
42-383394100000,2.027405372
42-461402220000,1.427390318
42-329402700000,1.380169288
42-173372020000,2.457619584
42-317406040000,2.306121312
42-317406220000,1.7300543
42-317403630000,1.6759787
42-317406360000,1.596986283
42-329413790000,1.664798125
42-383381320000,1.5741106
42-383387140000,2.334324456
42-461402390000,1.5948532
42-461404440000,1.239168227
42-461391040000,1.53507875
42-235358260000,2.139674029
42-329390970000,1.654834755
42-461394440000,2.230725129
42-461394540000,1.72170476
42-235352780000,1.77511455
42-227382330000,1.607915556
42-173356040000,2.223447013
42-317390590000,2.016160381
42-461394600000,2.263297714
42-135429150000,1.379974435
42-173371200000,1.70775262
42-329401350000,1.5556097
42-317392740000,1.942102328
42-235352360000,2.224633289
42-105419220000,1.584753571
42-105419590000,1.461463722
42-105420890000,1.613260478
42-383379360000,1.867646706
42-003459530000,1.870772925
42-317402540000,1.685843453
42-329398710000,1.690932229
42-383388130000,2.13324074
42-235352490000,1.674141188
42-173369620000,1.3102325
42-317395930000,2.394464753
42-383393400000,2.378465156
42-173374250000,1.910209848
42-227388370000,0.915881766
42-227388700000,2.229431518
42-227389800000,1.850083925
42-235355120000,1.200352767
42-173374350000,2.426930152
42-227388110000,1.5167946
42-227389590000,1.138431935
42-227386970000,2.315005053
42-329404790000,1.618109191
42-317404990000,1.589024782
42-329407670000,2.0959332
42-329412360000,2.14586495
42-329413000000,1.910168017
42-317404290000,1.735955144
42-383395590000,0.975334495
42-329404470000,2.143018422
42-329410210000,1.219940628
42-329411330000,1.098390413
42-329411720000,2.029147019
42-317403360000,2.0338492
42-329414630000,1.85367205
42-317406610000,1.863099487
42-329409930000,1.338491988
42-329411440000,1.573376532
42-329411500000,2.3706012
42-383396970000,1.1363866
42-383395850000,1.0508334
42-383378540000,1.8904778
42-383396560000,2.074622167
42-235356150000,1.528417641
42-383385920000,1.965686894
42-383387560000,2.157773347
42-317387090000,1.4515651
42-317402270000,1.368130575
42-329393690000,3.18986405
42-329405970000,2.0147336
42-383389760000,2.3018835
42-461401970000,1.44140985
42-317370030000,2.05768904
42-383394130000,1.27738113
42-105422120000,1.656280212
42-461391560000,1.649726954
42-329390000000,2.186575647
42-235359300000,2.262055468
42-135429170000,1.7569684
42-173373640000,2.216372573
42-173373790000,2.379668623
42-173374300000,2.199464318
42-173374590000,1.929279653
42-173374620000,2.451488316
42-173375000000,2.25005297
42-227387850000,1.7467524
42-235344900000,1.8827997
42-317405210000,2.257708135
42-329404550000,1.921057157
42-329405090000,1.583606454
42-329411050000,0.919232078
42-329414000000,1.553119495
42-329414130000,1.448548094
42-317404300000,1.751367459
42-329404840000,1.424502477
42-329405310000,2.151134956
42-329406550000,1.543643527
42-329409040000,1.941877616
42-329410290000,1.39881869
42-329412000000,1.710653521
42-329412340000,2.1511834
42-317403600000,1.38358628
42-317404350000,1.786132877
42-329403080000,1.6067077
42-329406680000,1.443776828
42-329391930000,1.753459994
42-383394650000,2.025894753
42-383386450000,2.11489577
42-461402720000,1.3766578
42-461404280000,1.213409691
42-461404300000,1.905149755
42-383392670000,2.111972877
42-173366880000,1.757192819
42-105419630000,2.073274673
42-235355970000,2.287029521
42-235361080000,1.082000475
42-329391780000,1.233714764
42-329393450000,2.003936917
42-461398970000,2.283443253
42-383384580000,2.31192556
42-105413640000,1.7375515
42-383371390000,1.852523415
42-383387610000,2.100130127
42-105412930000,2.022339175
42-227388540000,2.299759475
42-317405150000,1.745094318
42-317405240000,1.977063645
42-317406380000,2.103472673
42-329403750000,2.113220747
42-329407250000,0.8041766
42-329407700000,2.1259956
42-329408260000,2.036595371
42-329408630000,1.872857253
42-461403270000,1.099956087
42-383388580000,1.706744704
42-235350020000,2.008892941
42-383398000000,2.039065981
42-329415010000,1.654653106
42-317406990000,2.01415405
42-317407400000,1.778766947
42-383398340000,2.168344059
42-235361890000,1.4716759
42-227390740000,2.20157388
42-317407540000,1.462524
42-329416940000,1.314234448
42-383398940000,2.200056367
42-329417050000,2.301914895
42-329417180000,2.255831464
42-383399260000,1.961359076
42-383399460000,2.176361314
42-329418360000,1.725139233
42-329418920000,1.358246427
42-173377100000,2.33000189
42-329420090000,0.797274464
42-461406980000,1.644072088
42-227393420000,2.293557278
42-235362250000,1.965870633
42-383400510000,2.668425153
42-317410560000,2.160834307
42-317411330000,1.535765956
42-329421500000,1.607564213
42-329421900000,1.580526011
42-329422020000,2.344218559
42-329421380000,1.8846817
42-329422620000,1.441512275
42-317412650000,2.089504332
42-329422310000,0.53460462
42-383401730000,2.003045052
42-317412860000,1.917873274
42-461407780000,2.649740733
42-105424490000,2.038024357
42-317413630000,1.370963334
42-329423430000,1.480911453
42-329424230000,1.694093943
42-329424390000,2.029478812
42-461408340000,2.2000253
42-383402370000,2.250625341
42-329424500000,1.621715178
42-317414300000,1.917879963
42-173378940000,1.626598383
42-383402880000,2.8644085
42-173379070000,1.929987862
42-329425660000,1.508003819
42-235362850000,0.976142028
42-329426130000,1.912393424
42-033324810000,2.427638518
42-317416070000,1.368651709
42-227396570000,1.896793495
42-329427560000,1.743266004
42-227397560000,2.400118765
42-329428030000,0.5806664
42-317417480000,1.925893567
42-461409510000,2.366970891
42-329428830000,1.824340874
42-461409790000,1.8152254
42-227398310000,2.284872264
42-173380180000,2.1718428
42-317418780000,1.967340629
42-329430050000,1.345669691
42-235363620000,2.420995707
42-227399520000,1.532230426
42-227399810000,1.856646909
42-227400030000,1.631304241
42-235363830000,1.296657757
42-003480070000,0.752208952
42-227399610000,1.977167664
42-317421140000,1.68671338
42-317420980000,1.402522035
42-227400250000,1.435231028
42-227400510000,1.59940221
42-227401000000,1.9248936
42-329431700000,1.988309037
42-329431630000,1.86446106
42-173381400000,2.065777
42-329433200000,1.009529326
42-317422810000,2.080904235
42-329433920000,1.855966864
42-329434420000,2.118805
42-227402120000,2.273578288
42-317424150000,1.518045174
42-317423950000,2.067996328
42-317424420000,1.274818481
42-329397570000,1.158476867
42-329397580000,1.162836308
42-461405210000,2.553633147
42-329435650000,1.9448109
42-329436090000,1.326406948
42-173381930000,2.391589281
42-317425070000,1.391559191
42-235364340000,1.46096535
42-173382180000,1.7993785
42-317425610000,2.764529523
42-461413290000,1.568301623
42-461413180000,2.044952145
42-227403920000,0.695068586
42-317426800000,2.318903138
42-173382470000,1.3952802
42-329438590000,2.336080889
42-329438710000,1.8532748
42-383408200000,2.15270327
42-329438820000,1.9488146
42-317427240000,2.012219874
42-317427350000,1.282406541
42-227405040000,1.214398014
42-317427720000,1.547420757
42-461414010000,1.5807323
42-003482110000,1.147798309
42-173382870000,2.342500626
42-317428150000,1.6286939
42-135437530000,1.4606576
42-383408500000,2.222494109
42-383408590000,2.3409304
42-317429390000,1.354001168
42-227406010000,1.99302013
42-173383240000,1.371484
42-173383280000,2.570270674
42-317430050000,2.095625391
42-329441340000,1.996526913
42-317430300000,1.498280417
42-317430560000,2.758186222
42-329442550000,1.7770662
42-329443050000,1.932167138
42-227407240000,2.40025865
42-003482520000,1.623467541
42-317431120000,1.522567683
42-461415450000,1.0740746
42-317431840000,2.74713892
42-329444220000,0.798773006
42-329444290000,1.444810436
42-227407840000,2.265998392
42-329444340000,0.9951707
42-317432310000,1.385128195
42-383409130000,2.579764004
42-329445190000,1.957967236
42-317432740000,2.1029263
42-317433250000,2.002866067
42-461416450000,0.918893878
42-461416410000,1.680271745
42-329445730000,2.61506
42-383409430000,1.8728398
42-461416540000,2.6095374
42-227409390000,1.531706678
42-329446330000,1.339212196
42-329446500000,1.927004
42-329446590000,1.9210557
42-227409780000,0.772194524
42-317434280000,2.4450965
42-329447280000,2.4665723
42-329448520000,1.810154457
42-329448630000,1.7405825
42-317435210000,2.4864764
42-227411640000,0.6554777
42-317436750000,1.7276261
42-135438210000,1.1355914
42-383410360000,1.2775668
42-461418880000,1.6267098
42-317437210000,2.1946008
42-317437320000,2.1946008
42-329451140000,2.0905807
42-329415000000,1.691651167
42-317407890000,2.280727453
42-173375690000,1.811975395
42-461406070000,2.294100022
42-135435230000,1.3569365
42-173376470000,2.000462074
42-173376150000,2.386777325
42-329418160000,2.2573066
42-173376590000,1.60394755
42-383400170000,1.69512461
42-329420020000,1.608121146
42-317411050000,1.498607669
42-329421300000,2.041160969
42-329421200000,1.727437295
42-383401560000,1.179694339
42-317412320000,2.644882291
42-317413360000,1.281985845
42-317412940000,1.401976324
42-383402020000,2.0816362
42-329423170000,2.050307705
42-329424480000,1.596798832
42-383402750000,2.081755784
42-383402950000,1.776731285
42-383403010000,1.929578253
42-317415840000,1.750607563
42-317416850000,1.530776796
42-461409850000,1.876747122
42-227398590000,1.204458233
42-227398630000,2.291034011
42-033325000000,1.952878846
42-003479460000,0.631360601
42-329429090000,1.051447936
42-227398780000,1.875136888
42-317419200000,1.736402441
42-227398960000,1.953449533
42-227399300000,1.44007465
42-317419610000,2.1452687
