Well_ID,TotalOrganicCarbon_WTPCT
42-317430520000,1.58275973
42-235364570000,1.7280151
42-317430930000,1.539237771
42-317431170000,2.454392
42-317431360000,1.428733668
42-329443550000,1.842433443
42-329443870000,1.9030482
42-003481820000,1.573472354
42-227408040000,2.189996752
42-227408060000,1.048982818
42-383409200000,2.260334536
42-461416090000,1.717912361
42-227408770000,2.3562174
42-461416370000,1.679635432
42-329445700000,2.587401
42-329445650000,1.191226842
42-329445800000,1.345879294
42-329445850000,1.6400927
42-003483150000,0.913338134
42-173384410000,2.297178214
42-173384440000,1.855617063
42-329446400000,2.6374488
42-227409690000,2.401004834
42-173384790000,3.0066204
42-383409760000,2.240845267
42-317434570000,1.743799209
42-317434820000,2.299156
42-227410880000,2.180051
42-317435590000,1.7549032
42-329449190000,1.7039382
42-329449270000,1.89946
42-329449420000,1.694713
42-329449740000,1.9290425
42-227411840000,0.6554777
42-317436660000,2.4803128
42-329450590000,2.0070868
42-383410380000,1.2775668
42-461418900000,1.9186126
42-235349970000,2.0525532
42-317404970000,1.461172959
42-329407900000,1.872736794
42-329410130000,1.693975052
42-329410230000,1.966477043
42-329412150000,1.601821077
42-329413340000,1.898154171
42-329395950000,2.0907152
42-329401960000,1.448341386
42-329410140000,1.7272669
42-329412480000,1.947364383
42-329412650000,1.5980061
42-317404200000,1.71161475
42-317405300000,2.1120844
42-317406550000,1.7023005
42-329391340000,1.8578123
42-329396150000,2.212557672
42-329409170000,1.865868067
42-329413750000,1.983571
42-383387350000,1.2490661
42-383377160000,1.9018831
42-383387430000,1.8479191
42-383397470000,1.866362663
42-383397550000,2.069616306
42-461397600000,2.077398296
42-461402490000,1.870341533
42-461404600000,1.427998729
42-461402100000,1.2028382
42-235355880000,2.157738657
42-317401030000,1.823946686
42-003463050000,1.45462458
42-235352930000,1.557336592
42-173363770000,1.980716613
42-383389610000,2.132993247
42-383387390000,2.122879841
42-329405850000,1.85566012
42-329404440000,2.234416869
42-033323700000,1.2591578
42-105415840000,1.7452706
42-135434520000,1.10272846
42-135432170000,1.2811003
42-135432410000,1.368230629
42-173373060000,1.647532714
42-173374060000,1.253186495
42-173374420000,1.696761333
42-173373650000,2.239983609
42-173374760000,2.390753281
42-235360360000,1.4034209
42-227387710000,2.445326569
42-317390040000,1.3991269
42-235355690000,2.16713433
42-329443510000,1.850199973
42-317433040000,2.5584404
42-003484020000,2.018932
42-235349900000,2.195689127
42-329390270000,1.278215178
42-235349550000,2.1265035
42-445323300000,1.673456933
42-317397030000,1.39038951
42-105420210000,2.044844075
42-329396650000,1.7119425
42-235352770000,1.641515744
42-105421990000,1.783197436
42-317392340000,1.72658694
42-235346400000,2.185268968
42-173369740000,1.211950293
42-383384020000,1.621405076
42-227383920000,1.751645206
42-235360500000,1.5307673
42-317393370000,2.080093673
42-173370590000,1.934780467
42-105414480000,1.8560079
42-105418440000,1.686888267
42-003465740000,1.360760777
42-383393350000,1.487079412
42-329404410000,2.438616538
42-317401210000,1.517336114
42-227383440000,1.66714905
42-383382710000,2.086286048
42-173360730000,2.604929941
42-383388000000,1.940826718
42-383382610000,1.775803169
42-317388350000,1.525845354
42-383380700000,1.818489369
42-317389820000,2.389243411
42-383378750000,2.138633537
42-317392590000,0.83262725
42-383386820000,2.035146524
42-033324010000,2.613391729
42-317404390000,1.871545121
42-329414970000,1.999018419
42-317407250000,2.2166667
42-173365100000,1.470094755
42-329396070000,1.527608975
42-329396520000,1.311500344
42-105419700000,1.960112433
42-173351860000,1.221851506
42-329388840000,1.3989758
42-235358950000,2.285752091
42-135429430000,1.38731
42-383385740000,2.164138393
42-461398450000,1.198423065
42-461400010000,1.863092341
42-317398480000,2.459268
42-317407780000,1.8330356
42-329416440000,1.842676764
42-235362040000,1.389750065
42-227392440000,2.336208044
42-329419380000,2.091639956
42-329403490000,2.126196878
42-461392240000,1.186567584
42-227385940000,1.039230896
42-235352090000,2.409530263
42-383384220000,2.30606737
42-235359380000,2.0237146
42-235350130000,1.83641735
42-317404070000,1.661549677
42-329407890000,1.419606215
42-329411470000,2.095566091
42-329414260000,1.765644117
42-105422070000,1.9944402
42-165384200000,2.51906704
42-173370840000,1.3949281
42-227387920000,2.355126271
42-227388390000,2.289094021
42-235354470000,1.880995086
42-329387970000,2.04996745
42-173362810000,2.048983324
42-105422230000,1.529049253
42-383384210000,1.828675677
42-461403710000,1.156283427
42-461404730000,1.417673108
42-105416730000,2.234378924
42-461401550000,2.312677324
42-317404810000,2.690607376
42-329407620000,1.467667609
42-329408040000,1.171059284
42-329410430000,2.080556291
42-329410520000,1.976829433
42-329411290000,0.849243493
42-383391400000,1.7191317
42-383395090000,2.005682593
42-105421760000,1.663996423
42-329391900000,1.730341465
42-235347110000,2.015375987
42-383377560000,1.821603411
42-329389430000,0.967773795
42-235356210000,1.886229013
42-317397880000,0.961979504
42-227379800000,2.37590168
42-135426670000,1.007898433
42-003448810000,1.668361179
42-461396260000,1.742232029
42-461403620000,1.4407837
42-461403720000,1.151138318
42-329393190000,1.71852045
42-235352630000,2.22596805
42-235356250000,1.733738761
42-383386110000,1.93957805
42-235348860000,2.197879117
42-383391840000,1.824803768
42-227384150000,1.8081953
42-317403620000,2.233591567
42-235359400000,2.224173763
42-173357160000,2.091353124
42-235350910000,1.948641084
42-105419990000,2.020514878
42-329391300000,1.34646502
42-235359560000,2.25161844
42-329410440000,1.482997773
42-173368490000,2.1112092
42-329407060000,1.386305276
42-173368470000,2.13358836
42-227382130000,2.465239463
42-235354610000,2.350198559
42-383380000000,1.790747821
42-105421440000,1.179632144
42-461405280000,0.684210653
42-235360860000,1.801900633
42-383382270000,1.600168825
42-383384040000,2.012224333
42-329414800000,1.781229864
42-227389980000,1.522545724
42-383398080000,1.382668413
42-317407240000,1.898506074
42-461405590000,2.169192888
42-329415730000,1.873757292
42-317407180000,1.449825344
42-317407670000,1.573697124
42-329416650000,1.609871215
42-227391100000,1.65183315
42-173375830000,1.2414813
42-317408230000,1.895766656
42-329417090000,1.464970257
42-173375990000,1.990502517
42-329417360000,1.556416744
42-317408640000,1.603952867
42-227391790000,1.818772433
42-329418100000,1.725217211
42-329418170000,1.783008245
42-003476050000,1.678549803
42-329418530000,2.274391891
42-383399560000,1.6350667
42-173377000000,1.6935462
42-317409920000,2.2166667
42-227392550000,1.704751074
42-227392770000,1.173142478
42-003476500000,0.7547541
42-173376990000,1.782199779
42-461406810000,1.0113956
42-317410840000,1.499012194
42-317410730000,2.119058929
42-329420060000,2.104902974
42-329420730000,2.210834218
42-317410680000,1.484706963
42-329420170000,0.7659428
42-383400800000,2.112578815
42-003477040000,0.801728758
42-329422380000,1.814792604
42-329422500000,1.619467918
42-383401060000,1.962949972
42-383401650000,1.548100269
42-105424500000,2.076223775
42-461407960000,1.617428848
42-135435850000,0.659985698
42-383402180000,1.709482836
42-227395770000,2.3987417
42-383402280000,1.89107669
42-235362750000,0.994508246
42-317413950000,2.149931292
42-461408740000,1.53148468
42-383402790000,2.127268436
42-173378810000,2.006159942
42-383402910000,2.8870845
42-461408710000,1.809180491
42-227396560000,2.342210581
42-317415110000,2.279807119
42-317415320000,1.9020102
42-235363030000,2.196674236
42-317415490000,1.75026731
42-329426650000,1.3141806
42-329425700000,2.375603167
42-135435740000,0.394745176
42-329427050000,1.578273671
42-317416350000,2.383732848
42-317416560000,2.0488048
42-173374230000,1.832271792
42-227397410000,1.752791933
42-317417380000,2.218345075
42-173379600000,2.599296182
42-227398170000,1.0296581
42-461410090000,1.561385692
42-317418400000,2.037412926
42-317418380000,2.0352659
42-173380110000,1.614611476
42-227398650000,2.1113152
42-461410380000,2.189069669
42-317419460000,2.066153438
42-317419910000,2.009991665
42-317420310000,1.362756132
42-173380900000,1.602656833
42-317420790000,1.363000265
42-003480120000,1.462176652
42-329431540000,1.591728065
42-317420430000,1.531941013
42-227400310000,1.906832011
42-329431300000,1.7641999
42-317421530000,1.4525428
42-329432050000,1.351610578
42-227400780000,1.01264028
42-173381290000,2.072164191
42-173381370000,2.275881679
42-329432630000,1.81264251
42-461411320000,2.418078827
42-383405970000,1.707445286
42-329432840000,2.103363657
42-383406260000,1.799809695
42-329433650000,1.705833152
42-227401740000,1.7972519
42-329433720000,2.0614358
42-173381660000,1.897303616
42-235364230000,2.200320473
42-227402760000,1.770179045
42-329435490000,1.939018247
42-329435750000,2.281266262
42-329435390000,2.504988378
42-329436110000,1.258460194
42-461412610000,1.807058412
42-461412800000,1.747903796
42-329437060000,1.411562
42-227403720000,1.936374581
42-227403640000,1.806559496
42-105424820000,1.8570347
42-173382340000,2.4842498
42-317426110000,1.766837511
42-329437580000,1.682215624
42-383407490000,1.92995
42-317425560000,1.670431159
42-317426300000,2.045863596
42-329437670000,2.42601911
42-003481980000,1.484754738
42-227404310000,1.77676681
42-317427300000,1.955244021
42-329439080000,1.6310029
42-329439110000,1.9593271
42-317427510000,1.82354394
42-317427620000,1.354342644
42-329439030000,2.098001011
42-329439550000,2.243782735
42-329439940000,1.771691989
42-461414200000,0.672380108
42-461414340000,1.736235459
42-227405280000,1.390783972
42-461409580100,2.075968227
42-317428680000,1.9629923
42-227405290000,1.521182548
42-173383120000,1.6156199
42-329441460000,1.8695508
42-383408720000,1.7680417
42-227406600000,0.65122974
42-461415030000,1.940247535
42-461415000000,1.757264068
42-317430660000,1.680366714
42-227406970000,1.459022352
42-329442890000,1.7154355
42-227407450000,1.109716918
42-003482740000,1.566843687
42-317431850000,2.735284977
42-329444130000,2.148880141
42-227407910000,1.035051275
42-461415770000,1.711979546
42-227408270000,2.240732232
42-383409250000,1.6342924
42-003476480000,0.5786203
42-383400090000,1.402557572
42-461406860000,1.5210376
42-317410510000,1.981581433
42-227393120000,2.457350709
42-173377360000,2.641261643
42-329420600000,1.731648791
42-329421220000,1.754589355
42-329422660000,1.609868429
42-227394690000,0.936581475
42-461407610000,1.699475791
42-317412490000,1.4899588
42-317412460000,2.671215824
42-003477210000,1.884439131
42-003477180000,1.902911109
42-227395130000,1.869608695
42-329423440000,1.711255171
42-461407950000,1.704446945
42-329424280000,1.489376619
42-329424580000,2.435872158
42-461408350000,1.45258617
42-461408220000,1.629120424
42-461408550000,1.517575711
42-461408690000,2.209350109
42-317414510000,1.975783295
42-317415370000,2.372787957
42-329426790000,2.013263739
42-317416080000,1.839184927
42-003478540000,1.0718409
42-317416680000,2.601574687
42-317416750000,1.526300609
42-383403790000,2.411322807
42-329428270000,1.657256125
42-329429240000,1.284443875
42-227398340000,1.959761691
42-461410370000,1.359526667
42-329429810000,1.99752516
42-383404960000,2.056031
42-329430550000,1.630310271
42-003479960000,1.681840418
42-235363800000,2.047197791
42-329431140000,2.234476252
42-317420860000,1.543632048
42-317421830000,1.881927364
42-317421960000,1.459488288
42-227401120000,1.620804529
42-317422160000,1.756828655
42-317422230000,2.065574683
42-227401220000,1.587231467
42-227401420000,1.469965981
42-383406090000,1.1328295
42-329433970000,2.6724756
42-461411870000,1.496963005
42-317423030000,2.357961282
42-317423800000,1.412132943
42-329407950000,2.0832705
42-003483050000,1.344085133
42-461416580000,2.6095374
42-329446090000,1.03358195
42-329446660000,2.341541
42-461417010000,1.261320655
42-383409610000,1.904727122
42-461417170000,1.9117489
42-329447120000,1.9910057
42-317434750000,2.3325512
42-033325450000,1.5441062
42-227411040000,0.70305884
42-317435680000,1.8034439
42-329449290000,1.8266393
42-115338400000,1.3439039
42-227411570000,1.367230932
42-227411910000,0.6476957
42-227411960000,1.9863322
42-383410240000,1.6518885
42-227412500000,2.1135576
42-227412470000,2.1135576
42-329435620000,1.940385456
42-317424630000,1.73952103
42-329436470000,1.534507866
42-227403130000,1.95009818
42-329437000000,1.9390384
42-317427090000,2.189352
42-329439170000,1.819444327
42-003482070000,1.121923204
42-329440220000,1.790403528
42-329440340000,1.637325989
42-329440670000,1.323798745
42-173383170000,2.0935216
42-235364500000,1.791344272
42-329441380000,1.999758518
42-227406830000,2.083709291
42-317430330000,1.436010936
42-329442800000,1.759579537
42-317431490000,1.214900906
42-227407560000,1.425044186
42-173383850000,2.127554032
42-461416150000,1.4106555
42-317433010000,1.576959636
42-329445830000,1.346059212
42-227409260000,1.890692555
42-173384920000,2.629385177
42-227412890000,2.0156999
42-235356290000,2.1243231
42-105421340000,1.58038542
42-227389040000,1.476628733
42-461404190000,1.510528682
42-329402730000,1.848911833
42-173365460000,1.893430255
42-105420170000,2.23180158
42-329403690000,1.856640336
42-329411560000,1.216067386
42-329413580000,1.564583067
42-329412550000,1.860842429
42-329412860000,1.962801176
42-329414570000,0.952319279
42-329401970000,1.344034214
42-329404810000,1.3751117
42-383394770000,1.729531294
42-383396460000,1.856595422
42-383396780000,1.694687018
42-383385150000,1.67143875
42-383397080000,1.884114989
42-383397650000,2.131053278
42-329390420000,1.363415318
42-383396330000,1.919201406
42-461403590000,1.55299945
42-461404120000,1.20778354
42-461400840000,2.659069827
42-461379890000,1.610392489
42-461391640000,1.73322675
42-461397010000,1.304060865
42-173342430000,1.624083012
42-329409340000,1.8233842
42-317407120000,1.716649179
42-329415590000,2.11166337
42-329415950000,2.383103847
42-317407060000,1.541105823
42-329416580000,2.016128453
42-235361920000,1.08730658
42-329416770000,2.141575013
42-329416620000,1.634420979
42-383398990000,1.831549026
42-227391830000,2.38622052
42-329418240000,2.320489312
42-461406350000,2.440339481
42-235361870000,1.692226663
42-227392060000,2.34777986
42-173376810000,1.932986965
42-227392680000,1.286268025
42-329419880000,1.952650304
42-235362210000,2.02518581
42-329420370000,2.009535773
42-003476680000,2.222019639
42-329422000000,2.474795211
42-317411940000,2.127950423
42-329422240000,1.618393206
42-317412060000,1.575496853
42-329422440000,1.619706235
42-317412350000,1.93414165
42-227395340000,0.758104895
42-227395860000,2.334643475
42-461407700000,2.650406109
42-317415930000,1.743305874
42-329426920000,2.007323739
42-173379520000,1.9290718
42-329427360000,2.339102659
42-173379710000,1.7685654
42-317418000000,1.503052641
42-383404320000,2.033803124
42-227398240000,0.852295665
42-317418570000,1.867487772
42-173380280000,2.457446828
42-461410430000,1.109049464
42-317420240000,1.357239422
42-235363640000,2.429349806
42-329430800000,1.585872805
42-329430600000,2.484875262
42-317421280000,1.680504242
42-227400690000,1.580791076
42-227400950000,2.455723563
42-329431380000,1.2817941
42-317421900000,1.857247339
42-227401110000,1.458480147
42-461411260000,1.3248152
42-383406010000,1.906241394
42-317422700000,1.481869092
42-317422850000,2.395656824
42-317422960000,1.494641455
42-461412180000,1.504196819
42-317423380000,1.619345425
42-461412910000,2.125706167
42-329436460000,1.820538433
42-003481650000,1.828439529
42-329436840000,1.671966589
42-461413030000,1.726010328
42-227403140000,1.841225775
42-227403260000,1.417686258
42-227403270000,1.894065964
42-329437640000,1.983676
42-383408270000,2.120562558
42-317428220000,1.7606119
42-461409590100,1.160213964
42-317429010000,1.591124961
42-329441000000,3.364946723
42-227406210000,1.30424379
42-461414760000,1.3294265
42-227406880000,1.393876204
42-317430720000,1.391269065
42-317430750000,1.668598886
42-329443020000,1.928269275
42-317431210000,1.346959811
42-317431250000,1.621148675
42-329428690000,2.086216148
42-329444610000,0.813227239
42-329444940000,1.568449704
42-317432750000,2.1029263
42-317432810000,1.953575578
42-227408670000,2.341989975
42-317433200000,1.899356361
42-329445560000,2.317894445
42-329445840000,2.002115481
42-227409090000,2.383116929
42-227409310000,2.350614182
42-383409530000,2.604250913
42-135437930000,0.844192122
42-461416990000,1.82203877
42-329447170000,2.4665723
42-317434490000,1.517086904
42-317434590000,1.989952891
42-317435170000,2.322644736
42-329449400000,2.6263523
42-227412350000,2.0223458
42-383410220000,1.6518885
42-227412400000,2.1135576
42-317437250000,2.1946008
42-173374090000,1.154599505
42-227387760000,1.806718026
42-329397460000,2.151064241
42-329411980000,0.934915457
42-383388310000,1.9223042
42-383391790000,1.880909568
42-383396820000,1.782120859
42-461401220000,2.286901094
42-461400250000,1.507933053
42-317397610000,2.542837189
42-235358370000,1.549481306
42-003470630000,1.85017802
42-383381520000,2.003464771
42-235356320000,1.69591995
42-461397180000,1.589340833
42-383374890000,1.852723341
42-235354320000,1.726344487
42-173366340000,2.145902767
42-383389820000,2.294431578
42-383389860000,2.172392372
42-329389980000,1.925593265
42-105415130000,2.253042248
42-383384820000,2.156043377
42-383385180000,2.320076203
42-235356550000,1.800322644
42-329396790000,2.201092172
42-173372450000,1.362554435
42-235349480000,2.169682778
42-329389000000,1.081539638
42-329401450000,1.679913908
42-329399770000,2.060426779
42-173358480000,2.233137547
42-105422260000,1.970441154
42-329400120000,1.401820772
42-329388460000,1.820363741
42-105416340000,1.6885941
42-105416350000,1.6885941
42-105418050000,2.449449378
42-461393160000,0.980710542
42-235355720000,2.16089099
42-383387680000,2.331721333
42-329389910000,2.362689873
42-317388790000,2.501410171
42-383389650000,2.105124021
42-461386600000,2.528637446
42-461355580000,0.8892816
42-105419730000,1.939926
42-317368960000,1.33012594
42-461391390000,1.429264227
42-235350240000,1.92872134
42-329402540000,1.33079085
42-383387230000,2.048731624
42-115336210000,1.960985
42-105420480000,2.267051894
42-173374260000,1.180557063
42-227388490000,1.644612218
42-227389300000,1.488370381
42-317403570000,1.78507345
42-317404890000,1.710926175
42-329404050000,1.891938156
42-317388780000,2.49149557
42-317397090000,0.785365271
42-329393630000,2.057291714
42-461393620000,1.538251065
42-235350110000,2.14256585
42-329404520000,2.223784791
42-383392550000,2.244267313
42-329396600000,2.1270192
42-329412020000,1.552028742
42-329413020000,1.56789295
42-383395710000,1.976817969
42-383396530000,2.100722484
42-461402200000,1.10897202
42-461403050000,1.289749229
42-461404760000,2.531875609
42-115336800000,1.7472721
42-383393140000,1.962301436
42-173370990000,1.989189513
42-461405200000,1.501749694
42-235361720000,1.697024144
42-383396580000,1.908012554
42-329408320000,0.84108805
42-317404140000,1.546114023
42-329404860000,1.795455544
42-383388510000,1.37844372
42-235361750000,1.613388196
42-329415560000,1.47501335
42-227390540000,1.170212359
42-329415740000,2.146272533
42-383398440000,1.574600535
42-329414870000,1.491063787
42-173375590000,2.088716345
42-329416760000,1.641071483
42-317408210000,1.881577686
42-317408110000,1.9749278
42-227391340000,2.412616963
42-329417340000,3.311140209
42-173376130000,2.197553943
42-329417900000,2.8789358
42-329417740000,2.220135006
42-173376830000,2.125746
42-329418730000,1.747225445
42-317409350000,2.3189157
42-329419200000,1.723582294
42-317409870000,1.691594395
42-329419280000,1.556786581
42-383399910000,2.385146091
42-003476430000,0.745978218
42-227392820000,2.09296175
42-461406690000,1.592594567
42-317410390000,1.65304357
42-105412490000,1.877080972
42-105418870000,2.028214925
42-003458900000,1.477461669
42-235351890000,2.169074625
42-173369400000,2.597266138
42-383384590000,2.085060567
42-227393590000,1.742642696
42-461407130000,1.415879289
42-317411060000,1.530218058
42-461406790000,1.902603791
42-317411380000,1.526146844
42-329420260000,2.2221498
42-173377630000,2.089308322
42-227393910000,1.913542609
42-329421610000,1.620739336
42-227394030000,1.4710165
42-461407440000,2.493758835
42-329422540000,1.58811196
42-383401340000,2.389404723
42-383401360000,2.207726013
42-329422650000,1.660513971
42-003477190000,1.562744652
42-235362520000,2.168082464
42-227395200000,1.020081436
42-317412870000,1.515574147
42-227395320000,1.856956571
42-329423570000,1.6310029
42-173378230000,1.843527922
42-227395440000,1.690704004
42-227395580000,2.306138557
42-329424090000,1.815600577
42-329423940000,2.173023456
42-317414050000,2.03974
42-329424960000,2.017575343
42-461408600000,1.28143355
42-227396290000,1.6203944
42-173378970000,1.538329833
42-329425550000,1.9998868
42-461408660000,1.457482848
42-461409120000,2.302396475
42-317415440000,2.375816214
42-317415240000,2.23740647
42-235362980000,2.190867783
42-317415650000,1.132519313
42-383403440000,2.266521
42-383403470000,1.530504485
42-317416160000,1.458886163
42-329426880000,1.994793825
42-329426330000,1.748587789
42-317416270000,2.177083042
42-383403580000,1.474500043
42-461408880000,1.247522209
42-317416730000,1.365695368
42-329427480000,1.977669768
42-383403630000,1.818272067
42-383403860000,2.1889324
42-329428320000,1.347808861
42-317417670000,2.455090148
42-329427770000,1.434829588
42-383404050000,1.899644762
42-033324900000,2.513697462
42-317418220000,1.246975688
42-173379990000,2.1154351
42-317418610000,1.634186244
42-173380150000,2.1718428
42-461410290000,1.38507635
42-317419350000,2.074954664
42-383404780000,1.482677336
42-227398800000,1.874859356
42-383404950000,2.056031
42-033325070000,1.835388352
42-329430890000,1.679348794
42-173380720000,1.6955655
42-317421540000,1.667162436
42-317420660000,1.3647788
42-173381300000,2.261993909
42-383405930000,1.159891082
42-383406020000,1.720073056
42-227401200000,2.309609331
42-329432900000,1.7181811
42-383394750000,1.954600441
42-383386270000,2.15351632
42-329433410000,1.642011967
42-329433520000,1.627766855
42-317422900000,1.498633873
42-461412010000,0.696348865
42-317422550000,1.462449214
42-461411650000,0.78869706
42-227402210000,1.582101232
42-329433480000,2.12647962
42-329434530000,1.829678935
42-317423690000,1.738542462
42-317423740000,1.659947
42-317423330000,2.067078893
42-317423500000,1.998476383
42-329435180000,2.484271774
42-317423760000,1.864221782
42-227402800000,2.427380156
42-383407060000,2.2859651
42-461412630000,1.934512682
42-173381910000,1.960329492
42-317424940000,1.733561652
42-329436310000,1.816804272
42-227403110000,1.840894719
42-383407260000,1.88490051
42-317425760000,1.784818406
42-227403590000,1.393872686
42-235356440000,1.740270736
42-461402370000,2.1929524
42-383388190000,1.98237125
42-235353060000,1.650357944
42-173361510000,2.157627919
42-329390030000,2.642393145
42-329390190000,2.591271375
42-227381070000,1.428602283
42-383383830000,1.929300909
42-317400960000,1.070713169
42-383385760000,2.175728475
42-105417700000,1.495781
42-173373370000,1.812077959
42-227386920000,1.463065978
42-227387690000,1.932454337
42-317403020000,2.080970668
42-173366070000,2.3550622
42-317392580000,1.739811439
42-383393710000,2.113009822
42-329385040000,1.582735428
42-329402900000,1.744556291
42-383393440000,1.949196228
42-173364060000,1.390302747
42-235351610000,1.524344279
42-317400300000,2.24011661
42-105417130000,1.890973471
42-383393340000,2.660376278
42-317400850000,1.446725356
42-329401590000,1.474994387
42-329410260000,1.339270157
42-329414170000,1.407494112
42-329413220000,2.202031133
42-329414080000,2.039798095
42-383377150000,1.8636773
42-383397050000,2.256616882
42-461404240000,1.924910162
42-461404380000,1.495904167
42-461402690000,1.830165867
42-461404490000,1.435792782
42-105416030000,1.949690459
42-317391460000,1.948794144
42-329401730000,1.276105428
42-329368170000,2.617773781
42-105419000000,1.740763465
42-383389400000,2.00078878
42-461392120000,1.792579657
42-461400960000,2.2273052
42-329402550000,2.0076027
42-461413730000,1.52236679
42-329439520000,1.479663131
42-329439690000,1.964094691
42-135437470000,0.77995425
42-329439800000,2.000270816
42-461414080000,1.630211252
42-329439900000,1.745569107
42-329440100000,1.61854107
42-235357330100,2.268525117
42-329005520100,1.6696783
42-461395780100,1.023863049
42-173377460200,1.751338497
42-033325120100,2.2995455
42-317428450000,1.567694087
42-227405690000,0.655990598
42-003482430000,1.8263979
42-329440860000,1.129795576
42-227406510000,1.009487313
42-317430530000,1.592557655
42-329442420000,1.8283374
42-461415150000,1.148722178
42-227407270000,1.11834726
42-003482500000,1.746791426
42-317431270000,1.604125029
42-329443310000,0.802006104
42-383408910000,1.491686315
42-329444320000,1.78927889
42-329444560000,1.774331627
42-227407990000,2.234707686
42-383409220000,1.409438559
42-329444870000,1.631107631
42-461415960000,1.72103793
42-383409280000,1.6242961
42-329445230000,2.305635388
42-383409330000,1.681495205
42-461416310000,1.680984795
42-329445720000,2.61506
42-317433720000,1.462524
42-329446420000,2.6374488
42-329446370000,1.339487928
42-317434050000,1.148498183
42-227409960000,1.43905615
42-317434360000,1.975014527
42-317434420000,2.2399068
42-329447480000,3.3710117
42-461417610000,1.9322777
42-329448370000,1.7855617
42-227410800000,2.180051
42-173384990000,1.5458935
42-317435610000,1.7549032
42-461417860000,1.636918008
42-227411450000,0.87458324
42-329449250000,1.89946
42-329449580000,1.9290425
42-329449650000,1.7728871
42-329449870000,1.9593271
42-003484040000,1.2563909
42-329450680000,2.61506
42-461418740000,2.091054
42-227412930000,1.386159
42-329399390000,1.413600224
42-383385800000,2.004118178
42-383395480000,2.207480355
42-227385590000,1.02004685
42-235351360000,1.933524828
42-173368210000,2.024349
42-329406480000,1.460554025
42-235360000000,1.283723482
42-317401520000,1.777314106
42-317405610000,1.354856063
42-317405650000,2.4250255
42-317406530000,1.222817782
42-329413080000,2.230673565
42-329409010000,1.950449975
42-329410500000,1.386347448
42-329412200000,1.7033308
42-317403440000,2.085371261
42-317404720000,1.547640225
42-329414320000,2.018941859
42-329408750000,1.61164229
42-329413090000,2.177367826
42-383378360000,1.864366
42-383389570000,1.6345706
42-383396960000,2.024117338
42-383397480000,1.8291341
42-383387450000,1.8393553
42-383392370000,1.439802
42-383397370000,1.882936055
42-383397620000,1.888476367
42-461404010000,0.944193533
42-461404180000,0.951811263
42-461398950000,1.9270022
42-461404090000,1.323213883
42-461395690000,0.7988041
42-317386830000,1.4073063
42-317401000000,2.020626588
42-317405670000,2.0900755
42-329409060000,1.472245261
42-329409830000,1.574231318
42-317404670000,1.959941673
42-317405750000,2.0189013
42-329408520000,1.469457138
42-329409490000,1.1229888
42-317405230000,1.995226277
42-329409880000,1.947662632
42-329411320000,1.925995376
42-383392350000,1.6177648
42-383396120000,1.947657777
42-461403750000,2.483013383
42-461404040000,0.71095911
42-461397120000,1.4640162
42-461404460000,1.591598155
42-461404720000,1.4285392
42-461405170000,2.04754062
42-173374240000,1.866487958
42-317387520000,1.929494832
42-329395440000,1.34367065
42-235356000000,2.00593706
42-173372840000,1.253841229
42-329389840000,2.050234638
42-329401100000,1.48613672
42-105420980000,1.674709031
42-235356160000,1.377935353
42-235352950000,1.504005977
42-461374570000,2.5137642
42-383384150000,1.367386241
42-461390900000,2.349464238
42-461400790000,2.6711202
42-329401380000,1.8453456
42-461401400000,1.763806747
42-235359160000,2.4447086
42-329396080000,2.212146378
42-173368320000,1.3710151
42-329393020000,1.273310286
42-329406630000,1.207583365
42-003470800000,2.176425555
42-317390480000,1.61397855
42-329391740000,2.376511363
42-317377520000,1.823142667
42-383378010000,2.1730428
42-329393440000,1.932557275
42-235358720000,1.644953565
42-383395920000,2.03257571
42-235360850000,1.415633761
42-383398010000,2.073078171
42-329415030000,2.027070394
42-173375380000,2.386672641
42-105423650000,1.622652117
42-461405380000,1.49881555
42-383398330000,1.71891845
42-383398310000,2.228632329
42-227390770000,2.081943343
42-227390950000,1.646255327
42-173375630000,2.069219923
42-173375760000,2.403602487
42-317408260000,1.64750566
42-329416400000,1.600280832
42-317408390000,1.898972965
42-461406130000,0.458394929
42-329417280000,1.578681295
42-329417420000,1.660158905
42-033324260000,1.830346995
42-329417800000,1.708056295
42-329417310000,2.6218257
42-461406230000,1.871383367
42-461406240000,1.684773482
42-329418560000,1.3937936
42-461406480000,1.904596331
42-227392230000,1.436109776
42-383399680000,2.392819018
42-329419040000,2.1383853
42-383399850000,2.372372691
42-383399950000,1.549002363
42-235362160000,2.052733583
42-317410860000,2.0851314
42-383400490000,1.892371644
42-317410720000,2.213248483
42-317411470000,1.542763229
42-461407170000,1.358320809
42-329421430000,1.039402735
42-383400620000,2.104706363
42-227394050000,1.118210069
42-235362310000,1.744508379
42-033324440000,2.041752695
42-329421760000,1.46346096
42-173378120000,2.383621488
42-329422130000,1.422285778
42-317412010000,2.1745067
42-317412370000,1.528972552
42-317412550000,1.932920122
42-033324570000,2.371372148
42-461407640000,1.423637029
42-383402170000,1.840302673
42-317414110000,1.859621364
42-383402440000,1.917379855
42-317413700000,1.409460379
42-317414340000,1.11268606
42-173379080000,1.8992469
42-317414900000,1.15716335
42-317415010000,2.2916579
42-317414910000,2.269058914
42-329424840000,2.06695651
42-383403270000,2.174286767
42-235363040000,2.197599132
42-235363050000,2.197355605
