UID,Calc_Dist
42-227405310000,333.4364299
42-235344850000,849.4109213
42-235347850000,1631.399047
42-235349350000,700.9175095
42-235349520000,791.5892258
42-235349670000,891.5397058
42-235349740000,849.0078117
42-235350260000,1216.202362
42-235351080000,556.6028978
42-235352600000,1326.303918
42-235352730000,1291.267116
42-235352900000,936.3909158
42-235352990000,1331.663757
42-235353940000,964.7799816
42-235354140000,825.4305042
42-235354190000,1176.730322
42-235354680000,1100.247993
42-235355730000,1320.195552
42-235355760000,1435.13007
42-235355880000,550.491664
42-235356030000,1346.225873
42-235356100000,604.9740624
42-235356280000,679.6131274
42-235356370000,1411.331045
42-235356660000,899.3536831
42-235357000000,1309.484192
42-235357510000,763.9431334
42-235357720000,2060.853007
42-235359460000,1412.504787
42-235360040000,1437.225567
42-235361480000,455.8548985
42-235362380000,624.2783348
42-235362730000,877.8256892
42-235362860000,1723.04473
42-235363020000,658.4823025
42-235363160000,301.5169955
42-235363660000,1937.416591
42-235363830000,929.7411966
42-235363920000,657.3680931
42-235364120000,2492.884141
42-235364310000,1270.306849
42-317390080000,916.6088069
42-317392240000,1364.400718
42-317392340000,500.3213387
42-317394620000,1273.716197
42-317395720000,1786.759351
42-317396100000,742.4870994
42-317397030000,2177.871978
42-317400830000,1295.772501
42-317400880000,610.4528673
42-317402030000,491.5707557
42-317402470000,1268.111527
42-317402640000,1216.557442
42-317403030000,388.2933525
42-317403040000,395.8706665
42-317403260000,736.7314223
42-317403610000,700.9371421
42-317403760000,859.7514299
42-317403910000,1815.672029
42-317403970000,331.1149862
42-317404540000,1077.032211
42-317404720000,855.6904151
42-317404730000,1258.781739
42-317405040000,655.0720927
42-317405080000,662.508226
42-317405410000,646.2040373
42-317406010000,1076.287931
42-317406470000,1303.938824
42-317407040000,899.850742
42-317407220000,825.2703531
42-317407430000,650.1111021
42-317408360000,501.0765925
42-317408470000,319.4639772
42-317408530000,591.8427121
42-317408600000,451.4372737
42-317408690000,622.3895977
42-317409590000,869.3734133
42-317409750000,892.7754591
42-317409770000,646.0937955
42-317410480000,318.9367203
42-317411500000,1580.866575
42-317412290000,652.5240145
42-317412320000,1907.315941
42-317412380000,558.7059919
42-317413370000,469.5970063
42-317413590000,744.1468296
42-317413770000,449.1933324
42-317413800000,449.1687437
42-317413810000,1431.264356
42-317414410000,1585.451227
42-317414450000,1110.578766
42-317415030000,1006.656371
42-317415050000,432.0748462
42-317415180000,768.2444291
42-317415280000,408.7527995
42-317415300000,389.1783736
42-317415380000,767.8582098
42-317415740000,1308.63282
42-317415780000,510.3090659
42-317416190000,687.440027
42-317416640000,760.9064265
42-317416810000,904.9579315
42-317417280000,434.8536057
42-317417800000,850.9638554
42-317417910000,407.3585775
42-317418200000,1451.159681
42-317418790000,641.3769725
42-317418950000,928.6097185
42-317419090000,768.8938704
42-317419360000,577.4156058
42-317419440000,830.0574662
42-317419810000,722.6249771
42-317420020000,423.1596608
42-317420540000,1064.851226
42-317421030000,397.5142538
42-317421100000,926.662211
42-317421140000,951.4201448
42-317421250000,934.9935836
42-105413620000,1736.796762
42-105413940000,948.6405122
42-105414430000,1560.865812
42-105414440000,1087.28097
42-105415760000,981.052789
42-105416600000,809.1715154
42-105416870000,885.8142074
42-317421430000,621.352514
42-317421590000,384.0685853
42-317421770000,331.4828354
42-317421830000,851.4359191
42-317421930000,998.3246757
42-317421950000,332.1850162
42-317421990000,324.9216988
42-317423050000,1854.442591
42-317424020000,705.2552918
42-317424400000,881.0174954
42-317425020000,813.177898
42-317425860000,1434.224953
42-317425870000,364.6262565
42-317427360000,880.0366147
42-317427490000,351.7215924
42-317427620000,809.4326716
42-317428640000,388.7101916
42-003458950000,569.6057841
42-105417190000,557.7533694
42-105417600000,918.3475464
42-105418390000,1725.823393
42-105418930000,684.3608706
42-105418980000,1523.372382
42-105419390000,773.4549866
42-105419810000,609.9166254
42-105420030000,724.2800615
42-105420080000,1147.930886
42-105420200000,724.1983368
42-105420410000,1878.58186
42-105420770000,764.5453642
42-105420810000,1533.277532
42-105421920000,775.573918
42-105423420000,1545.488681
42-105423520000,1571.080703
42-003467200000,806.913447
42-003469140000,1166.52476
42-003470640000,548.5187136
42-003474920000,725.5862283
42-003475150000,451.9982309
42-003475300000,1027.922446
42-003475420000,801.5452108
42-003476940000,958.8451248
42-003476950000,586.9483607
42-003477120000,797.3441391
42-003477650000,554.5253784
42-003478150000,956.7711158
42-003480990000,1433.431368
42-003481160000,1006.773267
42-003481170000,943.4447168
42-003481310000,1317.906284
42-003481660000,767.5406292
42-329387490000,618.716297
42-329387710000,1966.311704
42-329388000000,625.9425583
42-329388120000,546.8094837
42-329388460000,1707.21601
42-329389600000,1372.173044
42-329390010000,908.1589035
42-329390600000,2202.02384
42-329391660000,550.4536121
42-329392320000,1006.741781
42-329393010000,1359.701335
42-329393030000,1507.227033
42-329393330000,592.3391877
42-329394830000,1014.162485
42-329395630000,1181.571154
42-329395650000,923.8823364
42-329396070000,1330.410183
42-329396550000,748.850695
42-329396660000,729.4855731
42-329398050000,2368.435173
42-329398190000,895.6229402
42-329398760000,757.9025557
42-329400380000,711.8654137
42-329400740000,718.2260672
42-329400890000,564.072067
42-329401720000,569.6883202
42-329401790000,590.1629299
42-329401910000,1408.307185
42-329402150000,1379.792656
42-329402320000,1335.936099
42-329402460000,707.3402367
42-329402650000,428.1068094
42-329403130000,422.0674541
42-329403480000,798.6446086
42-329403540000,721.1839034
42-329403890000,750.8019289
42-329403940000,672.7301676
42-329404010000,879.1672038
42-329404200000,843.0171876
42-329404610000,707.3170199
42-329406470000,727.6679183
42-329406830000,1324.555946
42-329406840000,1104.65201
42-329407500000,772.4760143
42-329408010000,669.0119612
42-329408030000,658.0812884
42-329408110000,658.2942709
42-329408240000,699.4617461
42-329408620000,973.1665948
42-329408860000,1122.42048
42-329409340000,699.7615497
42-329409360000,670.5470741
42-329409390000,603.4404961
42-329410110000,891.80462
42-329410610000,634.561665
42-329410670000,430.2889474
42-329410740000,853.6737339
42-329411120000,1259.334012
42-329411340000,575.9924097
42-329411390000,935.5208761
42-329411450000,1308.496379
42-329411890000,801.106992
42-329411970000,994.2461977
42-329412090000,690.1691239
42-329412460000,874.1098545
42-329412480000,886.9826519
42-329412510000,1330.018
42-329413080000,678.0291475
42-329413090000,669.428435
42-329413240000,540.0542576
42-329413320000,908.1720998
42-329413460000,1513.524334
42-329413680000,526.7927058
42-329413920000,865.4884318
42-329413940000,766.5892489
42-329414480000,569.3113527
42-329414620000,956.8901277
42-329414730000,341.1994264
42-329414800000,373.6116119
42-329414970000,943.7426792
42-329415100000,733.9536254
42-329415420000,1390.999911
42-329415520000,641.310659
42-329415810000,837.6448239
42-329415850000,324.922392
42-329416140000,697.1229405
42-329416640000,1092.163641
42-329416860000,826.9065529
42-329416880000,1782.94664
42-329417200000,1028.083655
42-329417530000,323.2073174
42-329417890000,656.9925154
42-329418450000,608.8587314
42-329418700000,572.7391483
42-329418770000,630.0568961
42-329418780000,587.0008839
42-329418840000,867.8654823
42-329419340000,405.8942512
42-329419820000,889.2095825
42-329420170000,1050.453227
42-329420350000,1279.011923
42-329420690000,493.3073128
42-329420760000,1455.944302
42-329421520000,1852.063789
42-329421610000,424.8258002
42-329421780000,748.060808
42-329421870000,349.4484259
42-329422110000,387.321348
42-329422150000,463.608329
42-329422380000,1632.124917
42-329422440000,832.3108393
42-329422700000,814.4454336
42-329422750000,530.8056276
42-329422760000,491.1204633
42-329422810000,368.1704599
42-329422870000,667.6968694
42-329423350000,936.5135315
42-329423410000,500.6199477
42-329424200000,467.0959157
42-329424560000,322.424319
42-329424580000,343.0207477
42-329424610000,672.6609525
42-329424960000,628.0953392
42-329425120000,815.9372278
42-329425750000,1773.19525
42-329426030000,618.1153548
42-329426220000,1356.784891
42-329426290000,909.2388857
42-329426330000,804.7930031
42-329426690000,947.8955622
42-329426780000,1036.857322
42-329426910000,357.3751047
42-329427180000,1027.213671
42-329427240000,954.8529502
42-329427280000,812.0417287
42-329427330000,840.1262254
42-329427370000,795.5172085
42-329427420000,934.3537197
42-329427790000,378.0879799
42-329427820000,378.3668294
42-329427910000,393.6488211
42-329428590000,957.1831034
42-329429240000,639.7420425
42-329429430000,666.6022721
42-329429480000,1213.762033
42-329429530000,737.9358716
42-329429830000,942.1652377
42-329430350000,2258.652171
42-329430710000,832.6391847
42-329430810000,463.8506365
42-329431110100,941.1102315
42-329431250000,342.9397118
42-329431650000,608.2742632
42-329431770000,633.9908816
42-329431810000,753.4731659
42-329432110000,1129.324654
42-329432130000,1027.262129
42-329432380000,821.904887
42-329432840000,492.0487259
42-329433390000,765.941616
42-329433440000,1011.824311
42-329433620000,1220.392014
42-329433880000,914.257683
42-329434700000,1260.803297
42-329435310000,871.9594455
42-329435910000,322.006238
42-329436090000,1295.444492
42-329436640000,678.4743724
42-329436680000,644.1337877
42-329437020000,400.0393027
42-329438210000,2074.23124
42-329439880000,2513.033477
42-329440650000,591.7319045
42-033324000000,664.9568412
42-033324040000,1625.571276
42-033324400000,939.9521868
42-033324560000,646.5922767
42-033324640000,2611.268716
42-033324790000,616.8516202
42-033324840000,2171.82909
42-033324910000,382.6960047
42-033325080000,676.5324512
42-003452810000,559.8829093
42-003456380000,787.9246979
42-003463510000,887.2905681
42-003463630000,732.5868583
42-003465490000,808.1911846
42-003467190000,977.6626703
42-105413120000,1231.550155
42-105414660000,1348.026412
42-105415520000,942.1829615
42-105415570000,1017.171042
42-105416470000,423.8727012
42-105416780000,765.3691863
42-105418910000,728.1479325
42-105418940000,711.5028279
42-105419010000,736.2335233
42-105419090000,1713.991148
42-105419170000,2193.946855
42-105419180000,1137.753135
42-105419260000,1526.628463
42-105419560000,1546.586771
42-105419750000,668.9184009
42-105420140000,674.205789
42-105420210000,1491.191938
42-105420290000,722.6880129
42-105420430000,1423.683374
42-105420680000,1149.954104
42-105420720000,1146.794421
42-105421550000,1438.901673
42-105421760000,689.5346123
42-105421840000,1235.678041
42-105421940000,1046.83636
42-105422030000,2628.160295
42-105422130000,2031.086164
42-105422230000,1576.483586
42-105422270000,2045.758304
42-105422800000,2053.138886
42-105423100000,1101.56844
42-105423990000,1157.880705
42-383374510000,1108.468074
42-383375650000,1070.622454
42-383376590000,933.9612604
42-383376930000,718.5561664
42-383378730000,1324.571669
42-383380020000,999.0237604
42-383380250000,1975.51224
42-383380750000,1692.589721
42-383381280000,664.7735215
42-383381350000,1113.879143
42-383382110000,1422.208597
42-383382250000,1265.488917
42-383382360000,1582.380929
42-383382620000,1073.004844
42-383382690000,686.8453271
42-383382970000,842.4250278
42-383383130000,1069.879484
42-383383270000,627.420859
42-383383490000,1152.595544
42-383383640000,759.8417008
42-383384180000,767.5702593
42-383384590000,732.9683256
42-383384980000,1331.566428
42-383385050000,1319.006664
42-383385510000,1284.21538
42-383385550000,1251.136104
42-383385620000,991.9188767
42-383386260000,1355.053069
42-383387080000,730.2200776
42-383387100000,1930.79485
42-383387490000,1172.87786
42-383387610000,1350.407362
42-383390860000,1212.983747
42-383390870000,1590.411076
42-383390880000,957.7693585
42-383393220000,647.370614
42-383393480000,657.8265937
42-383393560000,1275.488266
42-383393720000,1001.845579
42-383393780000,320.4103987
42-383393870000,589.4487985
42-383394080000,1025.044381
42-383394130000,1749.613357
42-383394440000,942.9948872
42-383394470000,1331.7047
42-383394840000,1788.763775
42-383395030000,1190.751741
42-383395160000,982.9578908
42-383396010000,634.1972371
42-383396200000,714.1777858
42-383396240000,1097.656891
42-383396560000,1032.259592
42-383396870000,1549.854869
42-383396920000,975.7648666
42-383396940000,840.5816856
42-383396970000,320.1630229
42-383397190000,1473.265675
42-383397300000,919.515731
42-383397370000,350.8994281
42-383397390000,357.0389385
42-383397500000,691.5662311
42-383397550000,1029.463387
42-383397790000,1012.230972
42-383398090000,656.5540735
42-383398200000,1842.485
42-383398320000,1343.437643
42-383398370000,1773.166384
42-383398590000,812.6413023
42-383399300000,661.4473157
42-383399370000,1213.12193
42-383399700000,1113.518403
42-383399870000,322.9049452
42-383399980000,579.920045
42-383400130000,326.4126047
42-383400250000,809.9598173
42-383400330000,548.8359824
42-383400430000,1015.909328
42-383400480000,1241.825989
42-383400620000,1132.474811
42-383400850000,878.2092705
42-383401130000,832.7436903
42-383401140000,939.312404
42-383401150000,832.6504745
42-383401270000,330.5906525
42-383401520000,561.1901174
42-383401590000,1986.950759
42-383403140000,521.7879993
42-383403770000,642.3159121
42-383403830000,618.7434347
42-383404300000,529.4130055
42-383404550000,979.7442473
42-383404620000,1704.416126
42-383405340000,1400.596808
42-383405600000,1763.329589
42-383405690000,1169.030333
42-383407250000,1154.452781
42-383407990000,936.0575699
42-383408400000,882.7864146
42-383408510000,754.4292457
42-413328760000,899.8738308
42-003472010000,782.685456
42-003473390000,944.9788973
42-003473530000,848.1148437
42-003473680000,737.7201362
42-003475920000,2366.438753
42-003481030000,737.7910988
42-003481370000,803.0979265
42-003481970000,1365.222762
42-003481980000,1069.717939
42-135436340000,635.0637888
42-445321160100,2113.766416
42-461343590000,990.5129089
42-461343710000,2100.380524
42-461346500000,951.5605613
42-461350380000,1249.262519
42-461359180100,1568.763449
42-461360530000,609.6394917
42-461361090000,1555.639875
42-173343620000,1995.511554
42-173355450000,1673.907724
42-173356010000,1233.055968
42-173361550000,1185.049236
42-173361710000,669.3250349
42-173362990000,1911.948641
42-173364740000,1323.83429
42-173366970000,683.6925299
42-173367280000,322.5587952
42-173368350000,689.1735022
42-173368400000,612.1188006
42-173368420000,634.5128322
42-173369460000,691.7805791
42-173369480000,759.2971451
42-173369630000,308.5613037
42-173369680000,317.765743
42-173370800000,1573.750088
42-173370980000,930.7096475
42-173372830000,331.3827498
42-173373110000,394.6666118
42-173373480000,1075.27636
42-173374190000,814.7972723
42-173375600000,662.2669974
42-173375630000,651.5101368
42-173375720000,491.9749945
42-173375850000,460.184816
42-173375890000,1984.218366
42-173376930000,833.8032585
42-173377560000,303.5835306
42-173377570000,309.4557919
42-173377830000,498.2710964
42-173378170000,1051.695785
42-173378250000,435.5021179
42-173378470000,838.9699455
42-173378620000,656.8966257
42-173378640000,1001.729792
42-173378910000,374.812346
42-173378980000,1046.577775
42-173379040000,474.4091589
42-173381140000,1144.165138
42-173381260000,466.0400514
42-173381340000,464.3622582
42-173381630000,1090.522286
42-173381740000,1648.186067
42-173381830000,1532.796757
42-173381910000,829.3746439
42-173382960000,1787.843956
42-461379890000,883.3343094
42-461384540000,995.867135
42-461387020000,1926.965376
42-461387640000,810.5028521
42-461388460000,955.2448659
42-461388500000,794.652885
42-461388640000,1102.183035
42-461388790000,1115.058521
42-461388840000,703.0672064
42-461389010000,1429.314358
42-461389110000,716.3299363
42-461389510000,798.5793743
42-461389790000,2485.354726
42-461390110000,937.0125734
42-461390500000,1201.855282
42-461390920000,719.7965612
42-461391300000,1329.472083
42-461391550000,1149.843789
42-461391570000,1179.974701
42-461391590000,499.0939671
42-461391740000,1099.636317
42-461392100000,1425.93509
42-461392990000,1676.272512
42-461393070000,1124.386979
42-461393210000,937.1640298
42-461394010000,732.4429852
42-461394070000,543.1230438
42-461394460000,897.881229
42-461394730000,641.3998766
42-461396220000,537.4488533
42-461396240000,725.4070479
42-461396260000,1012.218958
42-461396370000,975.3613453
42-461397530000,1257.825472
42-461397940000,2616.139043
42-461398040000,816.983225
42-461398130000,887.4280735
42-461399590000,670.3826761
42-461400560000,747.6490571
42-461400650000,726.3140438
42-461401650000,821.0056497
42-461401970000,604.3971606
42-461402080000,652.1788469
42-461402620000,1326.624442
42-461402920000,889.9918896
42-461403200000,645.851191
42-461403570000,330.664182
42-461403590000,2171.027757
42-461403820000,423.2856041
42-461405230000,400.8670962
42-461405440000,873.4998996
42-461406020000,459.7359016
42-461406200000,400.4979853
42-461406600000,774.0362976
42-461406640000,690.2283635
42-461406900000,346.1318761
42-461406940000,1568.426207
42-461406950000,553.9693157
42-461407100000,1262.486047
42-461407140000,981.8722729
42-461407260000,1602.397453
42-461407970000,646.4573095
42-461408000000,910.7743241
42-461408110000,675.4879223
42-461408140000,1810.920123
42-461408200000,977.4142557
42-461408460000,645.3367778
42-461408890000,1893.141186
42-461409060000,937.7059663
42-461409800000,632.6349703
42-461410340000,771.0623
42-461411440000,803.8020083
42-461411840000,886.283813
42-461411950000,1089.100224
42-461412530000,877.8695611
42-461413250000,544.6775308
42-461413520000,1441.128681
42-461413860000,1212.823317
42-461413960000,874.7186694
42-461414400000,920.5854597
42-461414510000,1008.08258
42-461415190000,893.1684586
42-461415210000,892.6057213
42-227376920000,798.0729142
42-227382280000,770.6024082
42-227382300000,453.8541333
42-227383720000,1112.398908
42-227383920000,661.9422308
42-227384370000,1545.054581
42-227385470000,432.0397519
42-227385940000,771.6023282
42-227386700000,1483.472558
42-227387180000,808.5621593
42-227387340000,525.1574666
42-227387440000,843.3122458
42-227387860000,1198.64514
42-227388170000,667.5867216
42-227388310000,628.4958106
42-227388390000,1171.081049
42-227388490000,1157.41078
42-227388850000,362.1517072
42-227388880000,475.0649344
42-227388910000,1496.278668
42-227389040000,421.888101
42-227389070000,465.5154638
42-227389080000,316.5225938
42-227389150000,510.5563996
42-227389630000,664.5271628
42-227389670000,645.4016856
42-227389820000,685.3702301
42-227389980000,1145.228816
42-227389990000,850.3251695
42-227391100000,426.5012052
42-227391760000,691.6726078
42-227391960000,490.1475299
42-227392080000,629.7829034
42-227392530000,318.5589406
42-227392670000,496.6070762
42-227393600000,651.2501455
42-227393630000,602.6961754
42-227393750000,733.706137
42-227394310000,756.8437644
42-227394640000,827.4573268
42-227394650000,2586.256157
42-227394750000,911.1766179
42-227394850000,779.9401857
42-227394870000,779.1235704
42-227394890000,661.5499
42-227394940000,328.4587136
42-227395070000,469.072433
42-227395080000,641.681394
42-227395090000,605.8318517
42-227395210000,650.6178878
42-227395610000,687.2821903
42-227395900000,592.6170188
42-227396470000,663.3799743
42-227396550000,674.863616
42-227397270000,674.9265491
42-227397510000,632.7746771
42-227398070000,484.4999014
42-227398090000,489.3850393
42-227398210000,777.8525704
42-227398340000,650.5848924
42-227398500000,679.3824772
42-227399240000,1304.73425
42-227399330000,532.3669483
42-227399360000,1218.333958
42-227399460000,731.9001784
42-227399930000,856.9898613
42-227400090000,691.5783716
42-227400470000,512.4533678
42-227400740000,1739.081752
42-227400750000,867.1755955
42-227401440000,580.6553544
42-227402200000,809.4310483
42-227403220000,505.2757943
42-227403280000,322.2067172
42-227403410000,819.570101
42-227403570000,1159.408033
42-227403930000,662.4599205
42-227404220000,2379.199623
42-227404270000,787.6095139
42-227405180000,1636.288505
42-227406110000,363.3634
42-227406710000,1099.900533
42-235346330000,1086.780369
42-235346420000,1665.672619
42-235347340000,652.5462176
42-235348830000,1087.209164
42-235349470000,1231.47106
42-235349700000,796.5131438
42-235350670000,1832.072058
42-235350680000,697.3795809
42-235350760000,1309.909388
42-235350780000,1331.636421
42-235350930000,877.9891609
42-235350960000,943.3785293
42-235351790000,932.5665272
42-235352100000,1538.115139
42-235352940000,1101.368509
42-235353040000,1314.908406
42-235353440000,1197.975881
42-235354440000,851.8275616
42-235354450000,1373.47761
42-235355290000,754.6360921
42-235355570000,579.7380051
42-235355870000,390.8204723
42-235355900000,2516.014131
42-235356020000,684.2254503
42-235356990000,1289.254706
42-235357460000,1455.666845
42-235358180000,410.0438517
42-235358310000,852.7515466
42-235358370000,1231.327823
42-235358740000,759.2145842
42-235358830000,706.402082
42-235358950000,2632.050472
42-235358990000,537.6012185
42-235359290000,763.1607854
42-235359870000,1074.973908
42-235360850000,750.6591039
42-235361140000,1237.878045
42-235361360000,2461.872377
42-235361670000,725.6770078
42-235362090000,1252.812115
42-235362120000,863.2352819
42-235362220000,414.9515118
42-235362400000,360.3683777
42-235362420000,332.2660153
42-235362450000,850.2809188
42-235362510000,332.713025
42-235362520000,325.8377096
42-235363260000,329.1460707
42-235363270000,492.3918426
42-235363340000,2268.048707
42-235363470000,2297.290426
42-235363630000,935.1312262
42-235363770000,1327.313431
42-235363820000,930.0044918
42-235364240000,894.8087763
42-235364270000,1260.432246
42-033318940100,1299.611844
42-033320600000,2523.781694
42-033324230000,580.8212996
42-033324340000,665.4109862
42-033324470000,822.7735443
42-033324630000,1323.082085
42-033324960000,938.030549
42-317372730000,2035.983799
42-317384470000,923.3269773
42-317388350000,1618.764774
42-317388790000,1047.682432
42-317390570000,613.3414421
42-317395650000,668.6882575
42-317396500000,894.3918425
42-317397210000,1084.843287
42-317398350000,637.5080064
42-317400600000,838.2969404
42-317401420000,322.3130433
42-317401770000,1323.114295
42-317402130000,553.1493705
42-317402350000,909.1257016
42-317402440000,534.767646
42-317402530000,651.996716
42-317402790000,818.6137497
42-317402980000,1062.570753
42-317403330000,514.561654
42-317403950000,1848.343538
42-317404070000,2045.008468
42-317404080000,646.4730404
42-317404160000,462.3396091
42-317404290000,851.7374148
42-317404300000,1182.510891
42-317404440000,1016.806229
42-317404820000,2618.554922
42-317405130000,807.0013063
42-317405750000,375.4596741
42-317405950000,328.5623136
42-317406850000,624.833007
42-317407030000,1437.309396
42-317407480000,475.9784139
42-317408250000,348.7595136
42-317408660000,1206.363128
42-317408750000,393.3850848
42-317408760000,1065.69023
42-317408870000,897.7822832
42-317409270000,501.3087754
42-317409430000,1190.802559
42-317409580000,475.5509293
42-317409640000,435.812372
42-317409890000,665.7834536
42-317409960000,774.1637197
42-317409970000,774.2411777
42-317410050000,1114.20833
42-317410400000,405.0017654
42-317410580000,464.0711327
42-317411420000,1628.390228
42-317411450000,603.6980922
42-317412260000,652.5170165
42-317412690000,753.1765795
42-317412700000,915.3521549
42-317413440000,686.4773293
42-317413540000,753.3298686
42-317413670000,773.5865984
42-317413790000,584.2244801
42-317413970000,465.7371777
42-317414070000,1291.171295
42-317414300000,1120.221204
42-317414380000,752.3164545
42-317414510000,492.9689845
42-317415100000,801.6835995
42-317415290000,774.5930131
42-317415790000,663.1012284
42-317415900000,328.0255699
42-317416770000,885.5558966
42-317416890000,681.6589554
42-317416910000,773.0355324
42-317417070000,2179.078563
42-317417190000,571.3209804
42-317417330000,1130.560705
42-317417380000,897.8124811
42-317417550000,660.675656
42-317417620000,360.1636626
42-317417900000,421.2279013
42-317418220000,541.1302402
42-317418410000,403.8559474
42-317418550000,691.7506638
42-317418570000,690.4745578
42-317419030000,987.8291405
42-317419290000,876.0151587
42-317420050000,1113.613866
42-317420190000,684.7477338
42-317420260000,783.280166
42-317420280000,743.0444452
42-317420580000,890.6240399
42-317420830000,678.8335047
42-317421120000,918.7653722
42-317421410000,617.1948092
42-317421580000,655.4305405
42-317421920000,967.6053945
42-317422020000,343.3186227
42-317423410000,344.9906416
42-317423600000,1275.342955
42-317424600000,1636.52872
42-317425190000,636.7435477
42-317425520000,1377.40524
42-317427170000,505.9671655
42-317427480000,800.1437384
42-317429800000,667.6771125
42-317430780000,1011.282902
42-317430890000,2334.7067
42-329382250000,1196.492275
42-329388530000,827.7255832
42-329389610000,1498.455977
42-329390730000,1175.995565
42-329391620000,499.7850239
42-329391940000,1591.175693
42-329392570000,1229.548064
42-329393630000,1042.211177
42-329394280000,698.4021957
42-329395930000,596.2261632
42-329396290000,1313.701811
42-329396330000,623.7450259
42-329396510000,745.2344027
42-329396790000,596.949237
42-329396880000,1381.941825
42-329398000000,923.9696334
42-329398720000,593.1753451
42-329399090000,577.6254176
42-329399390000,1391.864831
42-329400960000,614.6786396
42-329400970000,1335.250855
42-329401330000,573.5905983
42-329401770000,607.8046765
42-329401830000,1896.091676
42-329402330000,1355.502186
42-329403220000,657.6013844
42-329403410000,473.5881872
42-329403490000,1163.957826
42-329403910000,848.5130016
42-329404430000,883.6849813
42-329404440000,1163.535632
42-329404800000,784.5504229
42-329405290000,800.2948919
42-329405520000,1007.568476
42-329405640000,864.2165614
42-329406250000,719.2312654
42-329406450000,718.2596571
42-329406480000,663.8420624
42-329406980000,1317.284783
42-329408670000,775.3920854
42-329409000000,889.0802012
42-329409170000,1318.443067
42-329409210000,1395.194142
42-329409410000,656.5538843
42-329409460000,719.5337819
42-329409840000,874.6043795
42-329410060000,666.6950709
42-329410640000,820.9441356
42-329410770000,947.1578031
42-329410810000,798.3365592
42-329410900000,843.7371094
42-329411760000,651.155272
42-329412080000,431.5319774
42-329412200000,428.4584286
42-329412210000,699.4028604
42-329412770000,873.6543571
42-329412780000,1270.890398
42-329412860000,527.8427142
42-329412910000,979.0624463
42-329413490000,703.8617259
42-329413500000,660.4483702
42-329413600000,881.9118663
42-329414590000,704.0870833
42-329414740000,895.3478057
42-329414910000,349.9791893
42-329415150000,723.2893266
42-329415280000,346.7427174
42-329415480000,941.1406646
42-329415490000,829.5000524
42-329415630000,825.468777
42-329415660000,303.7776991
42-329415670000,614.0350301
42-329415720000,303.4252677
42-329415770000,756.8705582
42-329415780000,908.0833223
42-329415870000,610.0412018
42-329416400000,648.0874849
42-329416500000,449.8173632
42-329416530000,333.1347006
42-329416620000,451.6655208
42-329416690000,1030.366842
42-329416850000,783.8734548
42-329417220100,554.0772046
42-329417260000,886.6638046
42-329418410000,330.333931
42-329418530000,754.8606427
42-329418760000,1165.048611
42-329419620000,669.9680121
42-329419780000,1150.418666
42-329420830000,701.6811402
42-329420880000,336.1047717
42-329420930000,644.1139141
42-329421030000,657.7605926
42-329421090000,1304.653216
42-329421910000,641.0104809
42-329421940000,993.2724514
42-329422060000,421.0791784
42-329422490000,654.832874
42-329422660000,1712.405063
42-329422840000,323.2191376
42-329422860000,601.0963832
42-329422940000,1358.703757
42-329423010000,908.1988328
42-329423050000,947.2895708
42-329423300000,878.0230408
42-329423320000,899.7724301
42-329424230000,1726.659848
42-329424410000,881.7995448
42-329424620000,516.1503499
42-329424690000,982.4644956
42-329424830000,776.3963369
42-329425130000,632.2656547
42-329425260000,708.8127317
42-329425370000,966.5474154
42-329425470000,767.4274094
42-329425720000,932.3657574
42-329425980000,1113.280484
42-329426310000,940.6758718
42-329426820000,654.6111028
42-329426850000,833.6634586
42-329426990000,1276.578077
42-329427160000,878.9765061
42-329427450000,839.3496778
42-329427490000,714.2266583
42-329427510000,484.7010056
42-329427590000,329.6078334
42-329427640000,480.0017725
42-329427700000,1280.811724
42-329427780000,624.7988384
42-329427920000,439.8947638
42-329428410000,655.8522674
42-329428630000,540.4502841
42-329428880000,658.3392558
42-329429040000,640.8541632
42-329429070000,679.7624257
42-329429210000,664.1087506
42-329429330000,888.3913592
42-329429500000,907.736183
42-329430100000,365.5861891
42-329430900000,344.2124789
42-329431160000,834.9101768
42-329431180000,804.1530001
42-329431310000,441.9488413
42-329431730000,1269.08313
42-329432640000,670.10493
42-329432850000,667.1037693
42-329433120000,823.6685072
42-329433820000,434.7586128
42-329434340000,1165.93046
42-329434500000,773.1108205
42-329435370000,897.6351681
42-329436110000,632.0991677
42-329436630000,496.7695381
42-329436890000,844.6484384
42-329437310000,1452.99914
42-329437660000,949.558498
42-329437740000,875.5427496
42-329437780000,1301.365845
42-329438430000,1023.088329
42-329438450000,1356.053799
42-329438460000,1189.211996
42-329441370000,609.4327664
42-383371390000,977.6084019
42-383375640000,873.3387571
42-383376190000,1736.938537
42-383376630000,718.2299754
42-383377080000,1515.421567
42-383377270000,1491.061173
42-383379580000,619.7613303
42-383381520000,935.1969282
42-383381680000,701.7323495
42-383382340000,1588.045518
42-383382420000,1138.110979
42-383382910000,931.9167869
42-383383450000,1187.404326
42-383383930000,1435.062656
42-383384150000,770.9176068
42-383384170000,589.3615723
42-383384440000,1099.153422
42-383384500000,661.8112348
42-383384570000,1605.495273
42-383384810000,1538.365082
42-383384830000,2502.91247
42-383385070000,1199.428026
42-383385950000,1571.521457
42-383386110000,1042.582908
42-383386340000,1022.647289
42-383386820000,644.6996451
42-383387250000,612.5875967
