API_UWI,Unformatted_API_UWI_14,Latitude,Longitude,Latitude_BH,Longitude_BH
42-461-39160,4.24614E+13,31.544341,-102.018168,31.55948887,-102.0239971
42-329-38997,4.23294E+13,31.7753,-101.945155,31.79535992,-101.9515901
42-329-40661,4.23294E+13,31.66687019,-102.0990778,31.69163915,-102.1058228
42-383-38713,4.23834E+13,31.480222,-101.41117,31.45433216,-101.4110437
42-105-41463,4.21054E+13,30.935961,-101.36573,30.95963041,-101.3654775
42-329-40722,4.23294E+13,31.936427,-102.242205,31.95927022,-102.2500059
42-461-39762,4.24614E+13,31.64975,-101.89595,31.62195201,-101.8870678
42-173-36856,4.21734E+13,31.72873463,-101.4879834,31.71545296,-101.4838548
42-383-37807,4.23834E+13,31.193821,-101.742166,31.17267228,-101.7412945
42-329-40708,4.23294E+13,31.81908,-102.016734,31.83996917,-102.0212843
42-235-35636,4.22354E+13,31.17519167,-101.0010083,31.15305468,-101.003047
42-329-39979,4.23294E+13,31.937219,-101.808367,31.91381757,-101.7991432
42-317-39609,4.23174E+13,32.196348,-102.195617,32.19818162,-102.1876089
42-329-39520,4.23294E+13,31.961612,-102.246977,31.93923489,-102.2406034
42-173-36285,4.21734E+13,31.717287,-101.569623,31.73888721,-101.5761312
42-003-47067,4.20035E+13,32.141928,-102.220696,32.16194067,-102.226825
42-173-36595,4.21734E+13,31.732444,-101.302421,31.75284051,-101.3085245
42-173-36511,4.21734E+13,31.706002,-101.389969,31.69268289,-101.3857187
42-105-41594,4.21054E+13,31.021132,-101.314857,31.04398963,-101.3150754
42-383-39087,4.23834E+13,31.082751,-101.278152,31.05868137,-101.2756905
42-235-35253,4.22354E+13,31.103582,-101.254835,31.12472844,-101.2563697
42-105-41665,4.21054E+13,31.037389,-101.248762,31.01390939,-101.2485757
42-235-35835,4.22354E+13,31.254622,-101.136902,31.27548537,-101.1357353
42-235-35109,4.22354E+13,31.211769,-101.218052,31.19148371,-101.2186179
42-105-41592,4.21054E+13,31.021096,-101.314789,31.04394821,-101.3173374
42-105-41664,4.21054E+13,31.036479,-101.261051,31.01379269,-101.2633069
42-105-41720,4.21054E+13,31.014112,-101.219404,31.03698531,-101.2169096
42-235-35922,4.22354E+13,31.082726,-101.268172,31.05870854,-101.2703524
42-329-40440,4.23294E+13,31.841124,-102.015901,31.81985335,-102.010066
42-461-40117,4.24614E+13,31.611228,-102.064394,31.62518082,-102.0667945
42-003-46719,4.20035E+13,32.185584,-102.24091,32.16098679,-102.2333
42-461-39812,4.24614E+13,31.285613,-101.846398,31.26091674,-101.8463888
42-105-41791,4.21054E+13,31.021718,-101.191702,31.04459618,-101.1894363
42-383-38090,4.23834E+13,31.533217,-101.330795,31.55492343,-101.3305338
42-329-40187,4.23294E+13,31.80833,-102.023692,31.82955757,-102.0323123
42-227-38260,4.22274E+13,32.421515,-101.514579,32.40248192,-101.5088631
42-383-38086,4.23834E+13,31.22797325,-101.5718986,31.25115128,-101.5721833
42-383-39605,4.23834E+13,31.512191,-101.314209,31.48271608,-101.3153558
42-105-42368,4.21054E+13,31.030901,-101.089789,31.05988439,-101.0912473
42-235-36178,4.22354E+13,31.121565,-101.01639,31.08824267,-101.0164303
42-329-41611,4.23294E+13,31.677974,-102.154231,31.65153377,-102.1463192
42-383-39861,4.23834E+13,31.501926,-101.61496,31.53111619,-101.6240903
42-329-41673,4.23294E+13,31.889377,-101.843168,31.86010662,-101.8355737
42-227-39145,4.22274E+13,32.256897,-101.376077,32.27945621,-101.3829934
42-383-39904,4.23834E+13,31.232154,-101.280642,31.20408217,-101.2810503
42-317-40874,4.23174E+13,32.3564,-101.948883,32.38220293,-101.9562405
42-227-39164,4.22274E+13,32.41939,-101.470869,32.39804478,-101.4621357
42-173-37663,4.21734E+13,31.922011,-101.647821,31.89810781,-101.6405872
42-461-40634,4.24614E+13,31.57096266,-101.9168307,31.54149231,-101.9065039
42-173-37682,4.21734E+13,31.864565,-101.683939,31.84478925,-101.6768611
42-329-41869,4.23294E+13,31.693013,-101.96836,31.72204657,-101.9761661
42-383-39967,4.23834E+13,31.235571,-101.628634,31.25918981,-101.6302639
42-227-39234,4.22274E+13,32.474091,-101.457335,32.50118529,-101.4662932
42-461-40680,4.24614E+13,31.397295,-102.133942,31.42449262,-102.1432632
42-317-41060,4.23174E+13,32.440651,-101.733869,32.42063739,-101.7278267
42-461-40709,4.24614E+13,31.584129,-101.891679,31.61829015,-101.9014993
42-329-42020,4.23294E+13,31.833981,-101.808504,31.82239969,-101.80256
42-227-39376,4.22274E+13,32.421881,-101.581969,32.44308968,-101.5893409
42-329-42149,4.23294E+13,31.874454,-102.251868,31.89652427,-102.2599768
42-461-40742,4.24614E+13,31.569542,-101.924381,31.55388643,-101.9186655
42-329-42222,4.23294E+13,31.707269,-102.172328,31.6852991,-102.16462
42-227-39446,4.22274E+13,32.51131508,-101.5139056,32.53337718,-101.5204454
42-329-42257,4.23294E+13,31.715849,-102.08546,31.74033525,-102.0931696
42-329-42105,4.23294E+13,31.67124431,-101.9464997,31.64136311,-101.935941
42-329-42292,4.23294E+13,31.89695394,-102.0538012,31.87220971,-102.0450971
42-227-39527,4.22274E+13,32.262133,-101.690925,32.23481541,-101.6842977
42-461-40787,4.24614E+13,31.611676,-101.802581,31.58986891,-101.7956971
42-383-40191,4.23834E+13,31.564241,-101.382327,31.53613267,-101.3817756
42-383-40270,4.23834E+13,31.26466557,-101.4111361,31.23494949,-101.4119439
42-461-40877,4.24614E+13,31.505111,-101.81359,31.52318243,-101.8214494
42-317-41482,4.23174E+13,32.456017,-101.876783,32.48285951,-101.8854004
42-235-36293,4.22354E+13,31.334689,-101.261485,31.36386087,-101.2626823
42-383-40325,4.23834E+13,31.316682,-101.59888,31.30309519,-101.5984208
42-317-41559,4.23174E+13,32.346041,-101.695341,32.37313608,-101.7040561
42-329-42569,4.23294E+13,31.758998,-101.875526,31.73194358,-101.8704693
42-317-41575,4.23174E+13,32.145415,-101.774422,32.11891394,-101.7645892
42-317-41623,4.23174E+13,32.257528,-102.075411,32.23233819,-102.0651739
42-461-40893,4.24614E+13,31.51552,-101.7988,31.54918356,-101.8063626
42-227-39722,4.22274E+13,32.29397,-101.660028,32.32117189,-101.6678879
42-329-42760,4.23294E+13,31.971513,-101.970582,31.94393034,-101.9633921
42-235-36318,4.22354E+13,31.2021145,-101.2601867,31.17453849,-101.2622878
42-227-39729,4.22274E+13,32.403449,-101.644459,32.36749032,-101.6315124
42-329-42856,4.23294E+13,31.897261,-102.058185,31.92728625,-102.0665872
42-317-41894,4.23174E+13,32.394812,-102.012361,32.42651505,-102.0211865
42-317-41902,4.23174E+13,32.44798,-101.714984,32.47402901,-101.7239354
42-317-41908,4.23174E+13,32.169723,-101.809446,32.20366906,-101.8216466
42-329-42954,4.23294E+13,31.718332,-102.074606,31.74249185,-102.0841655
42-317-41941,4.23174E+13,32.236054,-102.044465,32.26320264,-102.0531467
42-227-39976,4.22274E+13,32.494167,-101.618519,32.46851482,-101.6112845
42-329-43088,4.23294E+13,31.69504,-102.083706,31.71792858,-102.0915138
42-317-42167,4.23174E+13,32.373337,-101.830631,32.40137273,-101.8399721
42-033-32514,4.20333E+13,32.561495,-101.526344,32.53395286,-101.5189298
42-227-40133,4.22274E+13,32.305372,-101.489728,32.28726226,-101.4838681
42-227-40168,4.22274E+13,32.444718,-101.685043,32.47313094,-101.6945139
42-227-40185,4.22274E+13,32.38391795,-101.6155912,32.42013829,-101.6278496
42-227-40210,4.22274E+13,32.340668,-101.676133,32.36247978,-101.6841584
42-329-43522,4.23294E+13,31.949752,-102.00136,31.97123467,-102.0075714
42-317-42411,4.23174E+13,32.396615,-101.738963,32.42372127,-101.7466899
42-317-42460,4.23174E+13,32.269647,-101.773112,32.23969895,-101.7625063
42-227-40257,4.22274E+13,32.38636,-101.606988,32.42245994,-101.6179141
42-227-40260,4.22274E+13,32.387375,-101.602378,32.4227026,-101.6161215
42-317-42493,4.23174E+13,32.27216,-101.76929,32.24064801,-101.7584904
42-135-43716,4.21354E+13,31.69006,-102.306738,31.66093372,-102.2988107
42-227-40305,4.22274E+13,32.341028,-101.644188,32.31356435,-101.6359467
42-227-40318,4.22274E+13,32.465786,-101.618603,32.44567391,-101.6132641
42-329-43721,4.23294E+13,31.695018,-102.097482,31.72103276,-102.1097727
42-329-43754,4.23294E+13,31.666183,-102.276623,31.6936807,-102.2838272
42-227-40409,4.22274E+13,32.40934,-101.68175,32.43650684,-101.6901524
42-329-43848,4.23294E+13,31.957768,-102.200618,31.98582363,-102.2041741
42-317-42726,4.23174E+13,32.295568,-101.753018,32.25987148,-101.7402344
42-317-42748,4.23174E+13,32.362771,-102.143713,32.32979266,-102.1326112
42-383-38849,4.23834E+13,31.279599,-101.460415,31.24895535,-101.4616042
42-235-36236,4.22354E+13,31.157443,-101.071225,31.13287291,-101.0746014
42-317-41409,4.23174E+13,32.492532,-102.140114,32.5196144,-102.1470054
42-329-40590,4.23294E+13,31.665962,-102.28295,31.69218662,-102.2913041
42-003-47062,4.20035E+13,32.139082,-102.232944,32.15888617,-102.2398828
42-105-41972,4.21054E+13,30.996675,-101.412304,31.0107085,-101.4127213
42-105-42016,4.21054E+13,30.933966,-101.235691,30.95377181,-101.2347447
42-317-39375,4.23174E+13,32.148476,-102.210384,32.1282946,-102.2039224
42-173-37158,4.21734E+13,31.674779,-101.315171,31.70472441,-101.322854
42-461-39823,4.24614E+13,31.463428,-102.008668,31.48548466,-102.0145216
42-235-36072,4.22354E+13,31.118936,-100.926317,31.15180858,-100.9262457
42-235-35760,4.22354E+13,31.275383,-101.04657,31.29786503,-101.0472876
42-383-38448,4.23834E+13,31.26825833,-101.5733056,31.28779318,-101.573015
42-329-40139,4.23294E+13,31.971939,-101.826969,31.98850629,-101.8332896
42-329-41459,4.23294E+13,31.950211,-102.186336,31.93178886,-102.1779712
42-227-36049,4.22274E+13,32.45931,-101.685327,32.45596307,-101.67749
42-317-42832,4.23174E+13,32.162147,-101.869042,32.1274713,-101.8595993
42-329-44106,4.23294E+13,31.710483,-102.127396,31.68826697,-102.1211094
42-329-44145,4.23294E+13,32.085053,-101.847489,32.10529394,-101.8540882
42-329-44282,4.23294E+13,32.06344,-101.884352,32.04005517,-101.8766673
42-329-44315,4.23294E+13,31.652605,-101.816817,31.63200928,-101.8120228
42-317-43163,4.23174E+13,32.254384,-101.841542,32.22441549,-101.831047
42-329-44385,4.23294E+13,31.934239,-102.108116,31.96058017,-102.1187063
42-003-48271,4.20035E+13,32.279937,-102.235957,32.3095559,-102.2467849
42-003-48289,4.20035E+13,32.251922,-102.235572,32.2226912,-102.2273869
42-383-40916,4.23834E+13,31.460575,-101.594404,31.43413876,-101.5852331
42-329-44517,4.23294E+13,32.08372,-101.8535,32.11083505,-101.8649467
42-227-40842,4.22274E+13,32.481682,-101.257427,32.52649564,-101.2540693
42-461-41643,4.24614E+13,31.629402,-102.194567,31.59653957,-102.1861296
42-135-43784,4.21354E+13,31.720188,-102.299348,31.69303302,-102.2896439
42-329-44615,4.23294E+13,31.675019,-102.177851,31.63201229,-102.1642684
42-105-42279,4.21054E+13,30.891858,-101.220806,30.91027101,-101.2218889
42-317-40465,4.23174E+13,32.3177552,-102.0770937,32.34776493,-102.0850955
42-461-41436,4.24614E+13,31.608321,-101.917986,31.62894588,-101.9223093
42-383-40854,4.23834E+13,31.344859,-101.774371,31.37377245,-101.784835
42-383-40856,4.23834E+13,31.344757,-101.774243,31.37459646,-101.7807442
42-227-40589,4.22274E+13,32.287594,-101.507972,32.26461632,-101.5018418
42-227-40612,4.22274E+13,32.304016,-101.411628,32.33175081,-101.419196
42-317-42979,4.23174E+13,32.460236,-102.207963,32.4964236,-102.219817
42-329-44208,4.23294E+13,31.9526,-102.208957,31.98226189,-102.2187844
42-173-38355,4.21734E+13,31.793598,-101.674802,31.76352651,-101.6680813
42-227-40738,4.22274E+13,32.254759,-101.661506,32.28985414,-101.6724551
42-317-43139,4.23174E+13,32.47184,-101.913848,32.49065214,-101.9199228
42-317-43146,4.23174E+13,32.255618,-102.153696,32.28817525,-102.1621553
42-227-40760,4.22274E+13,32.351127,-101.463054,32.38064548,-101.4709318
42-317-43212,4.23174E+13,32.332747,-102.121674,32.30155521,-102.1148485
42-317-43226,4.23174E+13,32.43431,-101.690176,32.47183252,-101.7005913
42-173-38380,4.21734E+13,31.880449,-101.749793,31.85198629,-101.7404052
42-329-44467,4.23294E+13,31.973736,-101.812803,31.9428061,-101.8050666
42-461-41587,4.24614E+13,31.37411,-101.84432,31.34685772,-101.8364331
42-383-40931,4.23834E+13,31.219194,-101.301498,31.24775333,-101.3007552
42-227-40869,4.22274E+13,32.388451,-101.567156,32.3543161,-101.5566959
42-317-43335,4.23174E+13,32.474112,-102.209593,32.44102742,-102.1999326
42-227-40956,4.22274E+13,32.333072,-101.419566,32.36026885,-101.4268322
42-227-41057,4.22274E+13,32.423924,-101.348537,32.39226463,-101.3520954
42-105-41522,4.21054E+13,31.066605,-101.002832,31.08820186,-101.0029604
42-317-38092,4.23174E+13,32.212985,-102.100501,32.19309045,-102.0943224
42-105-41568,4.21054E+13,31.080977,-101.14305,31.10329754,-101.1439844
42-105-42004,4.21054E+13,30.977809,-101.269956,30.99793381,-101.2702755
42-461-39388,4.24614E+13,31.291562,-101.947962,31.30701484,-101.9453179
42-383-39479,4.23834E+13,31.4491,-101.716406,31.42160355,-101.7069489
42-461-38519,4.24614E+13,31.462934,-102.017229,31.44591868,-102.0111509
42-135-43197,4.21354E+13,31.983535,-102.393557,32.00014613,-102.3987576
42-383-39555,4.23834E+13,31.22041512,-101.2947159,31.18970375,-101.2955697
42-173-37205,4.21734E+13,31.81127394,-101.6924197,31.83132674,-101.699464
42-235-35997,4.22354E+13,31.193969,-100.992775,31.2148005,-100.9932994
42-317-40197,4.23174E+13,32.414529,-102.187031,32.44182735,-102.195649
42-317-40314,4.23174E+13,32.413001,-102.187381,32.3920437,-102.1845455
42-105-41842,4.21054E+13,30.931163,-101.259816,30.95455372,-101.260032
42-173-37495,4.21734E+13,31.795954,-101.724117,31.82314394,-101.7323439
42-227-38902,4.22274E+13,32.46269989,-101.5977402,32.44283951,-101.591693
42-329-40560,4.23294E+13,32.031269,-102.201147,32.01818053,-102.1969202
42-383-39706,4.23834E+13,31.484466,-101.657583,31.50718033,-101.6627953
42-461-40485,4.24614E+13,31.62817344,-102.0544351,31.61431733,-102.0496068
42-235-35685,4.22354E+13,31.298109,-101.120323,31.2777253,-101.1196627
42-383-38907,4.23834E+13,31.58904,-101.469788,31.56636227,-101.4703011
42-461-38910,4.24614E+13,31.460989,-102.017948,31.48679829,-102.0255156
42-105-41651,4.21054E+13,31.021887,-100.977928,31.045044,-100.9765463
42-329-40703,4.23294E+13,31.72107,-102.06831,31.74476884,-102.0747966
42-235-35576,4.22354E+13,31.14785384,-101.224472,31.1737775,-101.2243467
42-383-39333,4.23834E+13,31.459981,-101.300309,31.43430243,-101.3001266
42-105-42034,4.21054E+13,30.892482,-101.240787,30.87210381,-101.2407564
42-383-38702,4.23834E+13,31.32903888,-101.4627583,31.29914589,-101.4625404
42-105-41956,4.21054E+13,31.015198,-101.205127,30.9922464,-101.2071665
42-227-38542,4.22274E+13,32.141174,-101.490848,32.16313427,-101.4987123
42-461-40217,4.24614E+13,31.563631,-102.012604,31.54827377,-102.0087647
42-105-42185,4.21054E+13,30.940767,-101.20909,30.96971819,-101.2087755
42-329-41476,4.23294E+13,31.851369,-102.102868,31.83141065,-102.0945164
42-461-40342,4.24614E+13,31.157714,-101.867481,31.13615864,-101.8703581
42-003-47498,4.20035E+13,32.2802682,-102.2272797,32.31173415,-102.2369301
42-317-40689,4.23174E+13,32.356842,-101.874294,32.37813734,-101.8803736
42-329-41596,4.23294E+13,31.75921534,-101.7872327,31.73701654,-101.7810237
42-329-41646,4.23294E+13,31.822651,-102.065471,31.85012985,-102.0741277
42-173-37574,4.21734E+13,31.715014,-101.553467,31.68676796,-101.5436965
42-329-41657,4.23294E+13,31.803054,-102.057353,31.7807972,-102.0510979
42-383-39866,4.23834E+13,31.506836,-101.438303,31.48180087,-101.43852
42-317-40820,4.23174E+13,32.347065,-101.758151,32.37357711,-101.768386
42-329-41729,4.23294E+13,31.930762,-102.137366,31.95403002,-102.1468396
42-227-39139,4.22274E+13,32.369474,-101.482023,32.3920205,-101.4875617
42-227-39159,4.22274E+13,32.419112,-101.472158,32.39717389,-101.4663091
42-383-39921,4.23834E+13,31.63529533,-101.4941036,31.65773434,-101.5028289
42-329-41779,4.23294E+13,31.943826,-101.966356,31.9643214,-101.9727828
42-227-39189,4.22274E+13,32.417337,-101.536453,32.39589794,-101.5287422
42-173-37691,4.21734E+13,31.855379,-101.722404,31.82808706,-101.7137612
42-227-39220,4.22274E+13,32.459579,-101.545077,32.48042111,-101.5518326
42-461-40647,4.24614E+13,31.6081338,-101.9194853,31.58543718,-101.913727
42-317-40918,4.23174E+13,32.165422,-102.015208,32.13815158,-102.0063476
42-227-39240,4.22274E+13,32.3622557,-101.5249495,32.33391439,-101.5148655
42-461-40659,4.24614E+13,31.426295,-101.82317,31.45376967,-101.8293692
42-329-41953,4.23294E+13,31.67158047,-102.0666354,31.64993268,-102.0592557
42-317-41030,4.23174E+13,32.3423358,-102.1155975,32.36644886,-102.1242834
42-227-39317,4.22274E+13,32.446269,-101.678103,32.46757365,-101.685694
42-383-40044,4.23834E+13,31.512779,-101.633564,31.49276261,-101.6259508
42-329-42023,4.23294E+13,31.9689476,-102.0808571,32.00426057,-102.0922216
42-329-42099,4.23294E+13,31.972889,-102.154023,32.00006872,-102.1626027
42-227-39385,4.22274E+13,32.52151,-101.575,32.54208827,-101.5783766
42-329-42148,4.23294E+13,31.874484,-102.251744,31.89667579,-102.2592676
42-383-40061,4.23834E+13,31.287658,-101.697059,31.31765036,-101.6961566
42-329-42147,4.23294E+13,31.712242,-102.117765,31.69034902,-102.1115439
42-329-42162,4.23294E+13,32.039781,-102.22565,32.02697287,-102.22288
42-227-39409,4.22274E+13,32.487746,-101.664863,32.50840881,-101.6697058
42-383-40076,4.23834E+13,31.569391,-101.592198,31.59650455,-101.6009531
42-003-47697,4.20035E+13,32.458039,-102.213647,32.48137023,-102.2197671
42-461-40741,4.24614E+13,31.569564,-101.924288,31.55353807,-101.9190848
42-235-36244,4.22354E+13,31.303167,-100.995778,31.28040658,-100.9962611
42-317-41270,4.23174E+13,32.403342,-102.163539,32.37698335,-102.1517846
42-227-39493,4.22274E+13,32.491008,-101.642511,32.4710514,-101.6354086
42-329-42305,4.23294E+13,31.8566976,-102.1388208,31.87892083,-102.1439427
42-227-39523,4.22274E+13,32.497348,-101.621029,32.52378607,-101.6314888
42-227-39521,4.22274E+13,32.204195,-101.466304,32.22990444,-101.470589
42-383-40175,4.23834E+13,31.37818989,-101.4064148,31.40620063,-101.4069014
42-317-41328,4.23174E+13,32.395678,-102.008245,32.42712377,-102.0175199
42-173-37831,4.21734E+13,31.7717352,-101.7326051,31.74297007,-101.7230775
42-317-41359,4.23174E+13,32.350183,-101.97694,32.31457075,-101.9632074
42-317-41381,4.23174E+13,32.395013,-102.011315,32.36656337,-102.0031408
42-329-42341,4.23294E+13,31.93344229,-102.2519971,31.90857833,-102.2441777
42-235-36269,4.22354E+13,31.20241734,-101.2527338,31.17440229,-101.2506536
42-317-41329,4.23174E+13,32.345578,-102.090356,32.37651894,-102.0987751
42-173-37877,4.21734E+13,31.930151,-101.664549,31.90157247,-101.657645
42-173-37882,4.21734E+13,31.725327,-101.497917,31.75498304,-101.5073036
42-383-40157,4.23834E+13,31.549952,-101.578591,31.52828182,-101.5704395
42-317-41424,4.23174E+13,32.420258,-102.12318,32.39693199,-102.1157248
42-383-40277,4.23834E+13,31.2657139,-101.4070611,31.23487332,-101.4071155
42-329-42414,4.23294E+13,31.795156,-101.925707,31.76623525,-101.9172918
42-317-41400,4.23174E+13,32.097501,-101.831103,32.07563039,-101.8241946
42-173-37903,4.21734E+13,32.026512,-101.734189,32.04835483,-101.7413778
42-329-42554,4.23294E+13,31.83444,-101.821344,31.86089069,-101.8295553
42-329-42562,4.23294E+13,31.83267,-101.829268,31.85983533,-101.8347742
42-329-42579,4.23294E+13,31.989855,-102.145923,32.01402676,-102.1481431
42-461-40861,4.24614E+13,31.530871,-102.073311,31.56040671,-102.083191
42-317-41506,4.23174E+13,32.462913,-101.907996,32.43547073,-101.8991544
42-329-42638,4.23294E+13,31.90618,-102.172748,31.88123999,-102.1654502
42-317-41541,4.23174E+13,32.347137,-101.751024,32.31998332,-101.7403458
42-329-42521,4.23294E+13,32.060204,-102.149072,32.02379991,-102.1401088
42-227-39650,4.22274E+13,32.4098,-101.637393,32.43169285,-101.6450208
42-317-41626,4.23174E+13,32.259341,-102.066758,32.23413254,-102.0572961
42-329-42739,4.23294E+13,31.896731,-102.010245,31.92369741,-102.0165231
42-461-40935,4.24614E+13,31.631981,-102.03947,31.6542833,-102.0473842
42-461-40932,4.24614E+13,31.632335,-102.038,31.65623293,-102.045758
42-227-39734,4.22274E+13,32.210004,-101.622467,32.23175655,-101.6291065
42-329-42682,4.23294E+13,31.849855,-101.817566,31.87132827,-101.8251033
42-317-41715,4.23174E+13,32.491406,-102.145206,32.46457397,-102.1360612
42-227-39757,4.22274E+13,32.492251,-101.541193,32.51221914,-101.5453857
42-317-41655,4.23174E+13,32.464205,-101.711722,32.43364612,-101.7033131
42-383-40394,4.23834E+13,31.3431056,-101.5832462,31.31743459,-101.5840858
42-329-42889,4.23294E+13,31.711318,-102.03751,31.68026438,-102.0266469
42-461-40997,4.24614E+13,31.649972,-102.162635,31.68306491,-102.1724001
42-135-43636,4.21354E+13,32.056622,-102.287849,32.02882647,-102.278447
42-227-39861,4.22274E+13,32.284589,-101.6899194,32.3140298,-101.6992305
42-461-41035,4.24614E+13,31.521586,-101.978372,31.50473975,-101.9760237
42-383-40472,4.23834E+13,31.172136,-101.296013,31.13238701,-101.2979463
42-317-41887,4.23174E+13,32.35501,-101.947514,32.33450801,-101.9425334
42-227-39900,4.22274E+13,32.353657,-101.620174,32.33334655,-101.6147173
42-317-41950,4.23174E+13,32.412086,-102.198134,32.43924555,-102.2073252
42-317-41956,4.23174E+13,32.245747,-101.872977,32.27261289,-101.8830998
42-227-39972,4.22274E+13,32.402268,-101.646152,32.3663682,-101.6376022
42-461-41062,4.24614E+13,31.360905,-102.027335,31.40375237,-102.0426645
42-317-42078,4.23174E+13,32.393672,-102.024965,32.415545,-102.0326219
42-461-41106,4.24614E+13,31.603161,-101.962539,31.63230083,-101.9729249
42-235-36395,4.22354E+13,31.16396146,-101.1340591,31.14027062,-101.1322941
42-329-43173,4.23294E+13,31.942599,-101.843006,31.90612747,-101.8329953
42-003-48027,4.20035E+13,32.289742,-102.263007,32.31900877,-102.2707747
42-227-40086,4.22274E+13,32.282203,-101.502272,32.25523748,-101.4929006
42-317-42178,4.23174E+13,32.398375,-101.720794,32.37192901,-101.7102597
42-227-40088,4.22274E+13,32.503462,-101.455265,32.47623007,-101.4456379
42-329-43235,4.23294E+13,31.787276,-102.028972,31.75767132,-102.0192674
42-329-43273,4.23294E+13,31.997265,-102.266917,32.01542535,-102.2710783
42-461-41140,4.24614E+13,31.462447,-101.990985,31.43346259,-101.9826128
42-317-42237,4.23174E+13,32.302923,-102.00449,32.27705044,-101.9945956
42-173-38161,4.21734E+13,32.011972,-101.70804,31.98227093,-101.6992756
42-329-43366,4.23294E+13,31.693214,-102.104915,31.71948458,-102.1161347
42-227-40159,4.22274E+13,32.400716,-101.646704,32.42896789,-101.657624
42-461-41212,4.24614E+13,31.317096,-101.815139,31.33883469,-101.814212
42-317-42292,4.23174E+13,32.323175,-101.821638,32.288811,-101.8124598
42-227-40201,4.22274E+13,32.340732,-101.675851,32.36279699,-101.6830039
42-317-42365,4.23174E+13,32.087881,-101.771251,32.1154099,-101.7797904
42-383-40698,4.23834E+13,31.31671,-101.605328,31.28854582,-101.6047747
42-227-40271,4.22274E+13,32.460351,-101.54133,32.43937268,-101.535421
42-317-42375,4.23174E+13,32.238667,-101.732566,32.2106432,-101.7240136
42-329-43578,4.23294E+13,31.907688,-101.899165,31.93411616,-101.9057112
42-317-42455,4.23174E+13,32.270374,-101.775553,32.23910793,-101.7652861
42-317-42512,4.23174E+13,32.11264,-101.794448,32.14005789,-101.8040043
42-227-40316,4.22274E+13,32.465366,-101.620459,32.44546882,-101.6143872
42-227-40369,4.22274E+13,32.44092,-101.640268,32.46079636,-101.6479937
42-227-40381,4.22274E+13,32.416367,-101.674607,32.3965358,-101.668597
42-227-40388,4.22274E+13,32.411783,-101.26494,32.44539063,-101.2654279
42-383-40754,4.23834E+13,31.457725,-101.542833,31.47303534,-101.5475358
42-317-42564,4.23174E+13,32.309916,-101.988577,32.33728142,-101.9956575
42-317-42653,4.23174E+13,32.356973,-101.868472,32.37963338,-101.8748655
42-461-41350,4.24614E+13,31.59049,-102.142094,31.5634373,-102.1339751
42-329-43836,4.23294E+13,32.063841,-101.906141,32.02815724,-101.8940547
42-461-41353,4.24614E+13,31.605471,-101.788278,31.62754192,-101.7956986
42-317-42754,4.23174E+13,32.376826,-102.013431,32.35643927,-102.0059725
42-227-40502,4.22274E+13,32.285733,-101.520648,32.25999789,-101.5141215
42-317-42759,4.23174E+13,32.256344,-101.814307,32.28629402,-101.8239157
42-317-42796,4.23174E+13,32.438509,-102.158137,32.41319401,-102.1508284
42-105-42345,4.21054E+13,31.036315,-101.109073,31.0097783,-101.1106239
42-173-37436,4.21734E+13,31.768229,-101.72958,31.7911891,-101.7397003
42-329-40310,4.23294E+13,31.971656,-101.82921,31.988568,-101.8346141
42-329-41031,4.23294E+13,32.01729,-102.263543,32.03064988,-102.2698952
42-329-41462,4.23294E+13,31.678076,-102.03537,31.69891032,-102.042412
42-383-39730,4.23834E+13,31.434184,-101.75688,31.45424145,-101.7619571
42-383-39793,4.23834E+13,31.507639,-101.732611,31.4781775,-101.7244245
42-235-35150,4.22354E+13,31.194662,-101.040788,31.17308161,-101.0411054
42-383-38291,4.23834E+13,31.103536,-101.280266,31.13188403,-101.2794836
42-461-39107,4.24614E+13,31.580993,-101.929335,31.56773365,-101.9251048
42-383-37777,4.23834E+13,31.548981,-101.372844,31.5281087,-101.3731996
42-383-37664,4.23834E+13,31.280005,-101.535738,31.25886828,-101.5361263
42-383-39393,4.23834E+13,31.38098241,-101.637196,31.40506504,-101.6448314
42-235-35255,4.22354E+13,31.103457,-101.260568,31.12109974,-101.2620082
42-461-41446,4.24614E+13,31.429615,-101.800266,31.4645607,-101.8089004
42-003-48228,4.20035E+13,32.383127,-102.219373,32.34869328,-102.2082659
42-227-40610,4.22274E+13,32.304033,-101.411549,32.33190732,-101.4185853
42-329-44144,4.23294E+13,32.085083,-101.847399,32.10526614,-101.8541922
42-461-41495,4.24614E+13,31.620676,-102.213467,31.59171477,-102.2051275
42-317-43118,4.23174E+13,32.226736,-101.909645,32.24880499,-101.9197773
42-329-44347,4.23294E+13,32.019747,-101.926008,31.99235135,-101.9174443
42-317-43164,4.23174E+13,32.254305,-101.841516,32.22414324,-101.8320928
42-317-43180,4.23174E+13,32.470775,-101.744833,32.4416316,-101.7353464
42-383-40918,4.23834E+13,31.215669,-101.764333,31.18736649,-101.7664583
42-317-43270,4.23174E+13,32.369711,-102.17744,32.34370911,-102.1701993
42-105-42337,4.21054E+13,30.943635,-101.556802,30.91348634,-101.5564685
42-173-37474,4.21734E+13,32.0615111,-101.7607629,32.08695142,-101.7708029
42-173-37311,4.21734E+13,31.720144,-101.530618,31.74753962,-101.5379595
42-173-37520,4.21734E+13,32.080218,-101.739447,32.05129141,-101.7304682
