,Latitude,Longitude,BH Latitude,BH Longitude
42-461392430000,31.6013777,-102.1368195,31.62172881,-102.143579
42-461392590000,31.51015556,-102.1605714,31.52486569,-102.1653985
42-461392600000,31.4900805,-102.1182556,31.50477328,-102.1231171
42-461392610000,31.51476986,-102.1486367,31.49990386,-102.1437366
42-461392680000,31.50539456,-101.9851203,31.48565217,-101.9799781
42-461392690000,31.50541561,-101.9850273,31.48575544,-101.9788379
42-461392720000,31.50543672,-101.9849342,31.48575329,-101.9787854
42-461392730000,31.50641549,-101.9831986,31.48599715,-101.977832
42-461392740000,31.50649496,-101.9832243,31.48620385,-101.9767299
42-461392750000,31.50657444,-101.9832501,31.48622447,-101.976641
42-461392810000,31.6461376,-102.1519073,31.62149663,-102.1438513
42-461392900000,31.6387934,-102.2692778,31.62277395,-102.2652492
42-461392990000,31.44562644,-102.0152428,31.42732956,-102.0094733
42-461393000000,31.44558306,-102.0151608,31.42731947,-102.0079822
42-461393010000,31.44654861,-102.0109822,31.44593464,-102.0112895
42-461393020000,31.39820444,-102.0684867,31.38293036,-102.065272
42-461393070000,31.44657028,-102.0108894,31.4290044,-102.0041844
42-461393140000,31.64707011,-102.2535141,31.66843794,-102.2605441
42-461393160000,31.39678389,-102.0743375,31.38178899,-102.0691039
42-461393210000,31.50418611,-101.8668186,31.51868241,-101.8721815
42-461393220000,31.50421861,-101.8666792,31.5190952,-101.8703359
42-461393240000,31.60985028,-101.9989525,31.62464298,-102.0036912
42-461393270000,31.49993197,-102.0773112,31.52179737,-102.0843956
42-461393300000,31.29892767,-101.9222818,31.27757755,-101.9247336
42-461393310000,31.29840694,-101.9221556,31.27748139,-101.9225017
42-461393320000,31.29840556,-101.9220594,31.32084722,-101.9212864
42-461393330000,31.46561174,-101.9873523,31.44484067,-101.9809703
42-461393350000,31.6297095,-102.2385889,31.61483099,-102.2336093
42-461393410000,31.62019387,-102.215503,31.60559947,-102.2095582
42-461393420000,31.50603803,-101.9696551,31.52481917,-101.975544
42-461393600000,31.28140927,-101.8455991,31.30420073,-101.8463689
42-461393610000,31.28140127,-101.8455035,31.30418741,-101.8452537
42-461393620000,31.28139327,-101.8454079,31.30418441,-101.845258
42-461393630000,31.28277899,-101.8421996,31.30423586,-101.8441682
42-461393640000,31.28275887,-101.8421064,31.30420674,-101.8429532
42-461393650000,31.28273874,-101.8420133,31.30420244,-101.8430166
42-461393660000,31.6206225,-102.2027219,31.6428656,-102.2101388
42-461393690000,31.293275,-102.0019361,31.26388333,-102.0010972
42-461393720000,31.4901861,-102.1801056,31.50483347,-102.1849785
42-461393760000,31.5098926,-101.9503436,31.5288953,-101.9576281
42-461393800000,31.50993595,-101.9501578,31.52878916,-101.9565809
42-461393870000,31.23020278,-101.8811528,31.24592099,-101.8809559
42-461393880000,31.29126214,-101.9471223,31.30671338,-101.9444799
42-461393890000,31.64920153,-102.2448333,31.67071396,-102.2513564
42-461394010000,31.62016343,-102.2156265,31.60510788,-102.2118308
42-461394030000,31.46580441,-102.0284222,31.44694499,-102.0242499
42-461394040000,31.46582726,-102.0283298,31.44733796,-102.0209488
42-461394050000,31.46585012,-102.0282373,31.44699857,-102.022111
42-461394060000,31.54322016,-102.0918157,31.52889874,-102.0870621
42-461394080000,31.46433796,-102.0312743,31.44572198,-102.0264309
42-461394100000,31.46438385,-102.0310894,31.44799536,-102.0257097
42-461394240000,31.230175,-101.8839152,31.24588431,-101.8831597
42-461394280000,31.39366528,-102.0246256,31.37893271,-102.0199387
42-461394340000,31.6276775,-102.1149342,31.65096021,-102.1226307
42-461394410000,31.23517399,-101.9598289,31.21970733,-101.9596082
42-461394440000,31.26045784,-101.7912258,31.28922009,-101.7923346
42-461394450000,31.26045727,-101.7911298,,
42-461394460000,31.2604567,-101.7910338,31.28925107,-101.7911191
42-461394470000,31.29328056,-101.9961806,31.26379444,-101.9961528
42-461394510000,31.26047778,-101.7945863,31.28924285,-101.7958561
42-461394520000,31.26047722,-101.7944903,31.28922765,-101.7943596
42-461394540000,31.26047665,-101.7943942,31.28845161,-101.7940931
42-461394570000,31.29327,-102.00475,31.26392,-102.0047
42-461394580000,31.48807489,-102.1265332,31.50276587,-102.1313539
42-461394600000,31.61422222,-101.9893583,31.59218296,-101.9822914
42-461394610000,31.47908499,-102.101425,31.49366581,-102.1062218
42-461394650000,31.51031533,-101.948533,31.52939249,-101.9554099
42-461394680000,31.51035867,-101.9483472,31.52965064,-101.9542655
42-461394710000,31.4252305,-102.0159445,31.44651639,-102.0227287
42-461394720000,31.293,-101.9350361,31.27226667,-101.9370167
42-461394730000,31.4524383,-101.831882,31.48088936,-101.8409515
42-461394740000,31.63880833,-102.0068639,31.65344167,-102.0108222
42-461394760000,31.63824167,-102.0049694,31.65366667,-102.0100222
42-461394780000,31.4524598,-101.8317891,31.48112611,-101.839911
42-461394830000,31.4524168,-101.8319749,31.48090181,-101.8408919
42-461394900000,31.6300575,-101.9093219,31.645748,-101.9144491
42-461394910000,31.63012,-101.90901,31.64582723,-101.9139635
42-461394920000,31.34358639,-102.0438108,31.32867899,-102.046606
42-461394930000,31.47210796,-102.130063,31.48668147,-102.134876
42-461394950000,31.231084,-101.86967,31.21041779,-101.8698771
42-461394990000,31.63332,-101.91013,31.61754325,-101.9050974
42-461395000000,31.45283806,-101.8301311,31.48139958,-101.8387506
42-461395010000,31.45285966,-101.8300384,31.48138944,-101.8387948
42-461395020000,31.45288111,-101.8299456,31.48166878,-101.8377152
42-461395160000,31.29005278,-101.9298639,31.30671389,-101.9276361
42-461395170000,31.290075,-101.9299556,31.306725,-101.9300083
42-461395250000,31.59193833,-102.0178728,31.60540555,-102.0220823
42-461395260000,31.26452639,-101.7865228,31.2428124,-101.7867736
42-461395330000,31.61949982,-102.2090305,31.64086971,-102.2181175
42-461395350000,31.6195309,-102.2089066,31.64137227,-102.2160821
42-461395460000,31.34704444,-102.0255125,31.36077408,-102.0319778
42-461395500000,31.58716944,-101.9730917,31.57262222,-101.9684167
42-461395600000,31.61414301,-102.2454858,31.59829717,-102.2393583
42-461395610000,31.61417029,-102.2453605,31.59877777,-102.2373765
42-461395710000,31.55709,-102.031239,31.536675,-102.0241694
42-461395780100,31.19763889,-101.9630694,31.171284,-101.96345
42-461395800000,31.62470858,-102.203612,31.60830878,-102.1984788
42-461395810000,31.59680556,-101.9306806,31.61043412,-101.9348045
42-461395830000,31.60423056,-102.1560833,31.63115615,-102.164555
42-461395870000,31.63807472,-102.2321331,31.65889361,-102.2393689
42-461395880000,31.64967917,-102.1535581,31.66368184,-102.1573315
42-461395910000,31.6121179,-102.1236941,31.63536564,-102.1305066
42-461395920000,31.61241389,-102.126875,31.63607322,-102.1353501
42-461395990000,31.42912316,-101.809518,31.4562024,-101.8176218
42-461396100000,31.55894444,-102.0320917,31.57884973,-102.0381686
42-461396130000,31.5081685,-101.9525346,31.48762097,-101.9483287
42-461396140000,31.50819,-101.9524412,31.48810047,-101.9467856
42-461396150000,31.50821167,-101.9523483,31.48707071,-101.9448836
42-461396160000,31.50510944,-101.9734506,31.48547416,-101.9672292
42-461396170000,31.50607173,-101.9476756,31.48629589,-101.9429916
42-461396180000,31.4662112,-101.983579,31.48307847,-101.9888625
42-461396190000,31.51634014,-102.0051145,31.48679837,-101.9958374
42-461396210000,31.50725852,-101.9590594,31.52712532,-101.9654087
42-461396220000,31.50728006,-101.9589667,31.52748085,-101.9638454
42-461396230000,31.50858833,-101.9547225,31.52781886,-101.9623456
42-461396240000,31.50860924,-101.9546295,31.52818422,-101.9607173
42-461396260000,31.45470428,-101.9387077,31.48113504,-101.9468822
42-461396310000,31.45472594,-101.9386149,31.48160765,-101.9453574
42-461396340000,31.456172,-101.9353759,31.48159191,-101.943869
42-461396360000,31.4561855,-101.9351841,31.4812878,-101.9419222
42-461396370000,31.50611423,-101.9474896,31.48516684,-101.9409791
42-461396380000,31.45468264,-101.9388005,31.4803409,-101.9483548
42-461396440000,31.5803222,-102.067825,31.56536525,-102.0628414
42-461396560000,31.34042889,-102.0513611,31.35485072,-102.0561721
42-461396580000,31.61479238,-102.2258079,31.6297856,-102.2323422
42-461396650000,31.47998889,-102.1549167,31.49572844,-102.1600968
42-461396690000,31.61482239,-102.2256846,31.6373628,-102.232404
42-461396710000,31.47809139,-102.1054986,31.49268415,-102.1103123
42-461396760000,31.50254826,-101.8714059,31.51759219,-101.8770354
42-461396770000,31.5025807,-101.8712665,31.51801288,-101.8751674
42-461396790000,31.57897556,-101.9427083,31.59244671,-101.9471297
42-461396840000,31.42720379,-101.8120461,31.39970705,-101.8036771
42-461397000000,31.64476111,-101.9113528,31.67436249,-101.9207771
42-461397010000,31.64527,-101.90918,31.67469226,-101.9182909
42-461397020000,31.64568056,-101.9072917,31.67538514,-101.9162504
42-461397070000,31.63044167,-101.9780111,31.61685833,-101.9736194
42-461397090000,31.64562,-101.90499,31.67593514,-101.9139996
42-461397100000,31.64941,-101.90325,31.67640886,-101.9118341
42-461397170000,31.30193833,-101.9137333,31.27744389,-101.9134167
42-461397180000,31.30185611,-101.9137369,31.32109056,-101.9105419
42-461397190000,31.30202139,-101.9137353,31.27736806,-101.9111922
42-461397200000,31.37817778,-102.0814222,31.3928644,-102.0861233
42-461397370000,31.59380778,-102.0112825,31.60693481,-102.0157415
42-461397380000,31.2302366,-101.8867695,31.24594469,-101.8864692
42-461397530000,31.64737,-101.90506,31.6194842,-101.8969768
42-461397540000,31.64772369,-101.9037481,31.62003793,-101.8948705
42-461397550000,31.64820562,-101.9017052,31.62051956,-101.8928082
42-461397560000,31.64821,-101.90171,31.62046275,-101.8928245
42-461397600000,31.64785444,-101.9102631,31.61862118,-101.9005696
42-461397610000,31.64917,-101.89762,31.62141523,-101.8887143
42-461397620000,31.64961944,-101.89555,31.62182941,-101.8866713
42-461397630000,31.65059,-101.89147,31.62285681,-101.8826291
42-461397640000,31.6496,-101.89563,31.62160786,-101.8866497
42-461397650000,31.65057,-101.89155,31.62276095,-101.882627
42-461397660000,31.64770592,-101.9038271,31.62000399,-101.8950227
42-461397670000,31.64866944,-101.8997389,31.62573811,-101.8925155
42-461397680000,31.64903,-101.913176,31.61828421,-101.9023421
42-461397690000,31.64781889,-101.9104181,31.61817441,-101.9025362
42-461397700000,31.53789306,-102.1147172,31.55133552,-102.1192873
42-461397710000,31.53674194,-102.1194239,31.55020565,-102.1239276
42-461397870000,31.64529,-101.9091,31.6749607,-101.9183516
42-461397880000,31.64563,-101.90491,31.67596994,-101.9139136
42-461397890000,31.65004,-101.90054,31.677002,-101.9092391
42-461397940000,31.21755145,-101.908818,31.2331038,-101.908315
42-461397950000,31.43215,-101.79595,31.43191605,-101.795668
42-461397960000,31.60721111,-102.14385,31.63278836,-102.1518382
42-461397980000,31.60698928,-101.9523387,31.59331178,-101.9480005
42-461398040000,31.6503412,-102.0569972,31.6709352,-102.0637534
42-461398090000,31.28572646,-101.8486166,31.26124814,-101.8488933
42-461398100000,31.28564399,-101.8486168,31.26091344,-101.8487116
42-461398120000,31.28546583,-101.8459931,31.260966,-101.8459844
42-461398130000,31.28538333,-101.8459936,31.26093803,-101.8459586
42-461398150000,31.2850122,-101.8426992,31.26054802,-101.8432757
42-461398190000,31.46227486,-102.0125886,31.48718818,-102.0215249
42-461398200000,31.46225314,-102.0126814,31.48812111,-102.0196219
42-461398220000,31.46326654,-102.0083496,31.48665123,-102.0168265
42-461398230000,31.46328825,-102.0082567,31.48534026,-102.01411
42-461398400000,31.64822003,-101.9083041,31.61901655,-101.8989728
42-461398410000,31.50216667,-102.1311444,31.51684574,-102.1360156
42-461398450000,31.4887141,-102.1237718,31.51077416,-102.1295731
42-461398470000,31.28509464,-101.8426985,31.26051274,-101.8431818
42-461398480000,31.40716111,-102.0381111,31.39096762,-102.0325198
42-461398510000,31.50679167,-102.0577917,31.49173216,-102.0527044
42-461398610000,31.39811833,-102.0084598,31.38300691,-102.0034873
42-461398700000,31.64061944,-102.26005,31.62510688,-102.2549122
42-461398710000,31.6406,-102.25373,31.62640831,-102.2490351
42-461398770000,31.2978175,-101.8975906,31.27719463,-101.8994963
42-461398840000,31.582394,-102.059424,31.56737732,-102.054482
42-461398850000,31.40463056,-102.0348389,31.43257875,-102.0460649
42-461398860000,31.60123889,-102.0035583,31.61537778,-102.0101389
42-461398970000,31.62123056,-101.9842389,31.60072493,-101.9779456
42-461399010000,31.29781583,-101.897495,31.27718021,-101.8947659
42-461399040000,31.53104444,-102.019425,31.51622465,-102.0155703
42-461399050000,31.53187778,-102.016,31.51736643,-102.010526
42-461399240000,31.63325,-102.1602417,31.61852894,-102.1561223
42-461399290000,31.64918267,-102.2449606,31.67022329,-102.2533932
42-461399330000,31.62060717,-102.2028509,31.64236358,-102.2121769
42-461399440000,31.580211,-101.937344,31.59374472,-101.9414504
42-461399450000,31.42241278,-101.9607442,31.40881411,-101.9568863
42-461399530000,31.29781917,-101.8973969,31.28285829,-101.8960896
42-461399560000,31.50519204,-101.9653085,31.48575869,-101.9618088
42-461399580000,31.50521235,-101.9652158,31.48767114,-101.9600926
42-461399590000,31.50523354,-101.9651226,31.48772449,-101.9577188
42-461399600000,31.50539623,-101.9584111,31.48792246,-101.9529206
42-461399610000,31.50541706,-101.9583186,31.48761367,-101.9504393
42-461399620000,31.50537486,-101.9585048,31.48797118,-101.9556822
42-461399680000,31.53322778,-101.9992528,31.54839832,-102.0055671
42-461399700000,31.2118159,-101.8811044,31.18865393,-101.8815054
42-461399750000,31.26832111,-101.7821103,31.29632859,-101.7825622
42-461399770000,31.27020556,-101.7890778,31.29648233,-101.7886632
42-461399850000,31.36887794,-101.9932302,31.37406023,-101.9949632
42-461399880000,31.64090864,-102.2577082,31.62544243,-102.2524466
42-461399890000,31.64222,-102.25642,31.62583,-102.25061
42-461399990000,31.63124068,-102.1974729,31.61007552,-102.1920501
42-461400000000,31.63126345,-102.1973802,31.61037378,-102.1898994
42-461400010000,31.63128619,-102.1972875,31.61090231,-102.1878619
42-461400030000,31.42400528,-101.9259442,31.44468932,-101.9319143
42-461400040000,31.62499167,-101.9405917,31.63861397,-101.9450974
42-461400050000,31.39468889,-102.0204361,31.38022865,-102.0146567
42-461400130000,31.45986892,-101.9549784,31.48406667,-101.966847
42-461400140000,31.45990092,-101.9548397,31.48471223,-101.9641837
42-461400150000,31.45993215,-101.9547,31.48523521,-101.9614729
42-461400160000,31.4544244,-101.9447255,31.48579376,-101.9586444
42-461400170000,31.45445607,-101.9445876,31.48643875,-101.9559234
42-461400180000,31.45448727,-101.9444476,31.48674075,-101.9531589
42-461400240000,31.64609153,-102.2519995,31.66846064,-102.2606255
42-461400250000,31.6460547,-102.2519132,31.66872437,-102.2595256
42-461400380000,31.62706,-101.9316842,31.64073906,-101.9361155
42-461400420000,31.557109,-102.031154,31.53664167,-102.0241917
42-461400430000,31.557057,-102.031394,31.5366814,-102.02415
42-461400440000,31.557041,-102.031471,31.53856111,-102.0249694
42-461400490000,31.54984764,-101.9368571,31.56308445,-101.9419883
42-461400490001,31.54984764,-101.9368571,31.56308445,-101.9419883
42-461400520000,31.650275,-102.0569758,31.6705426,-102.065276
42-461400550000,31.57800278,-101.9489583,31.56255512,-101.9461851
42-461400560000,31.57784308,-101.9489081,31.5765227,-101.948087
42-461400570000,31.44751684,-102.0067755,31.44230143,-102.0030184
42-461400580000,31.46212279,-102.0061155,31.43003529,-101.9963739
42-461400590000,31.46215466,-102.0059762,31.43064145,-101.9936839
42-461400600000,31.44748417,-102.0069155,31.42865715,-102.001613
42-461400620000,31.449514,-101.777636,31.46449167,-101.7828306
42-461400650000,31.44876517,-101.8488234,31.47653639,-101.8597135
42-461400660000,31.44879681,-101.8486853,31.47706877,-101.8574321
42-461400690000,31.39465556,-102.020575,31.37976195,-102.0166764
42-461400720000,31.5470625,-101.9746667,31.56919432,-101.9816307
42-461400790000,31.50722703,-101.9748118,31.52332363,-101.9823448
42-461400800000,31.50726081,-101.9746738,31.52378012,-101.9802416
42-461400810000,31.50729354,-101.9745349,31.52419648,-101.9782821
42-461400820000,31.50613703,-101.9638723,31.52551619,-101.9728449
42-461400830000,31.50616918,-101.9637329,31.52598569,-101.9705415
42-461400840000,31.50620155,-101.9635944,31.52651173,-101.9682006
42-461400880000,31.20731,-101.8432867,31.23089938,-101.843161
42-461400890000,31.41366389,-102.0583333,31.42844057,-102.0634889
42-461400900000,31.41378225,-102.058371,31.42891995,-102.0618054
42-461400910000,31.55994575,-102.2332235,31.58346172,-102.2411286
42-461400920000,31.55590083,-102.2534933,31.57863823,-102.2615139
42-461400930000,31.41390278,-102.0584111,31.42867417,-102.0626694
42-461400960000,31.62577117,-101.9375234,31.63942171,-101.9419696
42-461401060000,31.55114139,-101.9231714,31.56615028,-101.9289861
42-461401080000,31.54038889,-102.1038833,31.51185941,-102.0944614
42-461401130000,31.4669253,-101.9884492,31.4841388,-101.9924903
42-461401140000,31.46689276,-101.9885885,31.4848374,-101.995845
42-461401150000,31.45061433,-101.8396362,31.43800186,-101.8326224
42-461401160000,31.61113611,-102.0639833,31.61106536,-102.0639652
42-461401170000,31.61107139,-102.0639628,31.61097015,-102.0626442
42-461401180000,31.12296299,-101.8587504,31.14364581,-101.8586137
42-461401190000,31.40319444,-102.0398972,31.43166087,-102.050647
42-461401200000,31.40331,-102.03993,31.43186784,-102.0499739
42-461401220000,31.622057,-101.980862,31.62208007,-101.9806262
42-461401230000,31.50728339,-101.86146,31.47849062,-101.8535102
42-461401240000,31.50731558,-101.86132,31.47906975,-101.8513395
42-461401270000,31.53617083,-101.9896567,31.55135367,-101.9935057
42-461401300000,31.632902,-101.974523,31.61764167,-101.9704806
42-461401320000,31.42556389,-101.9462064,31.44040099,-101.9504719
42-461401340000,31.40187139,-101.7893775,31.38850573,-101.7853963
42-461401370000,31.60127222,-102.003375,31.61259311,-102.0070127
42-461401390000,31.50485562,-101.8718769,31.48363487,-101.8638801
42-461401400000,31.60125556,-102.0034667,31.6231062,-102.0114397
42-461401430000,31.60904897,-101.9435746,31.6230424,-101.9469109
42-461401440000,31.43982789,-102.0861988,31.46641475,-102.0949824
42-461401460000,31.43203333,-101.7887417,31.45899363,-101.7972309
42-461401480000,31.54557278,-101.9790203,31.56733871,-101.9858463
42-461401500000,31.57472861,-101.9630183,31.55961299,-101.9588799
42-461401510000,31.40996673,-102.0740878,31.43860643,-102.0844277
42-461401520000,31.41008611,-102.0741278,31.43897358,-102.0829238
42-461401540000,31.51787955,-101.8467716,31.544793,-101.8567675
42-461401550000,31.51791274,-101.8466329,31.5452833,-101.8548188
42-461401560000,31.51794523,-101.8464947,31.54574555,-101.8526686
42-461401570000,31.51685498,-101.8460488,31.50785229,-101.8455213
42-461401580000,31.51688847,-101.8459094,31.49687745,-101.8392049
42-461401590000,31.5169203,-101.8457703,31.49748964,-101.8363624
42-461401650000,31.45045472,-101.90334,31.4233034,-101.8959566
42-461401660000,31.45038973,-101.9032176,31.42394546,-101.8932968
42-461401670000,31.60916639,-102.0020003,31.62418901,-102.006824
42-461401680000,31.51538333,-102.0081852,31.48922882,-102.0025607
42-461401690000,31.51541435,-102.008047,31.48780279,-101.9995235
42-461401700000,31.51667926,-102.0003757,31.48576455,-101.9926233
42-461401710000,31.51679846,-102.0004123,31.48436508,-101.9896861
42-461401720000,31.51691843,-102.0004486,31.48487917,-101.9874723
42-461401730000,31.39952,-101.926585,31.41460796,-101.9315794
42-461401740000,31.60510833,-101.9538889,31.62756855,-101.9600875
42-461401750000,31.55008503,-101.9277595,31.56512799,-101.9333371
42-461401770000,31.60508692,-101.9539836,31.6272254,-101.9610505
42-461401790000,31.4618,-102.06094,31.44564167,-102.0560583
42-461401890000,31.15754405,-101.8641009,31.15767799,-101.863871
42-461401900000,31.40021101,-101.865688,31.3714461,-101.8581978
42-461401910000,31.55105238,-102.1242196,31.53615352,-102.1196976
42-461401930000,31.40009177,-101.8656512,31.37206256,-101.8561581
42-461401940000,31.39985692,-101.8673051,31.42692001,-101.8785246
42-461401950000,31.3998886,-101.8671659,31.42761474,-101.8759999
42-461401960000,31.39992036,-101.8670261,31.42755088,-101.8729841
42-461401970000,31.60506667,-101.954075,31.627129,-101.9619728
42-461401980000,31.59097725,-102.0151854,31.60606599,-102.0196545
42-461402010000,31.590999,-102.0150926,31.60625354,-102.018612
42-461402020000,31.4526503,-101.8380398,31.47961206,-101.8464677
42-461402030000,31.45268346,-101.8378999,31.48006942,-101.8446972
42-461402040000,31.45587679,-101.8236254,31.48236328,-101.8346542
42-461402050000,31.45590843,-101.8234869,31.48298684,-101.831903
42-461402060000,31.45594145,-101.823347,31.48361259,-101.829203
42-461402080000,31.3996591,-101.8702268,31.37106379,-101.8603798
42-461402090000,31.39962725,-101.8703663,31.3705755,-101.8624476
42-461402110000,31.55880833,-102.0321111,31.57871436,-102.0387366
42-461402120000,31.55867222,-102.0321306,31.57854167,-102.0394472
42-461402130000,31.39024106,-101.8134998,31.368599,-101.8073178
42-461402150000,31.56351667,-102.0120985,31.54838754,-102.0072221
42-461402160000,31.56353808,-102.0120055,31.54959763,-102.0065235
42-461402170000,31.56349444,-102.0121917,31.5481469,-102.0083532
42-461402190000,31.56062368,-102.2301442,31.58404437,-102.2378919
42-461402200000,31.55496739,-102.2564247,31.57815487,-102.264112
42-461402220000,31.63498333,-101.9673389,31.61958333,-101.9620028
42-461402230000,31.63496111,-101.9674306,31.61916389,-101.9639222
42-461402240000,31.5762275,-101.9570481,31.56102784,-101.9522453
42-461402250000,31.55493988,-102.256549,31.5780887,-102.2644118
42-461402270000,31.2762074,-101.7797348,31.3037987,-101.7778117
42-461402280000,31.2762095,-101.7798806,31.3037923,-101.7799363
42-461402290000,31.1831575,-101.909831,31.16028051,-101.9101739
42-461402300000,31.58520189,-101.9839579,31.5699668,-101.9796001
42-461402310000,31.6061121,-101.7823423,31.62933699,-101.7872051
42-461402320000,31.60962804,-101.7830334,31.58715755,-101.7744075
42-461402340000,31.54533,-101.98332,31.56735781,-101.990134
42-461402350000,31.56059628,-102.2302686,31.58407657,-102.2381869
42-461402360000,31.54442417,-101.987165,31.56614939,-101.9951857
42-461402370000,31.58522306,-101.9838647,31.57041005,-101.9775994
42-461402380000,31.42988311,-101.7917087,31.45318385,-101.7996509
42-461402390000,31.43573328,-102.0300861,31.408865,-102.021402
42-461402420000,31.45261659,-101.8381802,31.47923752,-101.8480832
42-461402430000,31.45032578,-101.9030938,31.42452673,-101.8906525
42-461402440000,31.45202962,-101.8972008,31.48058522,-101.9069147
42-461402450000,31.61352222,-101.9925028,31.59121712,-101.9863306
42-461402460000,31.45198,-101.89691,31.48079486,-101.9026091
42-461402470000,31.45200867,-101.8970586,31.48105707,-101.9048241
42-461402480000,31.51187375,-102.0903604,31.54064036,-102.1005115
42-461402490000,31.51190769,-102.0902216,31.54109366,-102.09912
42-461402500000,31.46718333,-101.7756972,31.45223167,-101.7710721
42-461402520000,31.64601788,-102.2518269,31.66904465,-102.2582366
42-461402530000,31.50392528,-102.1230472,31.53271667,-102.1334472
42-461402560000,31.60811944,-101.9408056,31.63746944,-101.9500556
42-461402570000,31.58248056,-102.0017111,31.56627778,-101.9957778
42-461402580000,31.50395833,-102.1229083,31.50523325,-102.1230691
42-461402600000,31.4325011,-101.7866965,31.46144664,-101.7956745
42-461402620000,31.61354261,-101.9924104,31.5914449,-101.9853291
42-461402630000,31.43597189,-102.0301636,31.46454059,-102.039867
42-461402680000,31.61356431,-101.9923174,31.60177044,-101.9875823
42-461402690000,31.5825,-102.0016194,31.56648333,-101.9956139
42-461402720000,31.60614922,-101.8601681,31.59103977,-101.8554756
42-461402730000,31.60612764,-101.8602611,31.59102061,-101.8555383
42-461402770000,31.45055003,-101.8399149,31.42273254,-101.8338548
42-461402780000,31.45058221,-101.8397756,31.42338355,-101.8310401
42-461402820000,31.56422822,-102.2012956,31.58999793,-102.2098825
42-461402830000,31.56417466,-102.2014077,31.5899265,-102.2101707
42-461402900000,31.58301403,-102.0640064,31.56796964,-102.0611061
42-461402910000,31.58303672,-102.0639138,31.56642526,-102.0582832
42-461402920000,31.58102061,-101.9338084,31.59461701,-101.9380289
42-461402940000,31.63692917,-102.2311028,31.65881315,-102.23819
42-461403000000,31.58104197,-101.9337153,31.59485766,-101.9369693
42-461403010000,31.58106389,-101.9336222,31.59510001,-101.9359191
42-461403020000,31.18114575,-101.895263,31.15993034,-101.8956699
42-461403030000,31.62631017,-102.2398481,31.64888142,-102.2486515
42-461403040000,31.626333,-102.2397555,31.64927508,-102.2472544
42-461403050000,31.62635581,-102.2396629,31.64954507,-102.2459737
42-461403070000,31.55024194,-101.9360222,31.53509222,-101.933125
42-461403080000,31.58776389,-102.020475,31.61854444,-102.0308389
42-461403090000,31.56741389,-101.8666158,31.54461498,-101.8588555
42-461403100000,31.56739167,-101.8667083,31.54460833,-101.8588694
42-461403110000,31.56737222,-101.8668028,31.544825,-101.8583944
42-461403120000,31.42441694,-101.9513358,31.41102231,-101.9472983
42-461403130000,31.42433778,-101.9513118,31.41096054,-101.9473764
42-461403150000,31.58778611,-102.0203806,31.61878611,-102.0298056
42-461403160000,31.63688722,-102.2311689,31.65916307,-102.2371939
42-461403170000,31.4132915,-102.0610406,31.44175026,-102.0714906
42-461403180000,31.54936861,-101.9764142,31.52677181,-101.9691323
42-461403190000,31.41325791,-102.0611794,31.44152554,-102.0724426
42-461403200000,31.413325,-102.0609028,31.44199722,-102.070525
42-461403230000,31.12283589,-101.8415202,31.15094463,-101.8414042
42-461403250000,31.619897,-102.208833,31.64041581,-102.2142337
42-461403260000,31.61985132,-102.2090183,31.6408249,-102.2179605
42-461403270000,31.09289595,-101.8402842,31.11454113,-101.8401703
42-461403290000,31.61987414,-102.2089256,31.64128175,-102.2159674
42-461403300000,31.43575556,-102.0737972,31.40788056,-102.06385
42-461403330000,31.43575299,-102.0739417,31.40766131,-102.0647661
42-461403340000,31.43575111,-102.0740858,31.40769953,-102.0657152
42-461403350000,31.15756041,-101.8669137,31.1565932,-101.8668401
42-461403360000,31.59284722,-102.0070778,31.62193056,-102.0164528
42-461403370000,31.59282778,-102.0071722,31.62166389,-102.0175806
42-461403390000,31.59650207,-101.9902515,31.62578497,-101.9996495
42-461403400000,31.59658157,-101.9902765,31.62564929,-101.9996035
42-461403410000,31.59642252,-101.990226,31.62380958,-101.9994542
42-461403420000,31.15771389,-101.8674806,31.13600909,-101.8699498
42-461403430000,31.60674167,-101.95795,31.58374722,-101.9527389
42-461403440000,31.60676111,-101.9578556,31.60528414,-101.9582358
42-461403450000,31.60678333,-101.9577639,31.58420845,-101.9507365
42-461403470000,31.65064,-101.89796,31.62136906,-101.8888319
42-461403480000,31.36762778,-101.9982556,31.34131944,-101.9889139
42-461403490000,31.42680893,-102.1358259,31.45393696,-102.1447099
42-461403500000,31.36756111,-101.9985333,31.34082832,-101.9908847
42-461403510000,31.64620563,-102.2470068,31.6699037,-102.2548057
42-461403520000,31.64618273,-102.2470993,31.66852288,-102.2555985
42-461403530000,31.64622834,-102.2469138,31.66981739,-102.2546834
42-461403540000,31.64686429,-102.2502695,31.66934533,-102.2570659
42-461403550000,31.64688546,-102.2503627,31.6690296,-102.2582963
42-461403560000,31.6468436,-102.2501761,31.6693228,-102.2571042
42-461403570000,31.36759444,-101.9983944,31.34105556,-101.9898278
42-461403580000,31.62299611,-101.9427089,31.6227844,-101.9430221
42-461403600000,31.53402222,-102.0585417,31.55680588,-102.0659301
42-461403620000,31.566225,-101.9992083,31.55093889,-101.9960778
42-461403630000,31.56624681,-101.9991163,31.55119722,-101.9952111
42-461403640000,31.56626944,-101.9990222,31.55139167,-101.9941833
42-461403650000,31.50670369,-101.9614377,31.51114553,-101.9634097
42-461403660000,31.50673562,-101.961298,31.50598962,-101.9612281
