,Latitude,Longitude,BH Latitude,BH Longitude
42-227387330000,32.2898275,-101.6771772,32.31676333,-101.6864408
42-227387340000,32.28985306,-101.6770653,32.31679455,-101.6855216
42-227387360000,32.24905,-101.5258056,32.21978056,-101.5167278
42-227387370000,32.31571072,-101.6884974,32.28865706,-101.679779
42-227387380000,32.42381667,-101.6083694,32.40433611,-101.6017806
42-227387390000,32.41569,-101.535582,32.437424,-101.542163
42-227387400000,32.28949624,-101.6776863,32.31655907,-101.6864374
42-227387410000,32.28862818,-101.6818412,32.28872627,-101.6817516
42-227387440000,32.383635,-101.528539,32.410266,-101.536401
42-227387450000,32.380195,-101.535833,32.360688,-101.529873
42-227387470000,32.31592072,-101.6875591,32.288854,-101.6786699
42-227387480000,32.31593961,-101.6874674,32.31423802,-101.6869728
42-227387500000,32.25233,-101.580154,32.278179,-101.589016
42-227387510000,32.252365,-101.579997,32.27844212,-101.5878592
42-227387520000,32.2524,-101.5798417,32.278653,-101.586921
42-227387540000,32.25293,-101.577463,32.2788916,-101.5857494
42-227387560000,32.34348944,-101.5790036,32.31978281,-101.5726986
42-227387570000,32.277563,-101.562961,32.304467,-101.572617
42-227387590000,32.277587,-101.56264,32.30492539,-101.5706965
42-227387640000,32.430031,-101.548058,32.450197,-101.553974
42-227387650000,32.29006155,-101.6808287,32.31580212,-101.6897543
42-227387690000,32.29004167,-101.6809228,32.31582663,-101.6893146
42-227387710000,32.503252,-101.546621,32.48307,-101.540239
42-227387720000,32.28951791,-101.6775935,32.31688685,-101.6865657
42-227387730000,32.311025,-101.4186667,32.28916944,-101.4109583
42-227387750000,32.461753,-101.604287,32.441241,-101.598269
42-227387760000,32.434151,-101.566859,32.460365,-101.575085
42-227387770000,32.43425,-101.56556,32.460668,-101.573858
42-227387780000,32.4676606,-101.609018,32.447747,-101.602292
42-227387800000,32.467644,-101.609086,32.46764024,-101.6097086
42-227387810000,32.421725,-101.581623,32.442784,-101.589718
42-227387850000,32.409055,-101.551491,32.427811,-101.557521
42-227387860000,32.390411,-101.568309,32.403252,-101.570639
42-227387870000,32.431379,-101.570003,32.412128,-101.564704
42-227387880000,32.485215,-101.604697,32.501854,-101.609973
42-227387890000,32.33052778,-101.6148167,32.35375,-101.6243444
42-227387910000,32.423565,-101.60467,32.405107,-101.598307
42-227387920000,32.42436111,-101.6066472,32.40474167,-101.5999694
42-227387950000,32.33040833,-101.614775,32.35375556,-101.6243472
42-227387960000,32.423366,-101.584792,32.442355,-101.592301
42-227387970000,32.33028611,-101.6147417,32.35396667,-101.623475
42-227387980000,32.417143,-101.536022,32.395534,-101.529423
42-227387990000,32.41907167,-101.5211736,32.399194,-101.51509
42-227388000000,32.503275,-101.546528,32.525385,-101.552435
42-227388050000,32.485493,-101.592821,32.458839,-101.584782
42-227388060000,32.411835,-101.536372,32.432229,-101.542858
42-227388070000,32.25801639,-101.6867011,32.23606417,-101.6777022
42-227388080000,32.38193917,-101.5275133,32.36289237,-101.5218946
42-227388090000,32.383649,-101.528477,32.410523,-101.536266
42-227388100000,32.428384,-101.55522,32.448622,-101.561422
42-227388120000,32.28941,-101.4176166,32.2656118,-101.412472
42-227388130000,32.2894663,-101.4174447,32.26604722,-101.4105222
42-227388140000,32.37849444,-101.4692944,32.40852778,-101.4798722
42-227388150000,32.37851667,-101.4692,32.408525,-101.4798889
42-227388160000,32.37853611,-101.4691056,32.40893889,-101.4778417
42-227388170000,32.37855833,-101.4690111,32.40896667,-101.4777417
42-227388180000,32.2941456,-101.4660207,32.26379333,-101.4541009
42-227388190000,32.45488333,-101.3976081,32.48465028,-101.4066436
42-227388220000,32.448932,-101.636792,32.469212,-101.642404
42-227388230000,32.422302,-101.613129,32.45102,-101.621657
42-227388240000,32.419301,-101.627113,32.447948,-101.635967
42-227388310000,32.449451,-101.634205,32.469423,-101.640314
42-227388320000,32.431229,-101.542514,32.451316,-101.548595
42-227388350000,32.29078611,-101.6723997,32.31805222,-101.6813047
42-227388360000,32.496023,-101.573998,32.467648,-101.566783
42-227388370000,32.29418611,-101.4661583,32.28646397,-101.4633526
42-227388390000,32.48788639,-101.6565692,32.47930969,-101.6549409
42-227388400000,32.28894611,-101.4829644,32.26653556,-101.4751967
42-227388410000,32.25814389,-101.6867444,32.2360321,-101.6778065
42-227388440000,32.29080417,-101.6723217,32.31781778,-101.6812597
42-227388450000,32.288925,-101.4830581,32.26610083,-101.4772803
42-227388460000,32.42324611,-101.5047997,32.444694,-101.511392
42-227388470000,32.44668611,-101.6753444,32.468275,-101.6821167
42-227388480000,32.30820556,-101.4322778,32.28525,-101.4252944
42-227388490000,32.29076833,-101.6724778,32.31781778,-101.6812597
42-227388500000,32.18098611,-101.585,32.202975,-101.590475
42-227388510000,32.18095833,-101.585125,32.20212222,-101.5945056
42-227388520000,32.236313,-101.4268191,32.26611319,-101.4370889
42-227388530000,32.09122541,-101.5600204,32.10648618,-101.5653745
42-227388540000,32.45914444,-101.5487433,32.437495,-101.542145
42-227388550000,32.29421111,-101.4662333,32.26380608,-101.4540456
42-227388560000,32.417932,-101.518493,32.401538,-101.511932
42-227388570000,32.459211,-101.548763,32.479562,-101.55449
42-227388580000,32.419151,-101.52123,32.4407,-101.527823
42-227388590000,32.417985,-101.518509,32.401164,-101.513456
42-227388600000,32.48794028,-101.6565869,32.46845611,-101.6481317
42-227388640000,32.2363547,-101.4266304,32.26640962,-101.4357671
42-227388650000,32.23637575,-101.4265372,32.26672572,-101.4344706
42-227388660000,32.38186,-101.52749,32.36242167,-101.5216597
42-227388690000,32.488767,-101.513516,32.46153,-101.505222
42-227388700000,32.488429,-101.521362,32.45950068,-101.5134145
42-227388710000,32.465047,-101.622147,32.444686,-101.617397
42-227388720000,32.423048,-101.57819,32.443768,-101.585068
42-227388730000,32.483834,-101.611543,32.496979,-101.615804
42-227388740000,32.25559761,-101.6132139,32.2687317,-101.61741
42-227388750000,32.408894,-101.548644,32.42931,-101.555063
42-227388770000,32.432543,-101.573328,32.452302,-101.579353
42-227388780000,32.502297,-101.550844,32.482216,-101.544296
42-227388790000,32.25378925,-101.6189827,32.277225,-101.6262734
42-227388810000,32.342699,-101.547669,32.319837,-101.541806
42-227388820000,32.342746,-101.547482,32.320153,-101.540481
42-227388830000,32.342794,-101.547668,32.320345,-101.53913
42-227388840000,32.342723,-101.547575,32.319838,-101.541807
42-227388850000,32.34277,-101.547389,32.320145,-101.54052
42-227388860000,32.342817,-101.547203,32.320463,-101.539177
42-227388880000,32.44101111,-101.6667333,32.413525,-101.6589917
42-227388900000,32.24405833,-101.5320889,32.21845833,-101.5219306
42-227388910000,32.24403056,-101.5322139,32.21738889,-101.5266861
42-227388930000,32.36914077,-101.4817034,32.39161514,-101.4884776
42-227388940000,32.36933611,-101.4817111,32.391625,-101.4884139
42-227388950000,32.36867222,-101.4838694,32.39095,-101.491575
42-227388960000,32.36911944,-101.4817972,32.39136389,-101.48965
42-227388970000,32.36869383,-101.4837751,32.39116703,-101.4905647
42-227388980000,32.36889167,-101.4837833,32.39122954,-101.4905231
42-227388990000,32.513125,-101.60462,32.486351,-101.595494
42-227389000000,32.492124,-101.540848,32.511511,-101.546953
42-227389020000,32.462585,-101.597333,32.442728,-101.591287
42-227389040000,32.36916113,-101.481609,32.39206246,-101.4863803
42-227389050000,32.25474622,-101.6171705,32.27765445,-101.6241482
42-227389060000,32.428871,-101.553354,32.44929,-101.559667
42-227389070000,32.2600825,-101.6001364,32.23316194,-101.5915347
42-227389080000,32.23289088,-101.5937606,32.25616121,-101.6009292
42-227389100000,32.25464065,-101.6150261,32.27815279,-101.622138
42-227389130000,32.3543094,-101.3448371,32.37691125,-101.3505711
42-227389140000,32.14292,-101.480635,32.165336,-101.489448
42-227389150000,32.142957,-101.480479,32.165653,-101.488094
42-227389160000,32.142991,-101.480322,32.166099,-101.486036
42-227389170000,32.470137,-101.554223,32.451567,-101.548937
42-227389180000,32.37626111,-101.6598944,32.39634167,-101.6678444
42-227389190000,32.3762409,-101.6599799,32.3966017,-101.6668012
42-227389200000,32.37622,-101.6600746,32.3963239,-101.6678019
42-227389210000,32.456799,-101.470456,32.427657,-101.462402
42-227389230000,32.454294,-101.47044,32.48285,-101.478602
42-227389270000,32.23311616,-101.5927734,32.26003628,-101.6012417
42-227389280000,32.49431917,-101.6327511,32.52159528,-101.6412536
42-227389290000,32.49433861,-101.6326564,32.52089972,-101.6412836
42-227389300000,32.26073944,-101.5971436,32.23378528,-101.5886858
42-227389310000,32.23356667,-101.5907986,32.26056602,-101.5990872
42-227389320000,32.485474,-101.592915,32.458828,-101.583509
42-227389340000,32.397772,-101.516992,32.37005,-101.5107861
42-227389360000,32.23225292,-101.5915758,32.20528913,-101.5810226
42-227389370000,32.23233267,-101.5916004,32.20466795,-101.583077
42-227389380000,32.25942556,-101.6031292,32.23243306,-101.59483
42-227389390000,32.389501,-101.571884,32.402016,-101.577143
42-227389400000,32.18631111,-101.5681611,32.20601389,-101.5763056
42-227389410000,32.5047375,-101.5479964,32.5251555,-101.553704
42-227389420000,32.419367,-101.627134,32.44366989,-101.6341077
42-227389440000,32.18633889,-101.5680361,32.20689444,-101.5723722
42-227389480000,32.430727,-101.504488,32.405135,-101.496997
42-227389500000,32.410875,-101.539449,32.431178,-101.545602
42-227389540000,32.430671,-101.573458,32.410886,-101.5688
42-227389550000,32.422382,-101.613151,32.45079154,-101.6229749
42-227389590000,32.27959861,-101.5565264,32.25742056,-101.5493494
42-227389600000,32.27967861,-101.5565506,32.25774222,-101.5483236
42-227389610000,32.29692194,-101.4971644,32.27061556,-101.4906542
42-227389620000,32.29684194,-101.4971403,32.27101417,-101.4891119
42-227389630000,32.43060528,-101.5734383,32.411511,-101.566824
42-227389660000,32.38199444,-101.4679389,32.40936944,-101.4758083
42-227389670000,32.38201667,-101.4678444,32.40936111,-101.4758528
42-227389680000,32.38203611,-101.46775,32.40974167,-101.4740611
42-227389690000,32.38205556,-101.4676556,32.40978611,-101.4737944
42-227389720000,32.25400203,-101.6179936,32.27760334,-101.6252118
42-227389730000,32.424065,-101.505051,32.403084,-101.498602
42-227389740000,32.440365,-101.59689,32.41972,-101.592053
42-227389750000,32.18289444,-101.5830417,32.16096389,-101.5769167
42-227389760000,32.25442787,-101.6160153,32.27781973,-101.6232155
42-227389770000,32.183,-101.5830722,32.16125833,-101.5759139
42-227389790000,32.45058611,-101.6574833,32.43031944,-101.6510306
42-227389800000,32.45056389,-101.6575778,32.43008611,-101.6519917
42-227389810000,32.45054167,-101.6576694,32.429925,-101.6535167
42-227389820000,32.49432694,-101.6353456,32.52099528,-101.6437564
42-227389830000,32.49440639,-101.6353717,32.52106778,-101.6438733
42-227389840000,32.3833,-101.530077,32.410134,-101.538292
42-227389850000,32.44321944,-101.6639639,32.4701786,-101.6732283
42-227389860000,32.4566703,-101.6573431,32.4309498,-101.6488879
42-227389870000,32.42030361,-101.5171711,32.441727,-101.523706
42-227389890000,32.18670833,-101.55965,32.20785833,-101.5681972
42-227389900000,32.18660278,-101.5596194,32.20862778,-101.564775
42-227389910000,32.416179,-101.533516,32.437828,-101.540109
42-227389920000,32.431382,-101.545527,32.450858,-101.551463
42-227389940000,32.374507,-101.503944,32.400905,-101.513383
42-227389950000,32.374541,-101.503787,32.401133,-101.512357
42-227389960000,32.374575,-101.50363,32.401391,-101.51122
42-227389970000,32.374803,-101.502595,32.401539,-101.510507
42-227389980000,32.374837,-101.502438,32.401799,-101.50934
42-227389990000,32.374872,-101.502438,32.402068,-101.508127
42-227390020000,32.38143806,-101.5288228,32.36193583,-101.5235058
42-227390030000,32.3814225,-101.5289181,32.36189833,-101.5237072
42-227390040000,32.495864,-101.574789,32.467173,-101.569199
42-227390050000,32.314517,-101.55702,32.34377099,-101.5669261
42-227390060000,32.314583,-101.556739,32.34404819,-101.5656554
42-227390070000,32.314496,-101.557112,32.34376182,-101.5669414
42-227390080000,32.31456,-101.556835,32.34406398,-101.5656483
42-227390090000,32.314541,-101.556924,32.34376486,-101.5669614
42-227390110000,32.37038889,-101.6533861,32.39846111,-101.6586028
42-227390120000,32.37036944,-101.6534806,32.39796389,-101.6605639
42-227390130000,32.37034722,-101.6535722,32.39751944,-101.6627083
42-227390140000,32.370325,-101.6536667,32.39704236,-101.6647244
42-227390150000,32.45968,-101.546818,32.437979,-101.540162
42-227390170000,32.329731,-101.424249,32.33005912,-101.4254767
42-227390190000,32.329752,-101.424155,32.309829,-101.41721
42-227390210000,32.459751,-101.546841,32.479922,-101.552445
42-227390220000,32.44693889,-101.6742472,32.41961389,-101.6649472
42-227390230000,32.23149014,-101.5949761,32.20429909,-101.5851172
42-227390240000,32.44691944,-101.6743389,32.41952222,-101.6653167
42-227390250000,32.44689611,-101.6744381,32.41906944,-101.6672361
42-227390260000,32.44687778,-101.6745222,32.41907222,-101.6673917
42-227390290000,32.1768422,-101.3780479,32.1544942,-101.3713683
42-227390310000,32.434488,-101.56406,32.460905,-101.57255
42-227390350000,32.432183,-101.575119,32.458735,-101.583301
42-227390360000,32.512512,-101.605706,32.486246,-101.596922
42-227390390000,32.28893659,-101.6001861,32.31165395,-101.6070752
42-227390400000,32.31301404,-101.6097037,32.29059999,-101.602781
42-227390410000,32.28832103,-101.6029697,32.31098787,-101.6099574
42-227390420000,32.410524,-101.540977,32.431197,-101.547779
42-227390440000,32.45071,-101.62925,32.470458,-101.636189
42-227390450000,32.502917,-101.54806,32.482911,-101.541031
42-227390470000,32.389922,-101.570092,32.402539,-101.575033
42-227390480000,32.23895513,-101.5554422,32.2687123,-101.5638911
42-227390490000,32.31314515,-101.6084735,32.29096583,-101.6015688
42-227390500000,32.444323,-101.617421,32.424103,-101.610667
42-227390510000,32.31303626,-101.6096079,32.29066499,-101.6024619
42-227390520000,32.410539,-101.540919,32.430154,-101.545627
42-227390530000,32.27981722,-101.5299756,32.25791278,-101.5228542
42-227390540000,32.2797375,-101.5299503,32.25820861,-101.5209792
42-227390550000,32.29435581,-101.6442266,32.32382539,-101.6546721
42-227390560000,32.2944025,-101.6440383,32.32407914,-101.6533593
42-227390570000,32.29438167,-101.6441325,32.32394028,-101.6539569
42-227390580000,32.29444417,-101.6438506,32.32446516,-101.6520702
42-227390600000,32.470035,-101.554197,32.451424,-101.549755
42-227390610000,32.3517726,-101.3947035,32.3312247,-101.388373
42-227390620000,32.409283,-101.547134,32.430061,-101.554087
42-227390630000,32.1862188,-101.4701847,32.213061,-101.4760996
42-227390670000,32.18624,-101.470091,32.213056,-101.4761225
42-227390700000,32.449035,-101.636819,32.46946,-101.641289
42-227390720000,32.1861764,-101.4703721,32.2124723,-101.4787063
42-227390730000,32.1861976,-101.4702784,32.2127722,-101.477369
42-227390740000,32.4414002,-101.6368085,32.4613472,-101.6433639
42-227390750000,32.4413682,-101.6369663,32.461381,-101.6430832
42-227390760000,32.28962194,-101.5970892,32.31227083,-101.6038717
42-227390770000,32.4823379,-101.4838301,32.5093399,-101.4931837
42-227390780000,32.2162987,-101.3667028,32.19450528,-101.3601888
42-227390800000,32.465131,-101.622169,32.445024,-101.616211
42-227390810000,32.483024,-101.407897,32.512528,-101.415804
42-227390820000,32.483045,-101.407803,32.5125123,-101.4158859
42-227390840000,32.484757,-101.606969,32.501345,-101.612429
42-227390860000,32.25480898,-101.6142425,32.27821389,-101.6213586
42-227390870000,32.27464111,-101.5448461,32.24605675,-101.537006
42-227390880000,32.27456108,-101.5448216,32.24785546,-101.535258
42-227390890000,32.4494132,-101.6619946,32.4297012,-101.6540786
42-227390900000,32.44939167,-101.6620889,32.429375,-101.6550778
42-227390910000,32.44936944,-101.6621833,32.42910556,-101.65615
42-227390920000,32.44935,-101.662275,32.42895833,-101.6571639
42-227390930000,32.38994,-101.570014,32.403,-101.572894
42-227390940000,32.459279,-101.548784,32.479785,-101.55348
42-227390950000,32.458613,-101.548579,32.44299855,-101.5428049
42-227390960000,32.409218,-101.54711,32.430256,-101.551796
42-227390970000,32.429573,-101.550785,32.45009,-101.557161
42-227390990000,32.434124,-101.490208,32.408171,-101.482412
42-227391010000,32.2389756,-101.5553482,32.26870394,-101.5638996
42-227391020000,32.23893466,-101.5555362,32.2682312,-101.5659818
42-227391030000,32.444544,-101.586066,32.4643315,-101.5924645
42-227391070000,32.431236,-101.502526,32.405619,-101.494874
42-227391080000,32.485905,-101.590736,32.4588597,-101.5831717
42-227391100000,32.3495347,-101.4967705,32.3238218,-101.4901172
42-227391110000,32.349569,-101.496614,32.32400833,-101.4893167
42-227391120000,32.34960278,-101.4964583,32.32425833,-101.4881917
42-227391130000,32.37882055,-101.4739454,32.40087778,-101.4802083
42-227391140000,32.349862,-101.4952282,32.32445833,-101.4872917
42-227391150000,32.3498964,-101.4951248,32.3246975,-101.4862444
42-227391160000,32.422627,-101.576472,32.444206,-101.58308
42-227391170000,32.49393278,-101.6371828,32.52057648,-101.64583
42-227391180000,32.49401361,-101.6372053,32.52053806,-101.6457269
42-227391210000,32.421126,-101.618969,32.450017,-101.627135
42-227391260000,32.421191,-101.618994,32.449522,-101.629479
42-227391280000,32.490647,-101.505396,32.463536,-101.4968
42-227391290000,32.440572,-101.595911,32.420053,-101.589223
42-227391340000,32.49204611,-101.6357958,32.47201139,-101.6297847
42-227391350000,32.49212583,-101.6358217,32.47224028,-101.6288664
42-227391360000,32.485668,-101.470733,32.512999,-101.479198
42-227391380000,32.4246025,-101.3631025,32.45498926,-101.3620667
42-227391400000,32.495887,-101.574665,32.4676,-101.568128
42-227391420000,32.25943889,-101.5115861,32.23811111,-101.5036111
42-227391450000,32.2567774,-101.3756769,32.2793333,-101.3825918
42-227391460000,32.17818333,-101.5300667,32.19948333,-101.5387194
42-227391470000,32.17821111,-101.5299417,32.20036111,-101.5345167
42-227391510000,32.37941194,-101.5411072,32.36091806,-101.5366422
42-227391520000,32.37943361,-101.5410133,32.36112472,-101.5357256
42-227391530000,32.488561,-101.521405,32.508297,-101.528151
42-227391540000,32.492105,-101.540926,32.470121,-101.531994
42-227391560000,32.418781,-101.472758,32.39658889,-101.4679722
42-227391570000,32.41876,-101.472853,32.41832819,-101.4735383
42-227391590000,32.418997,-101.471752,32.39701389,-101.4661528
42-227391610000,32.419038,-101.471564,32.39764722,-101.4641611
42-227391630000,32.419254,-101.470559,32.39785278,-101.4620556
42-227391640000,32.419274,-101.470465,32.39786223,-101.4619739
42-227391650000,32.419017,-101.471658,32.39699167,-101.4661528
42-227391660000,32.22251917,-101.54536,32.19937778,-101.5393611
42-227391670000,32.22254694,-101.5452347,32.20023056,-101.5354222
42-227391680000,32.48849528,-101.5213839,32.45958245,-101.5136151
42-227391690000,32.29519111,-101.6562072,32.26507511,-101.6490568
42-227391700000,32.29523333,-101.6560194,32.26542476,-101.6474828
42-227391710000,32.29527556,-101.6558319,32.265794,-101.645813
42-227391720000,32.29521383,-101.6561087,32.265058,-101.649033
42-227391730000,32.29525417,-101.6559256,32.26578092,-101.6458562
42-227391740000,32.36857778,-101.661325,32.39513564,-101.6729185
42-227391750000,32.3686,-101.6612333,32.39558333,-101.6709972
42-227391760000,32.36862222,-101.6611389,32.39606944,-101.6689083
42-227391770000,32.521581,-101.573477,32.542237,-101.577164
42-227391780000,32.504319,-101.54971,32.524671,-101.555763
42-227391790000,32.430551,-101.574341,32.411023,-101.567916
42-227391800000,32.38291,-101.531865,32.409592,-101.540578
42-227391810000,32.419511,-101.519037,32.441597,-101.524818
42-227391820000,32.432448,-101.577233,32.458361,-101.585309
42-227391830000,32.436691,-101.562607,32.463246,-101.570926
42-227391840000,32.449471,-101.634111,32.46978,-101.6393
42-227391870000,32.488701,-101.513495,32.461518,-101.505166
42-227391880000,32.423607,-101.6048,32.404771,-101.598788
42-227391890000,32.417223,-101.536047,32.395787,-101.528337
42-227391900000,32.431747,-101.543895,32.451344,-101.549318
42-227391920000,32.419537,-101.591202,32.400161,-101.585321
42-227391930000,32.444822,-101.614988,32.424137,-101.60962
42-227391950000,32.44428736,-101.5876602,32.464118,-101.593392
42-227391960000,32.469683,-101.556297,32.45112,-101.550863
42-227392020000,32.512036,-101.609988,32.485111,-101.601208
42-227392040000,32.43785,-101.4892694,32.463245,-101.496751
42-227392050000,32.17953889,-101.5239944,32.20123611,-101.5305611
42-227392060000,32.465364,-101.620073,32.44516,-101.614997
42-227392080000,32.423629,-101.507126,32.403813,-101.501099
42-227392090000,32.441319,-101.593135,32.42129,-101.58503
42-227392160000,32.459333,-101.544629,32.438516,-101.538136
42-227392180000,32.419079,-101.521213,32.441029,-101.527059
42-227392190000,32.459533,-101.544689,32.480474,-101.550433
42-227392200000,32.459466,-101.544669,32.480306,-101.551422
42-227392230000,32.419057,-101.47147,32.39743333,-101.4640278
42-227392250000,32.44439583,-101.4492733,32.41669722,-101.4433014
42-227392260000,32.44441583,-101.4491789,32.41714083,-101.4412653
42-227392270000,32.219075,-101.5457083,32.24133801,-101.5532076
42-227392280000,32.23251083,-101.6923053,32.21225,-101.685745
42-227392310000,32.4594,-101.544648,32.438292,-101.539202
42-227392320000,32.4739998,-101.4568398,32.501573,-101.463822
42-227392340000,32.47397764,-101.4569297,32.501068,-101.465884
42-227392350100,32.52185006,-101.4010407,32.502532,-101.396001
42-227392360000,32.50051,-101.557955,32.480373,-101.551463
42-227392370000,32.408973,-101.548667,32.429509,-101.556081
42-227392380000,32.23545825,-101.6775158,32.21779369,-101.6721196
42-227392390000,32.359686,-101.529582,32.332389,-101.520604
42-227392400000,32.362139,-101.524544,32.333801,-101.514464
42-227392410000,32.451383,-101.625702,32.470977,-101.633827
42-227392420000,32.451317,-101.625681,32.471339,-101.631895
42-227392430000,32.451966,-101.622285,32.471675,-101.629774
42-227392440000,32.451899,-101.622266,32.472171,-101.627732
42-227392450000,32.29241889,-101.6726661,32.31734194,-101.6833425
42-227392460000,32.240226,-101.4146132,32.269603,-101.422673
42-227392470000,32.29239833,-101.67276,32.317515,-101.6833817
42-227392480000,32.2923775,-101.6728539,32.31741861,-101.6833636
42-227392490000,32.359707,-101.529489,32.36162408,-101.5287839
42-227392500000,32.362119,-101.524639,32.33343,-101.516093
42-227392510000,32.358524,-101.534719,32.331284,-101.525393
42-227392520000,32.359727,-101.529396,32.332726,-101.519181
42-227392530000,32.358481,-101.534913,32.330802,-101.52748
42-227392540000,32.362099,-101.524733,32.333449,-101.516078
42-227392550000,32.362161,-101.52445,32.334162,-101.512906
42-227392560000,32.358501,-101.534819,32.330818,-101.527406
42-227392570000,32.437836,-101.489335,32.40878838,-101.4802083
42-227392580000,32.23346517,-101.6862542,32.21313,-101.679929
42-227392590000,32.36218,-101.524356,32.334145,-101.512987
42-227392600000,32.23500667,-101.6794961,32.214463,-101.67412
42-227392620000,32.366651,-101.519432,32.34528056,-101.51405
42-227392630000,32.351884,-101.484795,32.37557222,-101.4943194
42-227392640000,32.359643,-101.52977,32.331772,-101.523318
42-227392650000,32.351918,-101.484638,32.3758,-101.4915944
42-227392660000,32.36669,-101.519275,32.34513056,-101.5140389
42-227392670000,32.366728,-101.519121,32.34546944,-101.5124944
42-227392680000,32.359665,-101.529675,32.331769,-101.523287
42-227392690000,32.36720833,-101.5171417,32.34580833,-101.5109639
42-227392700000,32.362079,-101.524827,32.333103,-101.517514
42-227392710000,32.36724722,-101.5169861,32.34582222,-101.5109083
42-227392740000,32.367283,-101.516829,32.34616667,-101.5093056
42-227392770000,32.28609861,-101.517415,32.26103806,-101.5084389
42-227392780000,32.23428414,-101.6826633,32.21387,-101.67719
42-227392790000,32.28607806,-101.5175103,32.26076222,-101.5100019
42-227392800000,32.2576275,-101.6093767,32.23093444,-101.6012697
42-227392820000,32.23299528,-101.6883125,32.212565,-101.68292
42-227392840000,32.42871,-101.558157,32.448004,-101.564473
42-227392870000,32.45177667,-101.4144728,32.42433056,-101.4080725
42-227392880000,32.45179678,-101.4143787,32.42492139,-101.4060706
42-227392900000,32.44103056,-101.6666389,32.41356543,-101.658911
42-227392910000,32.44105278,-101.6665472,32.414,-101.6569778
42-227392920000,32.44107167,-101.6664572,32.41404764,-101.6568374
42-227392930000,32.3569909,-101.3467856,32.3342688,-101.3398947
42-227392960000,32.25893806,-101.6047022,32.23191556,-101.5967883
42-227392970000,32.22860444,-101.6025406,32.2578989,-101.6116914
42-227392980000,32.22951556,-101.5983014,32.25891469,-101.6075745
42-227393000000,32.29145972,-101.6707228,32.31839833,-101.6792925
42-227393010000,32.29160639,-101.6704881,32.31863833,-101.6771619
42-227393020000,32.29141083,-101.6708008,32.31838722,-101.6793789
42-227393030000,32.2915575,-101.6705664,32.31873639,-101.6778281
42-227393040000,32.29150861,-101.6706447,32.31854389,-101.6788664
42-227393050000,32.43057458,-101.4537756,32.457209,-101.461975
42-227393070000,32.254491,-101.622245,32.28019306,-101.6296589
42-227393110000,32.49309861,-101.6237761,32.46794167,-101.6128417
42-227393130000,32.491354,-101.532829,32.513432,-101.538531
42-227393140000,32.49133956,-101.5328923,32.512978,-101.541047
42-227393150000,32.4913695,-101.5327675,32.4716,-101.525789
42-227393160000,32.44610556,-101.677875,32.46743611,-101.6853139
42-227393170000,32.44614722,-101.6776889,32.46745,-101.6852778
42-227393180000,32.44612778,-101.6777806,32.467775,-101.6837889
42-227393190000,32.44616944,-101.6775944,32.467925,-101.6831333
42-227393210000,32.31456111,-101.6319778,32.27889444,-101.6201833
42-227393270000,32.431492,-101.500702,32.405966,-101.492829
42-227393280000,32.433463,-101.492207,32.407658,-101.484511
42-227393290000,32.28092172,-101.5245141,32.25876944,-101.5187528
42-227393300000,32.28100278,-101.5245389,32.25917222,-101.5166611
42-227393310000,32.254085,-101.624132,32.27976333,-101.6316664
42-227393340000,32.44795931,-101.4324631,32.42112778,-101.4226522
42-227393360000,32.4858,-101.590707,32.459036,-101.582447
42-227393390000,32.37980556,-101.671175,32.35223889,-101.6637389
42-227393400000,32.379825,-101.6710806,32.35273611,-101.6618417
42-227393410000,32.37984722,-101.6709861,32.35277778,-101.6615528
42-227393420000,32.37986944,-101.6708917,32.35276389,-101.6616056
42-227393430000,32.49631389,-101.6277778,32.46712885,-101.6170861
42-227393440000,32.49639167,-101.6278028,32.46670432,-101.6193049
42-227393460000,32.149819,-101.689392,32.12206329,-101.6829167
42-227393470000,32.14984,-101.689298,32.12236751,-101.6815835
42-227393480000,32.149883,-101.689111,32.12279,-101.679726
42-227393490000,32.149905,-101.689018,32.12309677,-101.6783982
42-227393500000,32.149797,-101.689485,32.13547603,-101.6874793
42-227393510000,32.149862,-101.689205,32.122716,-101.680057
42-227393520000,32.426761,-101.459978,32.39956023,-101.4534442
42-227393530000,32.43392803,-101.3684011,32.459554,-101.376546
42-227393540000,32.43394839,-101.3683067,32.461679,-101.374957
42-227393550000,32.426781,-101.459883,32.40001167,-101.45137
42-227393560000,32.431797,-101.56787,32.412205,-101.56164
42-227393570000,32.25824222,-101.6209522,32.22840629,-101.6112927
42-227393580000,32.496052,-101.573873,32.467774,-101.566038
42-227393590000,32.25826306,-101.6208583,32.22895833,-101.6088083
42-227393600000,32.464981,-101.622129,32.444729,-101.617189
42-227393610000,32.369725,-101.456967,32.39613333,-101.4675028
42-227393620000,32.369704,-101.457061,32.39613333,-101.46755
42-227393630000,32.369765,-101.456779,32.39656389,-101.46545
42-227393640000,32.369744,-101.456873,32.39655556,-101.4655111
42-227393650000,32.369967,-101.455837,32.39701944,-101.4633028
42-227393660000,32.36998889,-101.4557417,32.397,-101.4633583
42-227393670000,32.370008,-101.455649,32.39739722,-101.4615389
42-227393680000,32.37002778,-101.4555528,32.39739722,-101.4615583
42-227393720000,32.44793936,-101.4325574,32.42072944,-101.4246642
42-227393740000,32.22854111,-101.3837057,32.22832962,-101.3836785
42-227393750000,32.484299,-101.609256,32.500941,-101.614762
42-227393760000,32.421742,-101.581546,32.442948,-101.588915
