pad_id,Actual,Predicted
42-329-40550,270.0,193.77450888079332
42-227-38948,386.0,360.1258654364864
42-227-39240,187.0,371.26534219299805
42-317-39356,177.0,235.93639148089304
42-383-40378,243.0,420.12325867466257
42-383-39404,282.0,384.92140075858174
42-461-39018,347.0,242.5183493322151
42-227-38471,233.5,268.72957492641336
42-461-40689,601.0,410.1293634495865
42-329-40077,225.0,269.59814583971263
42-329-39362,373.3333333333333,295.0660763010859
42-329-40443,430.0,353.84160253287234
42-173-37477,402.0,369.614093149533
42-383-40316,159.0,353.4381983747249
42-003-45638,241.0,278.1194142546912
42-329-39323,307.5,413.44998472674126
42-317-39238,219.0,265.17819303561396
42-329-42403,491.0,412.799453813797
42-227-38914,157.0,292.07523670862776
42-317-42082,391.0,318.95702474076256
42-173-38179,390.0,446.5153956652527
42-227-39112,503.0,331.86730866542126
42-461-40544,467.6666666666667,414.81504435104694
42-329-40467,332.5,274.3808157264818
42-227-39545,373.0,251.8954474856408
42-227-37747,239.0,190.81761546229885
42-383-39563,247.0,355.1859524114933
42-461-41352,282.0,312.07894716165293
42-173-38080,197.0,338.27761842815215
42-329-40492,148.0,196.29744908709787
42-317-41790,314.0,370.15823922193033
42-329-38377,117.0,201.68344597084268
42-317-40934,259.0,235.04229650575672
42-383-39906,156.0,325.3540095939418
42-317-39707,334.0,343.38906074396147
42-227-39375,245.0,208.79488178480761
42-227-37811,282.5,431.81062030326336
42-329-41958,395.0,361.1658067187837
42-329-38999,239.0,260.4009511910627
42-173-38100,320.0,271.7799238653721
42-227-39369,241.5,426.623010904401
42-329-41177,570.0,427.83216768734354
42-383-38338,210.5,277.036673696094
42-329-39871,500.0,341.63355136958336
42-227-38751,304.5,310.92879958189366
42-461-39180,183.0,196.50418342932105
42-317-41419,269.0,362.87428217669566
42-227-39456,333.5,422.2204921655098
42-461-40806,345.5,407.73336871046257
42-329-40232,198.0,279.5380860707131
42-461-39753,302.0,364.4894288398689
42-317-40542,265.5,252.67503424101022
42-329-43449,318.3333333333333,284.1610529035007
42-227-38991,284.0,264.0051488399365
42-329-40756,188.0,193.0452233336495
42-329-41362,191.0,381.2453096111958
42-227-40037,289.0,428.76353470768004
42-317-42217,367.0,389.2763887887967
42-329-40222,391.0,349.3654439472868
42-173-37700,313.0,311.74038309161256
42-173-37620,456.0,428.76353470768004
42-329-40184,209.0,239.7016186029602
42-329-41023,285.0,314.8271261144499
42-173-37744,522.0,416.346767931871
42-317-39863,354.0,252.70104097419716
42-173-37527,317.0,363.89980649991026
42-173-37576,244.0,405.83854660550566
42-461-40949,429.0,418.9087340334172
42-227-37800,223.0,217.09432365628152
42-317-39740,371.0,363.5762635963131
42-383-40543,477.0,446.0465515635374
42-383-40502,349.0,402.66844507634335
42-329-40346,311.0,352.1193729890713
42-227-39103,177.0,235.14588232787693
42-173-38006,518.0,369.08975806204324
42-317-39577,256.0,268.3625418156093
42-461-38985,146.0,201.68344597084268
42-317-42095,266.6666666666667,422.9798950393205
42-461-40631,327.0,379.6654116719243
42-461-39561,134.0,189.92352048716253
42-173-37458,399.0,340.7482164804667
42-227-39998,299.0,314.30481278992477
42-461-40604,466.0,370.6929234118605
42-227-38881,248.0,296.6120652379288
42-317-40894,526.0,407.23482513272967
42-329-43111,187.0,351.1177614881978
42-329-41662,188.0,317.95234716642267
42-329-40936,134.0,291.6172559561837
42-317-42592,398.5,327.5791925390701
42-317-41775,381.3333333333333,316.9889781117226
42-317-40501,442.3333333333333,361.20829590688754
42-003-47063,231.5,242.00038235221305
42-329-39023,291.5,254.71216486320006
42-227-38423,424.0,367.9686185229449
42-461-40774,224.5,230.803068673518
42-383-40403,218.0,431.17545058118657
42-461-40220,318.0,313.82145480595074
42-317-39057,322.0,269.29542802288677
42-317-40208,294.0,307.68474228584836
42-329-39574,314.0,419.5988582996577
42-383-38629,189.0,250.25579979352264
42-227-39725,484.0,376.52224426190685
42-329-41723,406.0,369.2119930603271
42-173-37792,186.0,370.10665628153123
42-329-41669,445.0,416.27092219921093
42-329-43177,351.0,369.06620419681457
42-329-40954,331.0,358.0804489358809
42-317-41957,218.0,360.2597690394532
42-329-41439,305.0,279.3841618431441
42-329-39629,213.0,389.4441812995038
42-383-38369,175.0,208.79488178480761
42-329-42909,362.5,380.9124399883574
42-329-40137,233.0,194.6724393834618
42-317-39492,290.0,245.92628440890186
42-329-40444,186.0,276.24932062806187
42-383-38497,163.0,243.51184526247866
42-329-40222,299.5,379.9330835974433
42-383-38830,263.0,196.50418342932105
42-383-39581,339.5,288.7623875683642
42-329-43162,455.0,398.4783500460286
42-329-38504,312.0,288.2707135358885
42-329-42983,557.0,427.88452842119915
42-317-41160,201.0,255.20118259652995
42-003-47716,336.0,410.3354806650702
42-383-38630,385.0,292.25261042972113
42-227-37811,644.0,405.2071782733731
42-329-42893,397.0,437.51231310873777
42-173-37213,167.0,351.9305812245034
42-461-40146,494.0,315.38942733142807
42-383-39967,311.0,259.469344462098
42-461-40689,534.0,359.35858677320067
42-173-37289,136.0,292.63809869324086
42-383-39761,462.0,367.9013914712214
42-227-39898,270.5,285.319207170863
42-461-41247,316.5,414.6214444468312
42-317-41083,273.0,311.8407477294669
42-383-39949,432.0,278.2806508324347
42-329-41175,167.0,382.9563875746261
42-383-38128,127.0,235.64440022574644
42-329-40337,186.66666666666666,278.29599468370225
42-329-41309,349.0,381.40466917515425
42-329-42858,482.0,464.26469207008057
42-461-40208,586.0,378.64107304762337
42-317-41920,329.0,293.96274137295524
42-383-39448,329.0,254.09715382854648
42-317-40509,247.0,327.4813719304232
42-173-36377,172.0,238.64140217849686
42-227-39906,479.0,348.9227783089092
42-329-42006,467.0,416.346767931871
42-329-41669,341.0,367.21388206552683
42-461-41126,578.0,428.8463267406427
42-227-39829,324.0,211.31782199111217
42-329-41484,299.0,330.80300368191416
42-227-39935,137.0,278.1701707742662
42-329-39334,297.0,210.91028797783977
42-383-38909,282.0,193.77450888079332
42-383-39566,189.0,305.1211058050072
42-329-40964,560.0,407.52415752163625
42-461-41288,570.5,414.31836392815615
42-329-39317,203.0,194.6724393834618
42-329-43082,311.0,306.8352220174961
42-329-40702,362.0,269.9249464749696
42-383-39694,145.0,309.1203038501927
42-329-43169,427.0,453.1977227559323
42-227-38771,362.0,259.22615650220223
42-461-40119,437.0,396.93155395844406
42-227-39297,484.5,389.0862862854923
42-317-42079,290.0,322.4702815645435
42-461-40193,530.5,417.5483552940373
42-383-39642,269.5,297.30892085855214
42-461-40579,441.6666666666667,455.2261267596472
42-329-41504,212.0,306.76884038832037
42-227-38744,444.0,344.3611723286774
42-173-38022,288.0,433.47205042752006
42-317-40669,177.33333333333334,214.41307586681046
42-317-41116,504.0,398.4783500460286
42-461-40305,216.0,316.5319651393006
42-329-40553,328.0,379.19299802889043
42-461-39638,290.5,298.97990662733235
42-383-40307,253.5,423.3368358112736
42-461-40387,333.5,363.85963547216096
42-383-39188,394.0,270.9647735612009
42-329-39706,127.0,259.76631548213976
42-173-37520,339.5,342.0954407074511
42-329-42394,500.0,476.2402597246315
42-329-42852,252.5,281.6611203942112
42-329-40450,339.0,312.81854573738843
42-227-38455,324.0,221.23122786327593
42-317-40443,389.0,426.75769937898764
42-317-41176,333.0,291.9519007884944
42-317-40478,146.0,286.0709062091768
42-329-43203,246.0,421.5870460870475
42-461-39769,412.0,370.563581273644
42-329-40069,350.0,371.6772404859996
42-317-39227,267.0,199.53635879652316
42-317-38706,346.0,283.6230461939018
42-329-41308,316.0,381.0615654696691
42-317-40472,244.0,434.44975097248124
42-329-43169,562.0,464.26469207008057
42-317-41737,436.0,307.09600817282916
42-329-41608,560.0,388.444524405525
42-329-41720,302.5,413.9475705962574
42-317-41655,446.0,401.7372329985294
42-329-43294,461.0,421.623499159659
42-329-40463,337.5,285.22645415537283
42-317-40683,245.0,241.26161915887806
42-329-41634,352.5,283.34347549557043
42-317-41967,185.0,348.7464867138637
42-173-37611,384.5,383.26513729818714
42-317-40584,569.0,387.45975584990623
42-329-40675,393.5,404.899810753288
42-227-38385,195.0,204.43484119641434
42-329-39653,313.0,382.6325705783832
42-461-39362,203.0,253.47070529778594
42-461-41157,376.0,386.5766206705342
42-317-41511,364.0,385.12363974008105
42-317-40084,189.0,248.81818539182876
42-317-39618,286.5,249.58111221638563
42-329-40433,304.5,457.44583230034976
42-227-39126,417.0,376.2487736389516
42-461-40538,265.0,212.23660783664758
42-329-41754,369.5,389.67492168876856
42-461-39018,262.0,286.11489820755605
42-383-39351,240.0,392.4036854613935
42-329-39871,452.5,354.8738376176229
42-329-42905,424.0,306.3939111233847
42-461-40004,226.0,204.43484119641434
42-003-47716,565.0,383.03751139006346
42-329-41558,329.5,346.8630388846459
42-317-42159,425.0,331.30271188009465
42-329-41931,308.0,304.5425129155398
42-329-41272,284.0,290.18924104092724
42-329-39548,285.0,201.68344597084268
42-461-41332,445.5,418.1194365944779
42-329-39274,278.0,321.4925583052317
42-317-39713,522.5,368.58567336364445
42-329-40896,510.5,406.69508862753645
42-329-42925,293.25,290.0016891066009
42-383-39035,325.0,312.85319295681535
42-329-39365,275.5,245.64153762137994
42-461-41081,227.5,272.6370277749099
42-227-39880,326.0,251.30212380767637
42-329-43088,200.0,278.84764735118875
42-227-37961,249.0,204.02830315072717
42-317-40733,398.5,296.00392910622355
42-461-40714,356.0,426.22429420425965
42-227-39041,412.0,286.64570383225254
42-329-41348,190.0,383.61159838872635
42-173-38037,335.5,381.49326530544596
42-383-40583,387.0,420.2421711601273
42-227-40402,407.0,418.15786263669474
42-227-40019,274.0,355.38464048616055
42-329-41509,220.0,276.46386323950907
42-173-37838,552.0,346.4605904953492
42-383-38315,141.0,240.830167539709
42-317-41533,321.0,337.98707507857984
42-317-40539,592.0,412.165044312484
42-329-42329,391.0,282.28889142750063
42-461-38074,243.0,238.8517460475739
42-461-40368,426.0,429.8605716910584
42-003-48119,477.5,407.9542214894467
42-317-40089,172.0,242.52638505285918
42-461-38995,189.0,193.77450888079332
42-329-40954,523.0,378.6054052845497
42-317-39492,275.0,228.4692029484633
42-461-38884,272.0,327.4529286423112
42-227-39053,320.0,298.68045957163815
42-383-40195,216.0,336.6637314791565
42-227-39935,203.0,282.95733197545195
42-329-42890,362.5,382.9563875746261
42-383-37564,159.0,197.754172893686
42-317-41830,400.0,407.23482513272967
42-329-41408,345.0,274.06676112849493
42-461-39330,269.0,239.27073957759924
42-317-41648,509.0,419.2896801060725
42-317-40608,274.0,235.93639148089304
42-461-40253,377.0,401.7773042525504
42-383-37826,257.0,233.22186837970807
42-461-40695,370.0,364.0683823824694
42-329-42514,527.0,391.6362272660869
42-329-42482,395.3333333333333,432.1447369199509
42-329-41139,487.0,414.89851764797106
42-173-37376,492.0,391.9275711303871
42-329-43013,200.0,314.36915475905784
42-317-40482,127.0,267.42569996975067
42-329-39537,346.0,258.9640179378571
42-317-40669,294.0,262.12357041594913
42-227-40023,537.0,394.06699145453393
42-317-41684,459.0,393.9738074486867
42-329-41839,258.0,383.26513729818714
42-383-40153,428.0,383.0391796075888
42-383-39643,271.0,314.3657844247758
42-227-39975,204.0,348.79709923331563
42-173-36711,331.0,194.6724393834618
42-461-38704,189.0,181.96055536553052
42-317-41684,332.0,359.9135742195237
42-461-40239,569.0,446.5153956652527
42-173-37527,499.6666666666667,360.2653700516654
42-317-40854,471.0,310.87525849313795
42-227-38871,218.0,196.29744908709787
42-003-46351,574.0,410.9184719962065
42-317-41856,171.5,318.0932475904215
42-329-40745,328.0,400.5283991775371
42-329-43287,508.3333333333333,416.346767931871
42-317-41672,224.5,349.25566374681216
42-227-39738,291.5,299.5045288164962
42-173-37693,379.0,388.0285241720665
42-173-37599,260.3333333333333,351.4907567044526
42-227-39654,393.0,381.48746120811694
42-227-39869,187.0,232.28779510040775
42-329-39686,234.0,261.94340685886357
42-383-37755,156.0,256.5359613047949
42-329-40266,216.0,269.50280866733414
42-329-40246,534.5,332.31169897377225
42-329-42895,575.0,363.95866375558256
42-227-38854,176.0,260.1797881153274
42-227-39594,475.0,365.2556997870436
42-461-38498,183.0,230.69432099285257
42-329-39580,351.0,341.4603681371657
42-317-41238,279.0,296.4465493639389
42-329-42227,477.0,379.9066627533221
42-461-39615,234.5,240.51259101050903
42-173-36844,106.0,190.81761546229885
42-461-40876,128.0,194.6724393834618
42-317-40883,487.6666666666667,391.59603720027957
42-329-42199,298.0,310.2422427891655
42-003-47946,433.0,402.77042836081563
42-329-42105,359.0,429.8605716910584
42-329-42884,340.0,423.48186819200447
42-329-41928,416.0,393.3435099140566
42-173-37359,483.0,428.94799462466443
42-317-42158,483.0,367.84336497441006
42-329-42167,383.0,429.25622945028584
42-461-40600,602.0,406.52898148964704
42-317-42400,272.0,320.83193677374237
42-317-39461,245.0,228.38192333956772
42-383-38993,284.0,255.9894082141459
42-461-37989,232.0,201.68344597084268
42-329-43360,406.0,406.70802630900783
42-227-38258,477.0,292.07523670862776
42-227-39459,337.0,217.28803302686603
42-329-42850,425.0,387.3674570313147
42-317-40336,337.0,393.3400059663905
42-003-47467,293.0,456.17862645787875
42-317-40542,199.0,235.0970181320822
42-317-41920,386.0,293.36610671721496
42-461-39636,244.0,304.3163101141338
42-173-37947,295.0,355.33395535496
42-329-41611,491.0,346.98226662251136
42-227-38831,222.0,240.1722053063987
42-317-38842,168.0,253.4483020743645
42-329-41850,293.0,377.13313616115505
42-227-38917,181.5,254.86176095304484
42-173-37520,462.5,388.80445050547115
42-329-41885,349.0,311.25874903070854
42-383-38387,138.0,269.4189271823851
42-317-41981,608.0,362.87428217669566
42-461-39050,273.0,232.8593128255744
42-173-37566,218.0,328.05748638080706
42-329-41020,393.5,280.9166215089198
42-329-40807,208.0,324.9158059879581
42-383-40039,483.0,404.73611943205896
42-461-40634,329.3333333333333,433.0588404937611
42-383-38515,125.0,196.50418342932105
42-329-41925,187.0,296.6120652379288
42-461-40496,532.0,425.76830660978464
42-329-40901,362.5,419.1715343238402
42-461-40449,346.0,288.998401783071
42-329-41611,382.0,356.1390919504368
42-329-42807,276.0,359.4707373726175
42-461-39501,280.0,355.7028848556398
42-317-41827,300.0,305.2698009136062
42-461-39619,627.0,389.97908693648054
42-227-38989,310.0,265.15574126865465
42-383-38316,335.0,196.50418342932105
42-461-41161,442.0,428.4101052217557
42-227-39180,407.0,341.0497797113856
42-329-40680,352.0,369.69499301840847
42-329-40930,348.0,350.0829785232296
42-173-38080,244.0,343.6413519857916
42-329-40326,343.0,319.7966076035385
42-317-41816,468.0,431.0327122535045
42-383-39756,442.0,406.3170986573988
42-227-38778,181.0,224.56987738673627
42-461-40876,228.0,196.50418342932105
42-317-41989,373.0,371.26534219299805
42-317-40262,523.0,393.1354218986331
42-383-39832,345.5,325.76217973666144
42-227-39099,218.0,317.6996123136143
42-317-38982,316.0,307.68474228584836
42-329-42666,418.0,283.49307158541524
42-317-41210,255.5,252.9913412043457
42-317-42121,452.0,432.74333722947193
42-329-40231,377.0,342.2447145824917
42-317-41144,249.0,340.8399229544756
42-317-40883,586.0,415.3570047051857
42-329-39023,274.0,257.0335014720226
