pad_id,Actual,Predicted
42-329-39028,208.0,272.4861295603394
42-329-40513,137.0,250.25979367206057
42-461-38695,220.0,204.7048684679443
42-317-42584,252.66666666666666,311.5916671678753
42-227-38875,336.0,245.2797731615657
42-329-38692,294.0,255.15602455403894
42-461-40857,437.0,316.3314746643993
42-329-43088,328.5,285.8842134141511
42-173-37768,264.0,346.03326213488447
42-329-43058,353.0,420.6678285654445
42-329-41342,454.0,375.924087694605
42-383-40652,497.5,456.17862645787875
42-317-40703,501.0,412.9137221096175
42-461-37719,109.0,193.52045094063328
42-461-40245,446.0,308.7391657163527
42-227-39539,246.66666666666666,405.0102022223003
42-329-40241,241.0,189.92352048716253
42-329-41567,249.0,370.3914084077747
42-383-39768,259.0,363.1822729329106
42-173-37417,262.0,365.092383386482
42-173-36822,211.0,204.43484119641434
42-383-39593,362.0,276.3847380774782
42-461-38909,262.0,315.14771065056243
42-173-38032,382.0,319.5773568700586
42-329-42514,452.0,356.63666243268017
42-329-38414,252.0,191.47271804267683
42-227-39481,361.0,401.7393653061664
42-383-40064,370.0,399.07630104242355
42-329-42918,327.0,294.1408387535542
42-317-38447,303.0,298.75998548190427
42-173-37724,366.0,332.4708523027355
42-227-39881,233.0,258.42451664095677
42-329-40936,284.0,291.6172559561837
42-317-41371,146.0,280.77204072611045
42-329-42952,167.0,284.9909618204809
42-329-39728,318.0,267.7478173884498
42-461-40212,421.0,249.44706010389342
42-227-40309,494.0,396.56370935393875
42-317-40336,479.0,399.84241089357243
42-329-40756,162.0,194.6724393834618
42-329-39537,274.0,274.1478652634521
42-317-40579,154.0,232.8593128255744
42-383-38578,224.0,374.3425958936521
42-461-40088,279.0,245.23326034538886
42-317-40643,254.0,406.56058402115735
42-461-40660,566.5,418.15786263669474
42-461-40915,256.0,401.6240016395069
42-317-39844,303.0,355.8224267709139
42-329-40462,196.0,268.1656845518193
42-317-41116,220.0,362.85108158603913
42-329-40451,174.0,269.86897219096
42-329-43019,261.0,307.8221061749812
42-329-41939,467.0,428.0112897564032
42-317-42203,312.0,294.16416286018136
42-317-40674,481.0,380.8099246493945
42-329-38775,367.0,260.1309239195327
42-227-39504,291.0,420.95149103560567
42-173-37661,342.5,422.6250891936477
42-317-42414,388.0,432.25246711278663
42-173-37390,370.5,398.356144802071
42-461-39222,333.0,302.7962864270682
42-329-38694,283.0,251.73588535062976
42-329-40697,307.0,270.55509191195574
42-383-39751,287.5,476.2402597246315
42-227-39504,295.5,421.10077481089627
42-227-37906,281.0,215.59026542292833
42-329-41069,433.0,315.90748442603916
42-317-41610,272.0,403.9532686710521
42-329-43177,364.0,377.4620361663773
42-329-41708,421.0,407.633681007522
42-227-39820,566.0,370.81086835281513
42-461-40156,423.0,309.58712418147553
42-461-40388,345.0,440.97586576680305
42-329-41648,282.0,224.7990048966625
42-329-40474,207.0,206.82520466255588
42-317-41844,224.0,421.8992329361917
42-227-40183,559.0,426.9348436012637
42-227-39257,475.0,344.19066389710287
42-173-37599,281.0,342.0537177932247
42-329-41327,441.0,390.52856993750885
42-317-41428,312.5,306.3196826615427
42-227-40120,424.0,413.644204392542
42-329-42610,293.0,303.93201678752604
42-329-40954,322.0,389.6984230142399
42-329-40821,373.5,367.9013914712214
42-461-41055,280.0,208.32878284263418
42-461-38551,159.0,275.3196546549686
42-329-40069,236.0,386.8201256234105
42-173-38028,400.0,428.8463267406427
42-383-40726,273.0,444.68988291232375
42-317-39887,298.0,296.0785735028241
42-329-42367,288.0,407.23482513272967
42-227-39457,431.0,386.0525966991739
42-227-39512,394.0,367.8029252749143
42-227-38824,430.0,359.07814789528646
42-329-40266,291.0,305.2698009136062
42-329-42934,314.0,318.7367139859356
42-227-39307,480.0,357.2152118671433
42-227-38584,195.0,280.8682711227812
42-227-39300,333.5,366.2345744370338
42-173-38071,212.0,209.6928122874761
42-173-37182,256.0,361.137588396924
42-329-41073,136.0,226.44311080758976
42-227-38213,176.0,243.82482127317581
42-329-40684,321.0,379.9330835974433
42-227-40245,393.0,397.3074728506437
42-317-40138,506.6666666666667,362.4384237725063
42-329-39110,479.0,340.52417767081437
42-317-42095,523.0,415.2631198927842
42-461-40741,245.5,223.89630311884966
42-317-41233,495.0,341.8980112211588
42-173-37413,267.0,378.2371252283344
42-461-40616,259.5,290.0744416408157
42-173-37736,292.0,416.346767931871
42-383-40594,330.0,450.02859734345515
42-317-39721,400.0,239.27073957759924
42-227-39574,347.0,440.2617979577012
42-317-39463,200.0,236.45841849831453
42-173-36173,263.0,243.40229624358196
42-383-39783,342.0,464.26469207008057
42-227-39023,463.0,387.6148757439172
42-383-39668,330.0,295.1673125237227
42-383-38211,133.0,194.6724393834618
42-461-40480,299.0,317.8173582387765
42-329-38812,270.0,248.68701724124932
42-329-39418,299.0,288.9235218838466
42-003-47818,411.0,298.343787852361
42-461-40580,302.75,455.2261267596472
42-317-40461,447.0,424.63854129148
42-173-37982,451.0,362.97331046011726
42-329-42345,453.0,425.5316584256827
42-329-41522,177.0,305.436607890676
42-003-47394,488.0,378.58703058390364
42-329-41430,596.0,383.4091660482101
42-173-37878,391.0,419.0338296219063
42-329-42370,460.0,412.14688669984304
42-329-41484,422.5,342.70032736574245
42-317-40340,279.0,413.6985276956612
42-461-39478,277.0,353.05689763595007
42-461-40653,219.0,327.165213140134
42-461-39763,220.0,357.5915740318455
42-461-40235,231.0,305.27434447923497
42-317-41450,178.0,425.1500355115751
42-329-41558,426.0,360.81053071613593
42-383-38903,107.0,196.50418342932105
42-317-42171,247.0,366.33115565196505
42-227-39048,509.0,401.90281269820787
42-329-42701,184.75,204.02830315072717
42-227-39011,598.0,354.03224830104085
42-461-40391,336.5,370.81086835281513
42-461-39953,230.0,266.02433524526924
42-173-37855,393.0,457.74496617785735
42-317-41478,228.0,397.2817809087017
42-227-38641,400.0,348.9227783089092
42-227-38720,393.0,346.96964199797657
42-383-40420,392.5,410.270222207527
42-383-39613,374.0,437.9356081966305
42-227-40066,349.0,434.1844637569252
42-383-39720,164.0,304.9661417618623
42-173-37991,199.0,423.4961520304307
42-227-40081,221.0,370.1836234131366
42-329-42425,409.0,381.554087698929
42-329-39027,319.5,259.3092381676949
42-173-38058,438.0,476.2402597246315
42-317-41636,418.3333333333333,375.2776960762966
42-329-39519,299.5,281.6611203942112
42-461-38505,181.0,182.24695147451217
42-329-43287,688.0,457.16293452145595
42-317-40927,379.0,345.4112121977154
42-317-41478,278.5,419.6664366296931
42-317-41752,566.0,377.2481178025533
42-383-40372,605.0,411.9596340216576
42-383-39910,389.0,294.9812158971469
42-317-41295,380.0,358.61459689635757
42-003-46955,463.0,405.8702401890966
42-227-39050,222.0,215.55662481023236
42-329-40698,226.0,293.04639813562227
42-227-38576,438.0,272.1894269387617
42-329-39818,399.5,299.6297409831188
42-317-41124,270.0,414.31836392815615
42-227-39775,306.0,290.18924104092724
42-227-39331,409.0,360.29919839632913
42-329-40035,235.0,265.78401206777124
42-383-40120,250.0,330.63048508997514
42-383-39267,300.0,374.36496986357594
42-227-39192,318.0,213.68511090503497
42-317-42400,304.5,312.0617762599703
42-461-40553,301.0,410.0990629235175
42-317-41323,266.0,259.8061583614929
42-227-39171,419.5,379.49044017009214
42-317-41279,566.0,402.28691434384405
42-329-40983,498.6666666666667,424.25629146681814
42-317-42250,451.0,405.8702401890966
42-329-41069,221.0,279.4126945175238
42-317-40168,122.0,191.80483175854158
42-329-42632,429.3333333333333,316.9153584433079
42-173-37669,302.6666666666667,342.42257885404246
42-329-39372,267.0,359.7246980447345
42-383-39988,236.0,279.65426081391564
42-173-37806,316.0,342.0537177932247
42-383-39809,273.0,347.4397510900716
42-227-39839,338.0,295.81131069444126
42-227-39770,330.0,232.5803154491945
42-317-39664,407.0,318.14763604254375
42-227-40062,323.0,350.9361030442388
42-329-40812,335.0,319.91697751113384
42-461-40402,407.0,396.5891051107736
42-003-46411,542.0,353.74412453323737
42-329-42070,468.0,365.98814280042
42-461-40341,243.0,381.06574260140076
42-227-38789,282.0,301.66207847010253
42-329-39799,394.0,305.7516945431808
42-383-40085,276.0,316.2127550707485
42-227-39457,296.0,367.64542562068954
42-227-39107,496.0,355.2878740922483
42-173-37276,289.0,250.06050192829517
42-461-38947,159.0,181.96055536553052
42-173-37404,436.0,416.75353923078166
42-173-37659,214.0,411.80585343606487
42-329-40517,436.5,381.6828060352272
42-329-40993,351.0,382.9563875746261
42-317-42210,226.0,428.0112897564032
42-329-42841,342.0,385.09903511803833
42-329-41545,329.0,302.4726396533783
42-383-38332,191.0,344.06554476701774
42-317-41530,333.75,362.53560243267907
42-173-37363,501.0,376.5486715285284
42-173-36603,247.0,246.22895951136866
42-227-39379,473.0,401.6389770796939
42-329-42538,495.5,377.6281089960676
42-329-42145,268.0,324.13303777293214
42-329-40828,228.0,223.45883573462658
42-329-40254,231.5,247.85067778382327
42-329-40567,394.0,406.07927056831824
42-461-40405,335.0,313.35878644214984
42-383-39809,351.0,337.0400533002038
42-317-42276,274.0,395.5760437995461
42-317-40793,187.0,372.3511447761733
42-227-39430,208.0,422.45208571959586
42-329-39589,186.0,349.31013707557827
42-317-40894,326.0,379.49044017009214
42-317-41587,152.0,238.57747396962313
42-317-40111,283.0,267.73413591928653
42-317-41176,359.0,266.30175313770445
42-383-40510,448.0,368.9376054767378
42-329-42530,303.25,287.3529518347481
42-383-39765,245.0,476.2402597246315
42-317-40420,272.0,240.7774304637304
42-317-40759,247.0,279.1992904536705
42-329-42107,431.0,332.8156835745024
42-329-43300,467.0,369.93379353552194
42-329-39880,210.0,348.11170434034716
42-461-41218,407.0,283.40479046177865
42-173-36844,104.0,190.81761546229885
42-173-37672,571.0,412.799453813797
42-329-41121,184.0,278.84764735118875
42-317-40364,196.0,433.52890876213024
42-461-40763,378.5,285.6580027879056
42-329-40828,288.0,221.6355846556379
42-317-41346,281.0,409.56397559114157
42-317-40134,479.5,352.0938317883006
42-461-40790,374.0,372.86460559495924
42-317-40195,256.0,271.2978200411306
42-329-40605,567.0,391.8896119064106
42-329-39172,213.0,227.1794386655255
42-329-41480,371.0,376.64275570060227
42-461-39636,279.0,351.82927460051746
42-227-39881,333.0,253.3500645832371
42-461-40533,306.6666666666667,310.80186409878877
42-461-39808,299.0,365.8629517681166
42-461-40400,290.0,411.89107074844486
42-383-39659,272.0,374.0798897503471
42-329-41595,272.0,320.4798749346136
42-329-40805,563.0,396.8900898290696
42-173-36329,336.0,257.3795286939614
42-329-42381,162.0,411.738974897192
42-329-42600,517.0,405.71693757605317
42-173-36148,244.5,361.9552672123421
42-383-38343,266.0,251.99796623652193
42-383-39873,300.0,301.4801475992279
42-329-41953,267.0,265.5815119066111
42-329-39574,268.0,444.3498638326242
42-461-39813,331.0,307.1299817899828
42-329-42158,587.0,428.8463267406427
42-317-41068,325.0,274.78957091343966
42-317-39584,261.0,268.3342365039557
42-173-37819,595.0,371.11792960017283
42-329-41069,255.5,295.44890487081074
42-317-41910,545.0,451.45109609050184
42-317-40342,398.0,373.4510939874552
42-329-42090,576.0,436.85702942251453
42-173-37782,280.0,262.07099089619965
42-329-39015,124.0,193.52045094063328
42-227-40004,415.5,304.0326436586651
42-227-38733,215.0,338.45718417067485
42-317-38852,149.0,196.50418342932105
42-173-35180,242.0,231.83403681267328
42-173-37837,366.0,401.9366592733225
42-461-39260,216.0,243.44485663695784
42-227-40512,585.0,443.28798646899907
42-383-39615,444.0,440.6617423162178
42-173-37595,546.0,340.4314255411074
42-329-39023,241.0,236.85478534430092
42-317-40928,571.0,383.0311522781176
42-173-38127,323.0,297.7430117007489
42-383-39879,201.0,390.131993737884
42-329-42651,371.0,250.09963913363416
42-383-39468,200.0,376.64275570060227
42-317-40363,478.0,377.72352737796496
42-329-41067,296.0,370.47561411296937
42-003-47344,486.3333333333333,407.81243088939493
42-329-41052,386.0,277.9589229744756
42-227-39157,259.0,275.9577672173462
42-227-40135,547.0,414.9810565187589
42-317-38928,235.0,262.5015198292998
42-329-38900,243.0,196.29744908709787
42-173-36821,243.0,191.47271804267683
42-317-41747,551.0,387.03613712202826
42-317-41957,372.0,360.2597690394532
42-461-40804,301.0,289.85044542388465
42-227-37722,456.5,347.6196688463944
42-383-38158,235.0,311.48283533542684
42-461-41283,385.0,416.346767931871
42-317-40903,548.0,358.7498968052544
42-317-40717,359.5,265.33176947841076
42-329-40451,173.0,261.15823408907323
42-317-40453,238.0,272.7203502999956
42-227-39475,429.0,380.89989457687346
42-317-42158,472.0,316.0073543943429
42-383-40165,401.0,272.4472667400204
42-227-39686,514.0,387.3674570313147
42-173-36688,152.0,245.02730594721803
42-003-47468,656.0,476.2402597246315
42-317-41610,262.0,354.87580878781296
42-383-40643,314.3333333333333,378.89694911808886
42-461-39535,373.0,322.3276804247158
42-227-39154,205.0,294.1044141464582
42-317-41640,555.0,456.17862645787875
42-329-39167,318.0,240.66097365821395
42-329-40412,255.0,300.0933609977755
42-227-38718,256.0,223.07079231266215
42-173-37842,140.0,243.51184526247866
42-383-40703,294.0,410.7643011662925
42-329-41045,318.0,327.5791925390701
42-461-41191,147.0,356.1080400477313
42-317-41176,232.0,274.2129317849315
42-317-39721,196.5,269.06466923443304
42-461-39808,120.0,296.50012807439833
42-461-39638,266.0,341.05912605417535
42-329-42172,338.0,448.0112898310732
42-461-40964,465.5,401.0570096601707
42-227-39834,255.0,316.5203922366055
42-329-40205,458.0,318.2885364665426
42-317-42079,357.0,294.1408387535542
42-383-39776,243.0,361.1316875226238
42-173-37993,275.0,426.5172928363924
42-329-38797,102.0,193.0452233336495
42-317-39096,264.0,208.61517895161583
42-227-39344,462.0,380.0663894376799
42-317-40366,474.0,382.23006851993915
42-317-39699,211.0,345.96046481490697
42-317-39356,204.0,257.00021261717853
42-329-39509,501.0,413.6948335792107
42-383-38137,200.0,237.3807254654635
42-317-41583,164.0,254.58997143662532
42-329-40587,289.0,310.463606686788
42-461-40151,493.0,407.21141713394223
42-227-39633,161.25,209.41036250469162
42-317-41957,313.0,340.9674604177684
42-329-41353,319.5,399.9136860394223
42-383-40833,158.0,313.5683495877642
42-329-40896,421.3333333333333,428.2023415372722
42-317-41655,447.0,380.3714412034286
42-003-47722,578.0,434.4083527536245
42-383-40369,247.0,428.8463267406427
42-317-40184,444.0,378.71752387088895
42-227-38542,227.0,286.4894105627697
42-317-41346,497.0,410.3714793248248
42-317-39455,321.0,363.5762635963131
42-383-38870,251.0,264.2775816924206
42-317-41136,267.0,296.00392910622355
42-329-38035,382.5,285.24378994088346
42-383-39365,283.0,304.632975965019
42-227-39520,481.0,407.7858378875152
42-317-40093,141.0,244.57420868132158
42-227-39219,319.0,251.75454706164197
42-383-39711,382.0,458.6536205830053
42-227-40086,389.5,382.78956670142213
42-003-47462,535.0,363.1483525646922
42-383-39886,232.0,307.6544244610532
42-329-41436,513.6666666666666,406.56007130578513
42-329-42598,275.0,413.9475705962574
42-329-40327,434.0,287.6191885004637
42-461-38660,149.0,191.80483175854158
42-383-38753,169.0,194.6724393834618
42-329-41314,459.0,476.2402597246315
42-227-38962,417.5,340.2282403337994
42-317-38679,140.0,191.85960597769815
42-317-41768,376.75,386.61234563203266
42-329-39186,189.5,238.64140217849686
42-317-40520,182.0,303.9851117878745
42-227-39017,374.5,363.8248863637038
42-173-36959,105.0,189.92352048716253
42-329-41176,327.0,429.8605716910584
42-383-38873,284.5,214.6994719757921
42-383-38465,300.0,255.91828721868225
42-329-42424,571.0,376.94263930154193
42-173-38158,520.0,419.24244181373973
42-317-41610,327.0,369.05700247438574
42-461-40797,506.0,456.17862645787875
42-329-42748,361.5,455.2261267596472
42-317-39038,239.0,289.1288863832571
42-317-40361,265.5,268.23105611308455
42-461-40691,502.0,362.1899487224751
42-329-42306,330.0,342.0825562868287
42-317-40747,296.0,276.79998919793604
42-329-41928,374.0,425.297709521659
42-227-38641,198.0,344.3777129312234
42-317-40324,433.0,342.1897842912985
42-461-38884,190.0,297.8730136634115
42-317-42196,262.0,311.5916671678753
42-227-38789,381.0,296.50012807439833
42-461-40372,371.6666666666667,340.52417767081437
42-227-39655,515.5,418.7581990503569
42-317-39655,223.0,306.94641208298435
42-173-37664,157.0,297.446956969761
42-461-41223,301.0,263.7381944826672
42-461-39454,293.0,382.9903731260628
42-461-39446,221.0,319.5772347721039
42-173-37408,365.5,381.6337170657572
42-317-40481,547.0,394.66137583751095
42-227-39219,220.0,254.77792293478745
42-329-39063,363.0,300.29756710042886
42-461-40453,269.0,428.5307470566971
42-003-47665,571.0,365.75060351573256
42-227-39718,201.0,257.1360605413004
42-329-42204,331.5,270.357196718912
42-317-40823,274.0,259.65291416909645
42-227-38874,305.3333333333333,270.25461815100215
42-173-37773,453.0,351.4907567044526
42-461-40471,147.0,213.68511090503497
42-461-40604,395.0,370.6929234118605
42-317-40100,126.0,239.31960377339396
42-227-38811,319.0,293.04639813562227
42-383-38262,125.0,228.4692029484633
42-173-38196,471.5,409.9819021859835
42-317-41827,191.5,300.87599819509836
42-383-39326,115.0,243.3530281173922
42-317-39246,339.0,191.80483175854158
42-329-41567,447.0,392.52893401441276
42-329-39050,196.0,315.80661150722534
42-383-39772,480.0,401.30285427801414
42-383-38815,159.5,191.80483175854158
42-317-40669,349.0,246.71458352650902
42-329-40748,314.0,392.46296071764255
42-329-40269,191.5,299.4013317695144
42-317-42158,512.0,327.4207856895782
42-329-43092,202.5,290.7399954422664
42-461-40751,460.0,314.9328470522758
42-461-39719,281.0,279.5642374293318
42-317-39096,219.0,238.3714951648047
42-383-40323,167.0,204.02830315072717
42-461-38951,193.0,206.82520466255588
42-317-42101,450.3333333333333,354.9083035622387
42-461-40971,589.0,404.28906652345444
42-317-41855,161.5,316.72818796611585
42-003-47946,278.0,329.3830148075987
42-329-40184,217.0,242.89128455925743
42-329-41902,461.0,315.0179049525288
42-317-42210,423.0,365.57007865268264
42-329-39959,386.0,265.30431323912404
42-317-40539,548.0,371.9901372607273
42-329-41119,316.5,286.7866042562514
42-329-40369,163.33333333333334,190.81761546229885
42-227-39055,396.0,379.49044017009214
42-383-39034,367.0,311.02967376090487
42-383-39342,208.0,242.19981156953975
42-383-40356,151.0,377.05000491256004
42-329-39565,370.0,366.40765844595165
42-461-40277,415.6666666666667,413.0900470468202
42-317-39319,344.0,246.22895951136866
42-329-39912,166.0,190.81761546229885
42-461-40425,462.5,412.16283464329564
42-329-43151,310.0,294.1408387535542
42-329-40216,301.0,274.1478652634521
42-461-40440,434.0,352.1193729890713
42-383-38764,203.0,241.06769945289585
42-383-39448,192.0,235.556422612136
42-329-42118,292.0,419.34511300731987
42-329-39980,246.5,352.9273271225345
42-227-38805,427.0,345.96046481490697
42-383-39934,266.0,397.7518900007967
42-317-41242,421.5,381.91296839147213
42-383-38762,278.5,250.21641762366934
42-461-40665,263.0,357.6881564927009
42-317-41655,190.0,380.0663894376799
